datePublished,ratingValue,travellerType,seatType,route,seatComfort,foodBeverage,cabinService,inflightEntertainment,wifiConnectivity,groundService,valueForMoney,commentHeader,tripVerified,reviewContent,sentiment
2024-08-13,0.9,Family Leisure,Economy Class,Boston to San Diego,5.0,5.0,5.0,2.0,,5.0,5,smiling crew was so positive,True,"   I have flown Jetblue many times. I like their timeliness, service, customer-friendliness and ownership they take to solve issues. In my recent travel, I liked that they had a booth, titled JUST ASK, with live agents for customer questions. I was not assigned a seat while booking, so when I asked the agent in this booth, they were extremely polite. The agent at the terminal gave us excellent seats in the front with extra leg room without any additional charge. The whole experience, check-in, spacious seating, space for carry-on luggage, boarding, snacks, cleanliness and smiling crew was so positive, I told quite a few people and if I have a choice, I would go with JetBlue again--my first choice. My only suggestions-- provide earphones so passengers could watch/hear movies and shows. Also, movie and TV show choice was limited.",1
2024-08-12,0.1,Solo Leisure,Economy Class,London to Montego Bay via New York,1.0,1.0,1.0,1.0,1.0,1.0,1,the worst travel experience,True,"   I recently had the absolute misfortune of flying with JetBlue, and I can confidently say it was the worst travel experience I’ve ever encountered. The flight was delayed by an unforgivable 40 hours due to a situation that was entirely JetBlue’s fault — a fact they even admitted. However, this was just the beginning of a nightmare that no one should ever have to endure. First off, the customer service is beyond atrocious. The representatives were rude, unprofessional, and completely indifferent to the chaos they caused. It was like dealing with a bunch of heartless robots programmed to give you the runaround until you finally give up. Their WhatsApp support is a joke—automated responses that lead nowhere, and if you’re lucky enough to reach a human, the call mysteriously disconnects. They don’t even have a proper landline, which is just another indication of how little they care about their customers. They charge you for seats and baggage online, but when you arrive at the airport, they try to scam you into paying again. It’s disgraceful and unethical. The seats on the plane are uncomfortable and faulty, and the so-called “food” is revolting — hardly edible and not worth the price they charge. As if that wasn’t enough, when the delay happened, the staff knew from the start it would be 5 hours, but they posted just a 1-hour delay on the boards. It’s clear they were trying to manipulate us into staying at the airport longer. And when it became obvious that we wouldn’t be flying that night, they refused to provide us with hotels, transport, or even food vouchers until we literally had to fight for it. The level of disrespect and lack of care for their passengers was unbelievable. This airline treats its customers like caged animals, showing absolutely no regard for their comfort or well-being. The entire experience was disgusting, and I wouldn’t wish it on my worst enemy. I have already warned my entire network to avoid JetBlue at all costs, and I strongly urge anyone reading this to do the same. JetBlue is a scam wrapped in an airline, and they should be ashamed of the way they operate. Do yourself a favor and never fly with JetBlue. They don’t deserve your money, your time, or your trust.",-1
2024-08-11,1.0,Solo Leisure,Economy Class,New York to Chicago,5.0,4.0,5.0,2.0,5.0,4.0,5,seats were very comfortable,True,   Flew on my birthday to Chicago and decided to use some trueblue pints I had for this flight. Check in was done on my phone on the day of the flight I did have to wait about 15 minutes in line to drop my luggage off. The flight itself was pretty fast 1h50mins. Snacks were provided along with drinks. The plane itself was on the older side but seats were very comfortable. Unfortunately the TVs didn’t work so I pulled out my iPad. JetBlue still had good service on this short domestic flight.,1
2024-08-08,0.3,Solo Leisure,Economy Class,New York to Martha's Vineyard,3.0,3.0,3.0,1.0,2.0,2.0,4,really disappointed in this airline,False,"  Jetblue might be the worst airline I have ever flown. I fly quite frequently and Jetblue is usually the cheapest option however the amount of hassle and stress this airline has put me through is not worth it. The past 5 flights I have taken with Jetblue 4 have been delayed by over 2 hours and 1 was fully cancelled. The fully canceled one had us sitting on the tarmac for 2 hours trying to ""find a route"" (there were storms). They then returned us to the gate and told us we could get off the aircraft if we wanted to stretch our legs (Mind you this flight was supposed to leave at 5:45 pm- the time was then 10 pm). Once off the aircraft, they prevented us from going back on to take our seats again. After one more hour of waiting to return to the aircraft - they decided to cancel the flight. The time was now 11 pm. But DONT WORRY, they gave us a $12 voucher for airport food. I really disappointed in this airline. I will be looking at other options in the future.",-1
2024-08-08,0.1,Solo Leisure,Economy Class,New Orleans to New York,1.0,1.0,1.0,1.0,1.0,1.0,1,a terrible company,True," My flight has been canceled and Jetblue didn't offer any alternative. They said I had to spend one more night in New Orleans and find another flight by myself the next day (all the flights for the same day were fully booked even with other companies). I missed worked on monday, I spent an extra $100 for a hotel, an extra $50 for a taxi, extra money for food, and an extra $270 for a new flight. And Jetblue refused to give me a refund for that. They didn't care at all. They are neglectful, and the customer service is terrible. The customer service closed the chat without my consent. Just because I was showing her she didn't respect the regulations made by the department of transportation. They'd rather cut off the conversation when you know your rights. They disregard the regulation and they make their own rules. Flights are always delayed or canceled with Jetblue. It's a terrible company. Avoid it because your trip is gonna cost extra money because of them.",-1
2024-08-07,1.0,Solo Leisure,Economy Class,New York to Vancouver,5.0,,5.0,5.0,5.0,5.0,5,“simple and hassle-free”,False," Jetblue provided simple and hassle-free travel including comfortable seats, excellent service and reliable flight times. Would highly recommend this route.",1
2024-08-07,0.1,Solo Leisure,Economy Class,New York JFK to Las Vegas,1.0,,1.0,,,1.0,1,Nightmare customer service,True,"   Nightmare customer service. My flight was cancelled after I cleared security and none of the Jetblue staff at the airport will help. They direct me to a web portal that is broken, from an email with a broken link. Then the customer service chat or phone call takes over 2 hours. When I got to a customer service representative, they tell me the next flight will only be in 3 days. 3 days that I will have to spend - without compensation for food or accommodation (because this isn't the EU) in one of the most expensive city in the world on a short notice. The customer service will play you like a tennis ball. The airside staff told me to speak to the staff at baggage reclaim, the baggage staff tells me to speak to the staff at check-in, the check-in staff says I need to call the customer service line. The customer service line barely helps me with what the rebooking portal in the app was supposed to do instantly. All throughout, nobody would give me a reason on why my flight was cancelled. The rebooking portal is broken for unknown reasons, and that is hours of my life that I will never get back. The only reason I am flying the rebooked flight is because I need to get to my destination for work and to catch my long haul return flight. I will never be a JetBlue customer ever again in my life if I can help it.",-1
2024-08-06,0.1,Couple Leisure,Economy Class,White Plains to Palm Beach,1.0,,3.0,,,1.0,1,never fly with JetBlue ever again,False,"  Our plane was supposed to leave at 8:40pm, got to the airport at 7:00pm. The plane was rerouted to another airport, they said due to weather (meanwhile it was raining yes but not bad not lightning or anything). When the plane arrived they had everyone come to the gate, the lady gave passengers seat numbers if they didn’t have one already then someone came up and shut the door (this was at 1:20am). They said the pilots have timed out, ok mind you there was another plane going to palm beach as well that was rerouted to another airport as well and they were supposed to leave at 5:30pm but that plane didn’t arrive in Ny until about 12:45am and those pilots timed out as well. They found pilots for the plane that was supposed to leave at 5:30pm but not for my flight. The next flight they had going out to Florida wasn’t until Tuesday in all airports in the surrounding areas. On their website it says they’re supposed to help with hotels and a food voucher if it was a controllable situation which its was if they were doing their jobs properly but they refused to give us passengers anything. Also when they finally cancelled the flight I was like 4th or 5th in line and they didn’t even say anything about stand by seats, but gave it to customers that were way farther down in the line. They are very unprofessional with the way this whole disaster was being handled. We had to purchase more tickets for a different flight with a whole different flight company to get home that following days. Was at the airport for 17 1/2 hours before we got on the plane to come home. I will never fly with JetBlue ever again. They really need to get it together because they had multiple planes pilots time out that same evening at different airports. Oh also the insurance was purchased as well with JetBlue",-1
2024-08-05,0.1,Solo Leisure,Economy Class,Vancouver to New York JFK,3.0,,3.0,,,1.0,4,last time I will purchase from this airline,True,   I flew from Vancouver to JFK and then from JFK back to Vancouver On both occasions the flight was delayed by 2 hours and 1 hour respectively. No reason was given. Why is it now 6 hours and 15 minutes flying time instead of 5 hours? Totally unacceptable. This is the last time I will purchase from this airline,-1
2024-08-03,0.1,Solo Leisure,Economy Class,Phoenix to New York JFK,1.0,1.0,1.0,1.0,1.0,1.0,1,never be flying with them again,True,"   For years JetBlue was my preferred airline. JetBlue cancelled my direct flight and rescheduled me for a flight with a connection over a day later. They refused to compensate me for the downgrade, which was merely the cherry on top. I am writing a day before my flight and have had to cancel a job, costing me $350 in lost income. The delayed arrival will cost me 5 hours in lost time and I will be responsible for purchasing overpriced food at the airport. Even though they made the decision to cancel the original flight, they refuse to make me whole. Despite having requested $500 in compensation for all losses incurred, I would have been happy to spend many multiples of that amount with JetBlue prior to this episode. Now that they have shown an attitude of total disrespect and lack of concern for the passenger, I will never be flying with them again.",-1
2024-07-30,0.1,Solo Leisure,Economy Class,New York City to Albuquerque,1.0,1.0,1.0,1.0,1.0,1.0,1,extreme dissatisfaction,True,"  I am writing to express my extreme dissatisfaction with the abysmal service I received from JetBlue on Sunday, June 23 2024. My flight from New York City to Albuquerque, scheduled for 8:00 PM that evening, was unceremoniously canceled without any notification or updates from Jetblue. This unacceptable lack of communication left my friend and me stranded at the airport overnight, forced to sleep in the terminal due to your negligence. It wasn't until we took matters into our own hands and contacted customer service the following day that we were able to secure new flights for Tuesday - a full two days later than our original itinerary. To add insult to injury, our rebooked journey involved an unnecessary and inconvenient layover in Seattle, further prolonging our travel time. We finally arrived in Albuquerque at 7:00 PM on Tuesday, a staggering 47 hours later than initially planned. Jetblue's failure to provide timely information or assistance during this ordeal is inexcusable. We incurred additional hotel expenses on Monday night as a direct result of JetBlue's mishandling of this situation. Yet JetBlue refused to reimburse our extra expense.",-1
2024-07-24,0.1,Family Leisure,Economy Class,New York to Seattle,1.0,1.0,1.0,2.0,2.0,1.0,1,no offer of refund or assistance,False,"   Difficulty with schedule changes impacting trip and jet blue customer service inaccessible with phone service/staff unfriendly and unhelpful. No offer or compensation for changes. No assistance to loyal members. Missed flight due to gate change. No notice on app or email of change and no offer of refund or assistance with impact to customer. Told to bad. Loyalty member for several years with 37,000 points list and no recourse. Staff rude and unprofessional",-1
2024-07-23,0.1,Solo Leisure,Economy Class,Rochester to New York,,,,,,1.0,1,JetBlue is a terrible airline,True,"  JetBlue is a terrible airline. I needed to be in New York to catch a connecting flight to London. Our JetBlue flight kept getting delayed until it was delayed passed the departure time of my connecting flight. Then they cancelled it without explanation. I was told they would rebook it and to check my emails. In the meantime I had to get a hotel room and rental car beyond my original plans at my cost. I decided to call later and I found out that they rebooked all the flights for the next day. That means I was forced stay yet another night at my expense. They told me they do not reimburse for these costs that were not my fault. They told me there was a flight but at 5:45am. I basically said they were useless which they are. I called another airline who rebooked me, but for a better time. !!",-1
2024-07-18,0.1,Family Leisure,Economy Class,Boston to Phoenix,1.0,2.0,1.0,3.0,2.0,1.0,2,first and last time flying Jetblue,True,"  We flew round trip from Phoenix to Boston. On the way there the flight attendant told us the infant we were traveling with was required to sit in a middle seat due to safety reasons, on our way back the attendant told us the infant has to sit next to a window for safety reasons. The staff don't seam trained very well. Also on our return flight I accidently purchased an extra check in ticket on the kiosk, the bag handler confidently told us we can call customer service and get a refund after we land as long as the tag is not scanned. After landing we called and they refused to refund me for the accident, and both the agent and the escalation specialist I spoke to confirmed that their crew in the airports are not trained on their policies. For an wealthy airline that does not allow carry on, and charges for every checked bag, this was ridiculous. I flew with 5 other passengers, and this is our first and last time flying Jetblue.",-1
2024-07-10,0.1,Business,Economy Class,Buffalo to London via New York,2.0,1.0,3.0,3.0,3.0,1.0,1,Generally not worth the hassle,True,"  JetBlue cancelled the first leg of the flight from Buffalo to New York (then connecting to London), they said due to bad weather. Staff tried to be helpful, but the next flight was the day after. No help for a hotel room, no support for food/drink, basically nothing at all. Flights are very often delayed, chaos with permanently changing gate. You get dozens of emails about your flights being changed back and forth - before eventually getting cancelled. On board it's ok-ish. Great is wifi and life tv, good legroom. Otherwise low cost standard: ""free snacks"" until they run out, food is not great. Small aircraft for overseas flight, everything is dated, rotting and not clean. Smallest bathrooms I have ever seen. Generally not worth the hassle.",-1
2024-07-09,0.2,Family Leisure,Economy Class,Bradley International to Orlando,1.0,,1.0,,,1.0,1,Got scammed for $450.00 dollars,False,"   Got scammed for $450.00 dollars when JetBlue changed my daughter's trip to Disney with her 2 sons aged 4 and 7 and her husband when she looked and saw the itinerary had been changed and the return leg of their round trip tickets had the parents separated from the children, I, the grandfather purchased the tickets and had the kids sitting with the parents and having 2 window seats. When JetBlue decided to change the flight they separated the parents from the kids on the flight. When my daughter called and tried to get them back together they told her there were only 4 seats together and it would cost an additional $450.00 dollars to get them safely back together. She had a choice, cancel trip or pay the extortion fee of $450.00, she got absolutely no help with customer service nor did I having spent about 2 hours of being jerked around and finally speaking to a resolutions manager and getting no sympathy or offer to change or remove the fees for the changes they made. First time and last time dealing with this airline, betting this is a common occurrence and a nice sleazy way to get more money from people. Be careful booking with these people they have no interest in making your trip anything other than a money grabbing affair, great way for us to start our vacation.",-1
2024-07-04,0.1,Family Leisure,Economy Class,Cancún to New York,1.0,1.0,1.0,1.0,1.0,1.0,1,“cant believe the greed of this company”,True," I really cant believe the greed of this company. I had a vacation to mexico with my daughter from the 5-9. Unfortunately there was a Hurricane and had to change dates, not due to my choice or personal matter, but due to a natural disater. My departure was with AA and they changed my tickets dates without a problem. However my return was with Jetblue and I had to cancel my tickets to get a petty $80 credit on $350 tickets. Had to repurchase for a later date and spent $380 without luggage of which the previous flight included. Stop being so petty especially with your customers in a situation which involved a natural disaster.",-1
2024-07-02,0.1,Family Leisure,Economy Class,New York to San Juan,,,,,,1.0,1,Lost a long time customer,True,"  JetBlue cancelled my dad’s flight with no explanation as to why. Rebooked on their own for 2 days later for a time that was not convenient, when I reached out to customer service to rebook to a different airport (closer to my home) and a time convenient for me, after waiting for two hrs one hr for regular customer service and one hr for escalations was told that they were very sorry for the inconvenience but that there was nothing that they could do. Was told I could cancel get reimbursed and buy a new ticket in the airport I wanted which would have cost me triple the amount of the original price. All I wanted was to change the airport (same airline) since they cancelled his flight but was told they couldn’t do it. JetBlue does not care to accommodate their customers for inconvenience caused by them. Just heard news that due to traffic control staff shortages in JFK flights had to be cancelled, delayed or redirected to different airports so don’t believe the “weather conditions” excuse. Shame on JetBlue for not valuing their customers. Lost a long time customer in me, my family and anyone I can spare the headache!",-1
2024-07-01,0.1,Solo Leisure,Economy Class,New York to Ft Myers,4.0,2.0,4.0,4.0,4.0,2.0,3,"I am thoroughly disappointed"" ",False,"   I want to share my disappointing experience with JetBlue. My flight from JFK, scheduled for 2:10 PM on June 30, 2024, was continuously delayed and eventually canceled at 3:01 PM, with no explanation provided. Several other JetBlue flights to different destinations were also canceled, clearly visible on the monitors. The delay of the Miami flight was attributed to a shortage of crew. It is evident that JetBlue does not value their customers' time, impacting their ability to spend time with loved ones. I am thoroughly disappointed with JetBlue's service and have no intention of flying with them again, nor will I recommend them. Despite my previous positive experiences with JetBlue, my last three flights have all been marred by extensive delays.",-1
2024-06-23,0.2,Family Leisure,Economy Class,Newark to Orlando,1.0,1.0,1.0,1.0,1.0,1.0,1,"Super disappointed"" ",False,   Delayed for 6 hours. Super disappointed with this airline - they don’t even offer anything to you to make you feel happy. Don’t think I’m going to travel with them anymore. Not even 50 dollars to buy food,1
2024-06-20,0.1,Couple Leisure,Economy Class,Minneapolis to Boston,1.0,,1.0,,,1.0,1,"Delayed flight three times"" ",False, Delayed flight three times for a total of 12 hours. The last delay was while we were on our way to the airport and got in too late for it to work. They refused to refund enough to pay for a last minute ticket on a competent airline. Never again.,-1
2024-06-15,0.7,Family Leisure,Economy Class,Boston to Philadelphia,5.0,3.0,5.0,5.0,5.0,5.0,3,so considerate and helpful,True,"  My day started horrible with Jet Blue, in Seattle there is a lot of construction, I was told by the airline I flew into Seattle on to arrive at least 4 to 5 hours early because TSA lines are extra long because some are closed due to the construction. Well I got there 5 hours early to sit at the Jet Blue desk waiting to check my bag for hours because there was no customer service representative until 2 hours before the flight. So at 9:15 am finally someone arrived. Today June 14th there was a lot of storms that delayed flights. So I was unable to make my connection flight to Philadelphia, Victoria in Jet Blue baggage service was so helpful and made this high stress travel day end on a great note by helping get my bag in a very timely manner, set me up in a hotel and was just so considerate and helpful through the whole process. All of the woman in Boston Baggage service for jet blue was all very helpful and you could tell they was passionate about their jobs.",1
2024-06-13,0.1,Family Leisure,Economy Class,New York to Vancouver,3.0,1.0,1.0,1.0,2.0,1.0,2,don’t let families sit together,False,   Worst airline ever. Worst crew members. Even when there are million of seats empty they don’t let families sit together by moving them on the empty seats. Worst customer services. Never take this airline,-1
2024-06-12,0.8,Solo Leisure,Economy Class,Newark to Tampa,4.0,4.0,5.0,4.0,,4.0,5,"a nice experience"" ",False,"   Aside from the hour delay leaving EWR due to bad weather, my roundtrip flight from EWR to TPA and back was a nice experience with JetBlue. The crew was friendly, the aircraft was clean and comfortable, and I even got the luck of chatting with the pilots.",1
2024-05-29,0.1,Family Leisure,Economy Class,Heathrow to Florida via New York,1.0,1.0,1.0,1.0,1.0,1.0,1,“unprofessional and disrespectful behavior”,False," I recently experienced offensive behavior from the JetBlue staff at Heathrow Airport, which caused me to have an anxiety attack in front of the entire airport. Additionally, we were flagged for further travel that day, making the situation even more distressing. The unprofessional and disrespectful behavior needs to be addressed to prevent similar incidents in the future.",-1
2024-05-25,0.2,Family Leisure,Economy Class,Paris CDG to Boston via New York-JFK,3.0,2.0,3.0,4.0,1.0,1.0,3,Customer service was very poor,False,"   I flew JetBlue from Paris to Boston with a stopover in JFK. The seats were comfortable, had many entertainment options, but food was not as good. Customer service was very poor. I ended up getting delayed at JFK because staff said they needed to wait for an aircraft that was late arriving at JFK. I asked JetBlue help desk about standby on an early flight, and said I would likely not be getting on that flight. I highly advise not flying JetBlue though JFK, as I have always been delayed, and staff are very rude. If you fly JetBlue, I highly recommend flying through Boston instead of JFK.",-1
2024-05-23,0.2,Couple Leisure,Economy Class,New York to Vancouver,1.0,1.0,2.0,3.0,3.0,1.0,1,Window seats were especially cold,False,   During the flight the AC was set on a very low temperature. Probably JetBlue believes it is a smart marketing move to sell as many 10-dollar blankets as possible. That is so obvious. Window seats were especially cold. I am afraid my wife will get sick because of that. When a flight attendant was asked about it she said that they had just brought it up a moment ago. Pretty cynical. No shame,-1
2024-05-16,0.1,Couple Leisure,Economy Class,Boston to Raleigh,2.0,,2.0,,,1.0,1,Very bad service,False,   Very bad service. Tickets were purchase for additional money to seat in front. Went to airplane after people who set at the back. They did not have enough space for our carry on. They had to check it in. Lost so much time to get my bags. Makes no sense to buy tickets for extra money to seat in front.,-1
2024-05-03,0.3,Couple Leisure,Economy Class,Orlando to Nassau,2.0,2.0,3.0,1.0,1.0,1.0,2,Bye bye jetBlue,True,"  Booked for a direct flight from Orlando to Nassau, Bahamas, which left later than scheduled. The flight was short enough that the crew served water, soft drinks, and snacks only. The A320 was old, and showed its wear on most surfaces and scuffed seating surfaces. The entertainment screens mounted on seatbacks did not work. At all. There was no wifi as advertised. But the crew was friendly, and the flight was smooth. Upon our arrival, we retrieved one of two checked bags from the baggage claim area. I spoke with a very helpful jetBlue representative in baggage claim, who discovered that our second checked bag was still in Orlando. With all of my beachwear, hats, dinner clothing, snorkel gear, medications and my cigars (addiction gladly acknowledged). I asked the jetBlue rep when the bag would be delivered, and she stated that it would be on the only flight scheduled on the following day. She told me who to call at jetBlue central, which I did to no avail. Upon our arrival in Nassau, I bought enough clothing to let me visit the beach and eat at restaurants. 28 hours after our arrival, the lost bag was returned. After returning home (on a different airline), I filed a claim for reimbursement from jetBlue for the clothing. It took two weeks of promises, terminated phone calls in the middle of conversations, and way too much of my time to pry my money out of the hands of the penny pinchers at jetBlue. All to pay me what the U.S. Transportation Dept. said they should pay me. Life should be spent on a beach, in the mountains, at a good bar, with your family ... go ahead and join in. But you shouldn't spend an unreasonable amount of time getting an airline to live up to its promises. Bye bye jetBlue.",-1
2024-04-06,0.2,Family Leisure,Economy Class,New York to San Jose,2.0,2.0,1.0,4.0,5.0,1.0,1,won't refund you for an unused service,True,"  We purchased 4 tickets, prepaid for 3 bags, but the hotel we left them in misplaced one. We requested a refund at the counter and the man there told us to contact customer support, which basically told me ""bad luck - we don't care, we won't refund you for an unused service""",-1
