datePublished,ratingValue,travellerType,seatType,route,seatComfort,foodBeverage,cabinService,inflightEntertainment,wifiConnectivity,groundService,valueForMoney,commentHeader,tripVerified,reviewContent,sentiment
2024-02-08,1.0,Solo Leisure,First Class,Kona to Honolulu,4.0,4.0,5.0,,,5.0,5,Not a single complaint,True,"  Short but pleasant ride inter island. Completely full plane boarded fairly efficiently. Great attendant in the front drink refills, done graciously. Not a single complaint.",1
2023-11-30,0.2,Solo Leisure,Economy Class,Los Angeles to Honolulu,3.0,1.0,2.0,1.0,1.0,1.0,1,delayed for almost 2 hours for no reason,True,"  We took a flight from Los Angeles to Honolulu on November 29 at 7 am. My other group of friends used Delta airlines and departed at8am. Flight duration was the same l, however they landed way before us. Hawaiian Airlines used the weather as an excuse to land in Maui. How is that possible if my friends were right behind us and landed before us , something is not adding up. We were stuck in Maui for about an hour ""refueling"" might spend extra next time and use Delta. We were delayed for almost 2 hours for no reason.",-1
2023-11-15,0.8,Couple Leisure,Economy Class,Tokyo to Honolulu,4.0,5.0,5.0,3.0,,5.0,5,service was very smooth and efficient,True,"  Checking in at Tokyo's Haneda was very smooth despite my flying standby. Hawaiian does not have check in kiosks like they do back home but the JAL Staff manning the check-in counters were very quick and efficient. Going through Immigration and Security screening was quick, easy, and efficient. Having gone through NRT and HND, I definitely prefer HND. The flight aboard Hawaiian Airlines A332 was very smooth with some turbulence along the way. The cabin staff kept us informed and turned on the seat belt signs with the turbulence. Surprised that no announcements made from the cockpit throughout the flight. Cabin service was very smooth and efficient with the usual Aloha Spirit shown by each of the cabin attendants. Food was good, the entertainment system worked well with the exception of the inflight map which did not work at all. This was HA 864 11/9/2023. Very disappointed that the inflight map was not working on this particular aircraft. HA's A332's are excellent aircraft, but are starting to show their age. The lack of wi-fi is a definite minus. Hopefully things will improve with the arrival of their Boeing 787-9, although April 2024 is not soon enough. HA should work on getting wi-fi on board their A332's and A321's. All in all a great flight. Hoping Hawaiian Airlines Dreamliners will utilize 2-4-2 layout in economy, as with their partner Japan Airlines. JAL's Dreamliners have the roomiest and most comfortable economy I've ridden.",1
2023-11-14,0.1,Couple Leisure,Economy Class,Los Angeles to Lihua via Corona,1.0,1.0,1.0,,,1.0,2,Made us feel so unimportant,False,"  So sad. I have never been downgraded in seat assignments. We came early to check in to get a middle row seat. Just before boarding they moved us to the way back, by the bathroom. Talked to the counter person, zero care. Said they moved everyone back to balance the plane. Made us feel so unimportant. Won't use this airline again.",-1
2023-10-11,0.1,Family Leisure,Economy Class,Las Vegas to Honolulu,2.0,1.0,3.0,1.0,,2.0,2,"think twice before flying with them again"" ",True,"   I am writing this review after an absolutely harrowing and frustrating experience on a recent flight with Hawaiian Airlines from Las Vegas to Honolulu. I am still in shock and disbelief over the terrifying incident that occurred during our trip.  The flight started off poorly, with multiple delays that were poorly communicated. The departure time was continually pushed back. This caused a lot of unnecessary stress and confusion, and no explanation or apology was given for the inconvenience. Then, at the start if the flight, our plane was struck by lightning. The flight crew, although they tried to maintain calm, seemed just as shocked as we were. Upon landing, the communication from the airline was still lacking. There was no debriefing, no reassurances, and no explanation of what had occurred. It was as if they wanted to brush the whole incident under the rug. This lack of responsibility is unacceptable. However, I do want to express my gratitude to the pilot who managed to land the plane safely under such stressful conditions. His skill and professionalism in that moment were the only silver linings in this otherwise dismal experience. Despite this, I am extremely disappointed with Hawaiian Airlines. Our safety, both physical and emotional, should have been their utmost priority, but it felt like we were an afterthought. The inconvenience of the delay and the lack of apology for the lost day of our vacation only added to our dissatisfaction. I will think twice before flying with them again.",-1
2023-10-11,0.3,Family Leisure,Economy Class,Auckland to Honolulu,2.0,1.0,1.0,1.0,,3.0,3,attendants were so grumpy,False,  Would not recommend Hawaiian Airlines. Flight attendants were so grumpy. Their service was very unprofessional compared to some airlines I have flown with. One flight attendant didn’t give out the right amount of headsets/eye masks so we had to ask for an extra one. She did that with 4 other people who missed out on them too. The woman who served the food didn’t even know what was in the sandwich. Felt so uncomfortable around her and if I had to ask any questions I felt I couldn’t. Didn’t even say goodbye thank you for flying etc when we were getting off.,-1
2023-09-16,1.0,Solo Leisure,Economy Class,Maui to Los Angeles,5.0,4.0,5.0,5.0,2.0,5.0,5,exhibited genuine Aloha spirit,True,"  I just wanted to say that Flight Attendant Miley, based in Los Angeles, exhibited genuine Aloha spirit in our interactions. It is evident she thoroughly enjoys working her job, her coworkers and her customers, thank you Miley! You are amazing. Flight 34, Maui to Los Angeles.",1
2023-09-11,0.3,Solo Leisure,First Class,Honolulu to Seattle,1.0,2.0,3.0,2.0,,2.0,3,feels like the economy of economy,True," Being local, I am not proud to say that Hawaiian Airlines did not meet my requirements for being a good representative of Hawaii. I am sure no one is going to read this from Hawaiian Airlines but if they do. 1) The website is not good. I couldn't do online check-in, the website is slow and very ""heavy"". It's not intuitive and a lot of the links do not work. I am not sure if this is on purpose but just got to do better with the website. 2) In-flight service was not great. Food was subpar and the entertainment was again ""heavy"". However, most of all....the seats are horrible in Economy class. Not comfortable at all. It REALLY feels like the economy of economy. I thought Hawaiian would offer a little better than that. 3) Finally. I felt like I was being nickled and dimed for everything. I received multiple offers to upgrade, or had to pay extra for every little thing. It felt like an LCC. Not sure if Hawaiian is going through some financial problems, but as a customer it leaves a bad taste in the mouth when I keep getting asked if I want to BID to get a better seat. The Aloha is lacking. As a whole it was not really bad but compared to United, Delta, and Alaska, I was really disappointed with Hawaiian. I don't want to trash talk them. I was just very disappointed that my local airline was so junk compared to others. Especially since everything in Hawaii is so expensive. Unfortunately, as a customer, I will be avoiding Hawaiian when I can in favor of other carriers.",-1
2023-09-03,0.1,Business,Economy Class,Kona to Honolulu,2.0,3.0,4.0,2.0,1.0,3.0,1,Poor customer support,True,"  Poor customer support and indifferent counter agents. No ability to make changes to your flight online so you have to call in order to make changes to a reservation. Phone lines can be down so it can take several dialing attempts before you get through. In one particular instance, we needed to change our departure time (interisland) to a flight thirty minutes later and were told there would be a change fee equal to the cost of the ticket. When we asked for clarification on the unreasonably high charge, the customer service agent, who clearly was not based in Hawaii or the US, hung up on us. As someone who lives in Hawaii, we try to fly Southwest, which in comparison, charges no fees for ticket changes, allows you to make changes on their website, allows up to two pieces of luggage checked in for free, and has great customer service. Additionally, they jack up the rates of interisland flights when there are no competing flights. Not very aloha.",-1
2023-08-29,0.1,Family Leisure,Economy Class,San Francisco to Kahului,1.0,2.0,2.0,3.0,1.0,1.0,1,App crashes on a routine basis,True,"  After first booking direct from SFO to OGG and back my flights were changed in a vague email that made no sense or didn’t seem to apply to me. No details were embedded in email and their App crashes on a routine basis. So instead of direct to Maui I need to go through Honolulu. Once arrived boarded for Maui but had engine troubles as we were then stuck in heat. For passengers going to Oahu to Seattle on this flight other arrangements were made and most of the plane disembarked. Another 10 minutes and remaining passengers were told to go to B2. No departure or arrival time provided. Went to B2 and gate attendant said we were now leaving out of gate A14 (next door to original departure gate). Even though there was a flight to Maui at 2:35pm we weren’t able to board that flight, and had to walk back to gate with no idea of said departure. Been traveling now for 10 hours and feel numb and pissed at idiot’s who are operating Hawaiian Airlines. If you have a mechanical issue they must have a procedure or practice to help the frustrations of passengers who are now getting on/off planes twice. What a bunch of idiots running this show.",-1
2023-08-24,0.2,Couple Leisure,Economy Class,Maui to Las Vegas,2.0,2.0,3.0,4.0,,2.0,1,Never flying with them again,True,"  The return flight from Maui to Las Vegas was cancelled and I was rebooked on a different airline from Honolulu to Las Vegas. The problem, I have to pay for seats and check in baggage and Hawaiian Airlines could not do anything for me. I talk to a representative and they said they could not do anything for me at their end. The agent would or. Could not forward me to someone who could do something for me. I thought they would do something for the customer in good faith because they are the ones who change my reservations to United. Very disappointed in Hawaiian Airlines. Never flying with them again.",-1
2023-08-23,0.1,Family Leisure,Economy Class,Los Angeles to Maui,1.0,1.0,1.0,1.0,1.0,1.0,1,I will never fly Hawaiian Airlines again,False,"  We had booked 4 round trip tickets from Saturday to Saturday to Maui. Saturday morning when I check online to see if our flight was on time, I read that the flight had been cancelled. I called customer support to book another flight. The same flight, the next day was the next one available. Then the agent told me I had to pay for the flight on Sunday. I explained that I was booking the flight because the Saturday flight was cancelled. He would not listen, so I bought 4 more tickets. The following Saturday, I checked our returning flight and found that we were on standby, not reserved seats. This was after I had previously confirmed both flight. I could reserve the seats for $200 each. In other words, they extorted us for an additional $800. To add more insanity, the walk from the gate at LAX to the sidewalk is one mile. When I got home, I called my credit card company and had the charges I had made Saturday for the new flight cancelled. There was no dispute from Hawaiian Air, since what they had done is illegal. We visit Maui twice a year. I will never fly Hawaiian Airlines again!",-1
2023-08-22,0.1,Business,Economy Class,Honolulu to San Diego,2.0,,1.0,,,2.0,2,lady behind the counter rudely started chirping,True," Reason for leaving Hawaiian Airlines as a preferred carrier. In February of 2023, my wife and I decided to purchase tickets from Hawaii Airlines(HA) after learning our cat would only be allowed in the cabin on either Alaskan Airlines or Hawaiian Airlines. We had also made changes the year before placing this as one of our preferred airlines on our AMEX because we had used them a few times to go stateside. My wife felt unsettled in May with the ticket because it did not mention the cat on the ticket. So, she called the airlines to ensure our cat can fly in the cabin. She received confirmation and the cost for our cat Fred to fly. Post the conversation, she felt better about choosing HA as the preferred airline. On one occasion, we checked the HA webpage and noted they were changing their pet carrier dimensions. The pet carrier we owned prior was one inch larger, and since HA was making the changes effective June 2023, and we were flying until 20 July, we did not want to take any chances of having a tape measure come out and stop the cat from flying with us. So, we bought a new carrier to fit their new guidelines and started months in advance to get him acclimated to the new pet carrier. If you own pets, you understand this reason. Moves can be stressful enough on people, but when the animal does not have a place of refuge, it can be even more stressful. On the morning of 20 July, we went to the airport with eight bags and the cat. My wife was due to fly on HA 19 to San Diego, and I helped her move three bags containing all our clothes, along with our cat, into the Hawaiian Airlines departure terminal. My buddy then drove the kids and me to the Southwest terminal since NAVPTO could not get us on the same flight. I started unloading the truck, and I got a call from my wife crying, “They will not let Fred (cat) fly! They said he is too big and could not stand.” The cat was calm as a cucumber in his new kennel after a month of finally getting acclimated to it. We had one an inch bigger than the latest change HA made and my wife was just trying to get clarity. My buddy, who was dropping us off, brought his cat to Oahu two weeks prior from Sacramento on HA with a pet carrier which was the same as the one we chose to not use because of its size. So, we asked if he could get his carrier to fly with our cat. We also asked a friend to bring us their hard case pet carrier. Before their arrival, my wife went into the line and showed the bag turning on its side, unzips, and expands, allowing the cat to stand and just wanted to know if it would work. The lady said, ""You cannot alter the carrier!"" my wife calmly explained, ""It is not altering it; it is just unzipping the side."" Again, the rude lady stated you cannot alter the bag and no this will not work. Shortly after this, our friend brought the hard case pet carrier to fly the cat in the belly of the aircraft. Then the HA associate stopped my wife because she had a reservation for the cat to fly in the cabin. My wife was trying to explain she's moving to California to another HA associate, and the lady behind the counter rudely started chirping, “She started crying, thinking I would change my mind!” Who says that in the service department of Hawaiian Airlines? Apparently, it was ok for this lady to do so, and she was allowed to escalate the situation, which my wife was just trying to find out how she could fly with the cat in the cabin or get the cat off the island. FRUSTRATED!",-1
2023-08-15,0.2,Solo Leisure,Economy Class,Honolulu to Los Angeles,1.0,2.0,2.0,1.0,,4.0,1,tells me I was bumped to standby,False,"  19 hours before flight couldn't check in online. Couldn't check in at kiosk. Counter rep tells me flight ""might"" be booked up. Gives me a boarding pass for a later departure (without informing me). I proceed to the initial gate Info from telescopes. Get to gate and my boarding pass doesn't work. They tell me I'm on plane for 6 hours later.  I argue, they are calling my name, as I'm arguing and they are emailing me. I show my id, they tell me I'm on standby for a flight in 6 hours.  They played me, gave my seat away right in front of me, said I checked in for the wrong flight, I explain the situation, and she tells me I was bumped to standby.",-1
2023-08-14,0.1,Couple Leisure,Economy Class,San Diego to Kaui,,,,,,,1,never use the airline again,False,"  I have used them 2 times previous to this and had no problems, but I was scheduled to fly with them this October going to Maui then to Kaui but due to the horrific sad and devastating situation in Maui we are not able to go there and decided to make our vacation to Kaui only. I had opened a credit card with them and one of the perks was to get a 1/2 off companion pass in which we used on our first reservation, when I went to rebook my flight not only did the price of my tickets more than double in price but they penalized us by taking away our companion pass saying we already used it on one reservation and now because we had to rebook we would lose it. I spoke to a supervisor who gave me the worst customer service I have ever had with a airlines and said there was nothing they could do about companion pass it was just gone. Hawaiian airlines could care less about there customers and will mess you over in a second. I do not recommend them and will never use the airline again as well canceling their credit card.",-1
2023-08-14,0.1,Family Leisure,Economy Class,Hilo to Honolulu,3.0,,4.0,,,1.0,1,today was terrible,False," I have been a loyal Hawaiian Airlines customer for over 30 years but today was terrible. I booked an interisland trip for my family 3 months in advance. I booked seats so my family could all sit together. Getting to Hilo was fine, everything went smooth no issues, which is why I always choose Hawaiian. However my flight home from Hilo was a joke. First off I went to the ticket counter to try and change my flight to am earlier one and the ticket agent wouldn't look up flights for me. He insisted that the only way I could change is by calling their call centre in the Philippines. I know this isn't true because they've done same day changes for me before with no issues. I decide to let it go and just keep our original flight. We come back a few hours later and the same guy changed my selected seats and had all of us, including my 3 year old daughter, sitting by separately. He took off his name tag so I didn't get his name. He wanted me to wait in line to be helped again. I couldn't wait another 20 mins so I went to the gate to fix this error. The guy at the gate desk Darryl was giving me attitude saying well it's only a short flight and infants cant sit in the 4th row because ""there's an airbag."" I've never heard this before and I don't care if the flight was 5 minutes long, my 3 year old daughter is not sitting be herself. So he begrudgingly sat me and my daughter together in the very last row and my wife and my other infant child sat somewhere else. If you want decent customer service look for another airline. I'd be willing to fly Southwest after this fiasco.",-1
2023-08-11,0.1,Couple Leisure,Economy Class,Honolulu to Phoenix,1.0,1.0,1.0,4.0,3.0,1.0,1,never fly with this airline again,True,"  In my 50 years of flying this was my first trip with Hawaiian Airlines and it has been the worst experience ever. Started off with flight being cancelled to Kona, and needed to hang around airports until I got squeezed in somewhere. During this my seats I paid extra for were no longer assigned. On the way back my flight from Kona was cancelled and then the flight to Phoenix was cancelled. Again the seats I paid extra for were not assigned and then the luggage I had to pay for on-line when buying tickets had to be paid again, because, as explained to me, “the baggage fee is for a different flight”. They owe me money at this point, and I will never fly with this airline again.",-1
2023-08-07,0.1,Business,Economy Class,Honolulu to Hilo,3.0,,2.0,,,1.0,2,"Customer service is almost non-existent"" ",True," Hawaiian Airlines cares little for its passengers because the airline holds a virtual monopoly over interisland travel in Hawaii. Customer service is almost non-existent. Hawaiian recently ""upgraded"" its check-in process, and merely created a confusing, time-consuming, and frustrating opportunity for its personnel to show disregard for passengers. The contempt does not end there. Almost without exception (in fairness, there are a few good apples), every Hawaiian Airlines employee from check-in to departure treats passengers as inconveniences rather than as revenue-paying guests of the airline. It would not take much for Hawaiian to improve its outward face substantially.",-1
2023-08-01,0.3,Solo Leisure,Economy Class,Hilo to Honolulu,4.0,2.0,4.0,,,1.0,3,Avoid unless you have a world of time to spare,True," They canceled my flight last minute, which needs me to grab the last seat in the next flight. Still, they don't manage their boarding gate well and the flight needs to wait for an available boarding on the ground. Avoid this airline unless you have a world of time to spare. In comparison, flight experience and staff service are fair. But still, the airline makes side trips to another island in Hawaii very hard. Despite Hawaii being a holiday destination, the Hawaiian airline makes travelling in Hawaii a painful and stressful experience. Last thing to note: the Hawaiian airlines say that you can change your flight within Hawaii freely, that is not very true. Firstly, you cannot do it online, you can only by phone or in person at an airport. Second, if you have checked in luggage, you cannot change to an earlier flight. I am totally OK with additional fee for changing flight, but having unwritten rule for that is not OK for me.",-1
2023-07-29,0.1,Business,Economy Class,Honolulu  to Kahului,2.0,1.0,2.0,1.0,1.0,1.0,2,Constant delays and cancellations,True,"  Constant delays and cancellations with no recompense and shallow, “we’re sorry” texts and emails for extended delays. Delays and cancellations happen almost on a daily basis for this airline. If you can book via another carrier do so. Book another airline if possible.",-1
2023-07-19,0.2,Solo Leisure,Economy Class,"Honolulu to Portland, OR",3.0,3.0,4.0,2.0,2.0,1.0,1,no intention of making good on their voucher,True,"  HA 26 from Honolulu to PDX on July 11, 2023 was severely delayed and I received a travel voucher. I was unable to apply it a few days later and called and they told me to wait 3-5 business days and try again. I tried again today, July 19 and was again not able to apply it. I then called again and they say they are still unable to apply it on their end. I asked to speak with someone above them and they said they could not even put me in line to talk to a manager due to high call volume. I am now suspicious they are just trying to get me to give up and have no intention of making good on their voucher. This review does not apply to any of the rating areas below and I've defaulted to using ground service, though my review is specifically regarding customer service, for which I give them a 1/5. Overall score of 2/10 reflects that I actually did make it home eventually.",-1
2023-07-18,0.1,Couple Leisure,Premium Economy,JFK New York to Sydney Australia via Honolulu,3.0,1.0,3.0,2.0,,1.0,2,flights delayed with no informative updates,True," This is the third time we have flown Hawaiian and the last 2 times have been horrendous! Not only have the flights been delayed by many hours but with no informative updates! Both time seemed to be pilot and ground crew have not cleared flight yet. The first time we missed connection and staff were extremely unhelpful in helping us get another flight. In the end put us on a lesser value one with no compensation! This time we get a voucher for $12 which doesn’t even cover the cost of a sandwich. We are also obliged to stay the night in Honolulu because connecting flights aren’t until the next day, but by the time we get there it is a total waste of money. This is an airline I will never use again nor recommend to anyone!",-1
2023-07-09,0.1,Solo Leisure,Economy Class,Hilo to Sydney via Honolulu,3.0,1.0,2.0,1.0,1.0,1.0,1,avoid flying with airline ,True,"  Worst service / airline processes and experience ever. Flying back from Hilo (changed flight from Kona) to Sydney. Arrived at the airport over 2 hours early. Checked luggage… then had to wait for security. No mention when I checked that one of the machines was down and the wait was over 3.5 hours to get through the scanner… Meant missed flight, then missed connecting flight. To my surprise the “machine hadn’t just gone down”… it had been down for a few days. They could have prioritised it being fixed, text passengers to let them know arrive 4 hours ahead to allow time to get through security (due to only one bag scanner). They then also lost my luggage - which I later managed to track down a few days later thanks to the apple AirTag, not the Hawaiian staff who had no idea where it was. Only flew with Hawaiian to get points as a partner airline to Virgin Australia. Needed to do a claim for insurance on extra costs incurred from this issue (connecting flights and hotels not connected with this booking) extra costs included $500 - wrote in feedback and complaints several times to all channels and ZERO response. Points also never came through even though they had my number, submitted claim through virgin with details and to Hawaiian. Seriously most incompetent service at all levels. Seriously would avoid flying with airline this incompetent at basics.",-1
2023-06-07,0.1,Family Leisure,First Class,Kahului to Honolulu,1.0,2.0,2.0,1.0,1.0,1.0,1,unprofessional and unnecessary behavior,True,"  This was first time flying with Hawaiian airlines. We had booked our ticket from Delta to go to Hawaii. Coming back we had use Hawaiian airlines to go to one island to another and connect to Lax. The gate agent was extremely rude to me and my kids. We were just standing and waiting for boarding on side and not in anyone’s way. She told us to go site down, i reply saying we are not in anyone’s way. She then said they will be calling the pre boarding and first class first. When I told her I am first class, she didn’t believe me and took the boarding pass out of d my hand to confirm. Once she confirmed she left us alone but this was unprofessional and unnecessary behavior on her side.",-1
2023-06-03,1.0,Couple Leisure,Economy Class,Hilo to Kahului via Honolulu,5.0,,5.0,,,5.0,4,exceptional service,True,"  Flew many times with Hawaiian between the islands and want to compliment the airline on exceptional service during at least 5 flights in May 2023. All the staff are genuinely customer focused, friendly, cheerful and enthusiastic about helping travelers. All staff members from Check in, Baggage Handling, Departure Lounges and Flight Attendants were always smiling, welcoming and pleasant to deal with. Such a refreshing change from most major airlines who can learn a lot from Hawaiian. They even give you a free welcome drink of juice or water! True Hawaiian hospitality - genuine and sincere. Mahalo Lui Noa Hawaiian and keep up the fantastic service. We will be back!",1
