datePublished,ratingValue,travellerType,seatType,route,seatComfort,foodBeverage,cabinService,inflightEntertainment,wifiConnectivity,groundService,valueForMoney,commentHeader,tripVerified,reviewContent,sentiment
2022-02-24,0.5,Solo Leisure,Economy Class,Philadelphia to Roanoke,5.0,,3.0,,,5.0,2,try to avoid American in the future,True,"  Booked this round trip around 3 weeks in advance. Was rather expensive and I felt tricked into paying to reserve my seat at the time of booking. I found out subsequently that reserving was free within 24hrs of the flight. I felt it was mean of the airline to charge for 1 checked bag. I have flown many times with various European, Asian and US airlines in the past 40 years and this is the first time I have incurred these charges on top of what I believe to have been an expensive flight in the first place. The staff encountered as well as the flights themselves were no better or worse than the competition. I will try to avoid American in the future!",-1
2021-11-11,0.3,Family Leisure,Economy Class,Las Vegas to Raleigh,3.0,,1.0,,,4.0,1,that’s not the way you speak to a customer,False,  I’m on the plane as we speak making a review because the flight attendant is very rude. I’m on flight 5216 to RDU from Philly. First off let me start off with my families original flight was canceled and we had to wait 14hrs in the airport for another flight. We should of been given more than $12 food vouchers for 14 hrs. Then for us to get on a plane where the attendant has an attitude for what reason we don’t know. He asked me was I willing to help with an emergency because I have an end seat. I shook my head yes and aggressively he says you need to say yes or no. Excuse me! He could have said that a little better. Then I was looking at him and he asked me did I have a problem? Really? I have a problem because I looked at him? I just laughed and my husband said something to him and he walked away. Better customer service training needed because that’s not the way you speak to a customer.,-1
2021-10-26,0.1,Couple Leisure,Economy Class,Dallas Fort-Worth to Shreveport,1.0,,1.0,,,1.0,1,The flight attendants were the worst!,True," Absolutely horrible! The flight attendants were the worst! They made me wear a different mask because apparently there was something wrong with my mask, even though I passed through security and had just got off a previous plane without anybody making me switch masks! As soon as I sat down, she told the other attendant to make sure I was wearing the new mask. Then they continued to target me on the plane by telling me my pillow needs to be stored under the seat, which is a lie! No airplane carrier makes you do that. Then the older lady told me to put my phone on airplane mode as I was finishing a text. I told her to give me one second and I will put it on there, but then she yelled at me saying, “Now! Put it on airplane mode now!” So I did. Then the same lady came back a minute later to harass me again and said “I need your phone on airplane mode.” I told her that I did the first time she asked and showed her the airplane symbol on my phone. Then she got an attitude and left. I will never fly with this airline again.",-1
2021-08-23,0.1,Couple Leisure,Economy Class,Chicago to Milwaukee,1.0,,3.0,,,1.0,1,American Airlines. It's a clown show!,True," 
Jay L. Schottenstein makes $14.7 million/yr then pays his top 5 another $21million to pick you up 6 hrs late in an outdated plane that offers no snacks, drinks, ice and only enough warm water for 1/2 the passengers, oh and no wifi. Only to leave you stranded for 17 + hrs and offer no hotel room or meal vouchers. Then pays nice people poor wages to say sorry through a smile. Tells you it's due to weather only to find out from the pilot it's mechanical. American Airlines. It's a clown show!",-1
2021-05-27,0.1,Solo Leisure,Premium Economy,,1.0,1.0,1.0,1.0,1.0,1.0,1,The cabins are so small and they are filling every seat,False,"  I would not recommend ever flying this airline. The cabins are so small and they are filling every seat. The flight is packed. It seems their response to our safety during COVID is to pack the small planes where everyone but do not provide any inflight food or beverage service. I flew Delta 2 days ago, what a difference. Every other seat was open. I felt very safe from others who may have the virus and they were great at providing safe food and beverage service. I can't believe the difference in these two airlines. Especially when the price of the flights were exactly the same. I would never choose to fly American Eagle again.",-1
2021-03-08,0.2,Solo Leisure,Economy Class,Chartlotte to New Bern,3.0,,1.0,,,3.0,3,Sensitivity training. Invest in it,True," I am usually not one to take the time to complete reviews or even the one to care about leaving a review. However this time I felt compelled. I was recently a passenger on a flight from Charlotte to New Bern, North Carolina. It had been a weekend. I was boarding the plane. With two bags strategically positioned but still somewhat awkwardly, on my person making my way to my seat. I was wearing new platform sneakers I treated myself to. It had been a year. I think we can all relate. The person in front of me stopped in his tracks to snatch up a spot to place his item in the “overhead bin”. So I had to stop mid step and took a step back. Of course, this happened to be right in front of someone of your staff sitting in one of the rows. He looked at me and said “too much to drink?” I felt instantly embarrassed. Because he wasn’t quiet and discreet. “No sir” I said. but thank you. What I wanted to say was, I did have a glass of wine prior to boarding. But thank you for assuming that I was drunk. Not that I’ve spent a last minute whirlwind weekend with my family in Massachusetts, after 14 months of not seeing them due to Covid. Not seeing my father with kidney failure for fear of bringing the pandemic to his door step, as I am a primary care nurse practitioner. It wasn’t the weight of a weekend spent desperately making up for lost time and salvaging moments. Not being exhausted staying up with him because he was too afraid to asleep. You don’t know me. I don’t know you. In a world that is already struggling. Be kind. Do not assume the worst. As much as anyone, I know the importance of safety. Ask if I am ok. Or say nothing at all. When I really wanted to answer with, if only it was that simple. I am not sure what your company has identified as core values, but where I work, these interactions would be unacceptable. Sensitivity training. Invest in it.",-1
2021-02-14,0.3,Solo Leisure,First Class,Dallas to South Bend,4.0,2.0,5.0,,3.0,1.0,2,not concerned with even trying to be on time,False,  Flight departed twenty minutes late. Waited forty five minutes to park after landing because we had to wait for the one of nine gates that was occupied to depart. Ground personnel only handle one plane at a time. Obviously this airline is not concerned with even trying to be on time. First class cabin very cold. Cabin crew said they could not help because of a design flaw.,-1
2021-01-20,0.4,Business,Economy Class,Lexington to Philadelphia,1.0,,5.0,,,3.0,5,a mediocre experience,False,"  Let’s start with the bad, that is terminal F and Philadelphia, it just is not a nice place, though the food court is nice! LEX is pretty pleasant however, and every single AA employee I talked to at both airports and on the flight were pretty good! My biggest issue was space. I’m 5’8, and about 175 pounds and I was cramped into the little ERJ. So, overall, a mediocre experience. Also, this flight was a Piedmont Airlines flight, operating as American Eagle!",1
2020-11-29,0.3,Couple Leisure,Business Class,Miami to Ronald Reagan,1.0,,4.0,3.0,3.0,5.0,3,The seat in front of mine was obviously filthy,True," American promises that they keep their planes clean, especially during COVID. The seat in front of mine was obviously filthy and had been for some time. The headrest had a layer of built up dead skin, there was popcorn on the floor, and there was a dirty water mark above my head. None of these obvious things had been cleaned in quite some time. I actually touched the seat in front of me and felt the greasy build up on the headrest. It’s unbelievable that American Airlines would lie about their cleanliness. I have pictures to prove all my claims.",-1
2020-11-19,0.7,Solo Leisure,Economy Class,Mount Pleasant to Charlotte via Fayetteville,4.0,,4.0,,,4.0,2,overall service of the airline was excellent,False,  I think the overall service of the airline was excellent. The flight was a bit pricey especially since I had a 6 hour layover for a flight from Charleston to Fayetteville. I also think due to covid the plane should be boarded from the back to the front due to space of the airplane and deboarded from front to back.,1
2020-10-18,0.1,Couple Leisure,Premium Economy,Wilmington to Nashville,1.0,,1.0,,,1.0,1,waited over 45 mins for a single passenger to board,True," We boarded on time and then waited over 45 mins for a single passenger to board. The fight is only 30 mins so we sat on the airplane on with masks on for longer than the actual flight for a single passenger, turns out it was an employee in uniform. Not sure why we had to wait considering we paid for this flight and they clearly did not. Probably wouldn't be as annoyed if not sitting for hours on end with this mask on.",-1
2020-10-18,0.3,Solo Leisure,Economy Class,Arkansas to Erie,2.0,1.0,2.0,1.0,1.0,2.0,1,No social distancing at all,True, They do not care about covid at all. Packed airplane elbow to elbow and they pretend a mask will help me against the virus. No social distancing at all which is law everywhere else except airlines and Walmart apparently. Put my life at risk over a few extra dollars. Never giving them my money again unless they refund me for the complete disregard for my and the other customers health.,-1
2020-03-11,0.1,Business,First Class,Nashville to Charlotte,1.0,1.0,1.0,1.0,1.0,1.0,1,zero knowledge of their product,True,"  Nashville to Charlotte. All the flight attendants was possibly the worst I’ve had in my life. Not only was they were rude, but had zero knowledge of their product, and super unprofessional.",-1
2020-03-08,0.1,Business,Economy Class,Dallas to Springfield,2.0,1.0,1.0,,,1.0,1,cost me hundreds of extra dollars,True," Dallas to Springfield. Initial flight time was 10:30 am, 30 minutes into the flight they decided there was something wrong with the plane so we had to return to Dallas. We were then sent to several different terminals because the workers didn’t realize there is more than one town named Springfield. Finally, after an hour or so a replacement plane arrived, they decided that the plane was also broken. Several hours later we were offered nasty stale sandwiches as an apology for their continued screw ups. We were then able to board the third plane. This plane was randomly picked for the pilots to manually figure the weight of the aircraft. Imagine my surprise when they decided the plane weighed too much. People were kicked off the plane and we had to wait an extra hour and a half to remove some fuel. This garbage airline company cost me hundreds of extra dollars (hotel, rental car, food) because I then missed the following connecting flights and had to stay the night in Missouri.",-1
2020-02-10,0.2,Business,Economy Class,Charlotte to Birmingham–Shuttlesworth,2.0,3.0,3.0,2.0,2.0,1.0,2,terrible Customer experience,False,  Charlotte to Birmingham–Shuttlesworth. PSA an American Eagle operator is killing the American brand. I have been rescheduled twice today on different flight to Birmingham because planes have maintenance issues and all they do is keep moving times out .. both have been knows for hours.. and now they are saying they don’t have the manpower to go get a new plane that is parked at another gate As a concierge key member of American Airlines I just wish the American leadership would start looking at these operators in American Eagle and cancel their contracts due to poor performance and terrible Customer experience. The worst I have seen in my 30 years of flying,-1
2019-12-24,0.1,Solo Leisure,Economy Class,Monterey to Providence via Phoenix / Washington,1.0,2.0,1.0,1.0,1.0,1.0,1,the worse flight experience,True,"  Monterey to Providence via Phoenix / Washington. This was the worse flight experience in my life. Hours of delays, the aircraft was old and seats falling apart. I traveled from Monterey. The plane sat for over 30 mins after boarding. No weather problems. Then there was almost four hours delay in DC. Returning home there was a three hour delay in Phoenix. The toilet lights were not working. The WiFi was working. Everything that could go wrong happened. I will never fly American airlines after my next trip. It's been booked and I can't afford to cancel. I would rate this a zero if I could.",-1
2019-11-05,0.1,Business,Economy Class,Dallas Ft Worth to Amarillo,1.0,2.0,1.0,2.0,2.0,1.0,1,cancelled flight or a delay,True,"  Dallas Ft Worth to Amarillo. Pretty much done flying American. Every single time it results in a cancelled flight or a delay, and American shows no sense of urgency. They do not care. Not one bit. You cannot make plans when flying American because their planes are so old and things fail when time for take off. Highly suggest using a different airline.",-1
2019-10-24,0.1,Solo Leisure,Economy Class,Reagan to Providence,1.0,1.0,5.0,,,1.0,1,Flight was consistently delayed,True, Reagan to Providence with American Eagle. Flight was consistently delayed. Gate changed 2 times. Plane changed to a smaller plane. Was not informed of the smaller plane or that those with tickets in rows not available on the new plane would get bumped. Meal voucher given was declined when I tried to use it. Was not told original flight had mechanical issues and another plane was being used which had room for some of those that were bumped until I overheard other passengers talking about it. Worst experience ever.,-1
2019-10-09,0.2,Business,Business Class,Philadelphia to Wilkes Barre,1.0,,3.0,,,1.0,2,our flight also is delayed for maintenance,True," Philadelphia to Wilkes Barre. While waiting for my flight 2 other flights delayed by American Eagle for maintenance. Then it’s our turn, 10 mins before boarding and our flight also is delayed for maintenance. Sounds to me like someone should take better care of their equipment/aircraft.",-1
2019-09-01,0.1,Business,Economy Class,San Angelo Regional to Dallas Fort Worth,1.0,2.0,3.0,,,1.0,1,had consistently poor service,False,"  Had to use American Eagle to get to and from DFW to San Angelo Regional Airport and back or I never would have flown them. I've done this twice in the past year and both trips (a total of 4 flights) provided similar experiences. I have had consistently poor service (or lack thereof). The planes honestly scare me with how many obvious repairs (that don't seem particularly well done) have been done to these ancient airplanes. They seem dirty as well, though that could just be the yellowed plastic from age. The seats are hit or miss depending on how worn out the cushion is. They don't seem to have been replaced since the airplanes were manufactured (probably 20-30 years ago by the looks of them). The planes are small so if you have a standard to large carry on, it will have to be checked in. This is more FYI, since they can't really control the size of the overhead compartments (though they could buy planes made in this decade and solve this issue). The counter was supposed to have staff from 4 am - 7 pm, according to a sign on their counter. There was no one there at all. Keep in mind this small airport has 2 gates and an average of 3 flights a day. I would presume having an employee man the counters for three flights wouldn't be too much to ask, but apparently it is for American Eagle. I can't really comment on their in-flight service since, in all fairness, their flights are usually too short to be able to provide any services. However, I can comment that the pilots do not fly well, and I legitimately thought the plane had crash landed at first when the plane just dropped several meters out of the sky on landing. In the future I will just fly into DFW and drive the 3 hours to San Angelo. I will also never fly American Airlines itself again because of their partnership with this atrocious airline.",-1
2019-08-27,0.1,Family Leisure,Economy Class,Burlington to Grand Rapids,1.0,,2.0,1.0,1.0,1.0,1,never fly American Eagle again,True,"  By far worst flying experience ever. 2 out of four flights cancelled, and one delayed. Our plane leaving grand rapids got up to speed almost off the ground and then came to a screeching halt. The flight was then cancelled due to mechanical issues. I spoke with customer service at the 800 number, the my customer service rep was very rude to me and accused me of being rude because I was displeased my flight would have then been delayed by over 24 hours. I then took a flight the next morning that was delayed as well, and had to fly into Manchester NH over 2.5 hour drive from my home. I will never fly American Eagle again.",-1
2019-08-17,0.6,Couple Leisure,Economy Class,Green Bay to Chicago,2.0,,3.0,,,3.0,3,hated the strange music,False,  Green Bay to Chicago. Generally good service. What I hated was the strange music we were forced to listen to when we first boarded the plane. Silence would be a perfect option.,1
2019-08-14,0.1,Business,Economy Class,Providence to Chicago,2.0,1.0,2.0,1.0,,1.0,1,it will be the last time.,True,  Providence to Chicago. First time I flew American Eagle. And it will be the last time. Delayed an hour because of a cabin defect. Overhead compartment door would not closed fully. Was fixed via duct tape. The guy had to go off to get another piece. Also their boarding process is unfriendly.,-1
2019-08-05,1.0,Solo Leisure,Economy Class,Chicago to Madison,5.0,,5.0,,,5.0,5,an amazing flight attendant,False,  I am sorry i cannot get my Eticket to load. I was on AA3533 03 August departed Chicago O'Hare airport to Madison WI. I had just an amazing flight attendant Sara. She was so friendly and kind. Peggy,1
2019-07-17,0.1,Business,Economy Class,Philadelphia to Cincinnati,1.0,,1.0,,,1.0,1,"delayed, delayed, delayed",True," Philadelphia to Cincinnati. The flight keeps being delayed, delayed, delayed. All the staff is offering is one excuse after another. This airline is holding us hostage. The airline has inefficient maintenance and terrible escalation procedures. Now we are being moved to the opposite end of the terminal. This is my first and last time flying this shower.",-1
2019-05-05,0.1,Family Leisure,Economy Class,Philadelphia to Cincinnati,1.0,1.0,1.0,,,1.0,1,not respect people’s time,True,  Philadelphia to Cincinnati. American Airlines does not respect people’s time! Or I think they don’t know the importance of time. Ok to be on point I know they always do delays but they hide it until last moment!  I think AA needs some training. Please AA improve your service and taste of cookies served on plane. Crew members are rude and so is customer assistance.,-1
2019-05-02,0.3,Solo Leisure,Economy Class,Bangor to Philadelphia,1.0,1.0,3.0,,,2.0,2,overbooked that flight,True,"  I went from Bangor to Philadelphia then to Kansas city. And the same route back. My flight was in time which was a relief because of the buses you have to take in Philly to your connecting flight. However on my way back in Kansas city they had over booked the fought by 4 people! Luckily 4 people offered to stay back because they were given 1,000 vouchers once we got to Philly they had overbooked that flight by 2 people and a seat was broken. For whatever reason, my boarding pass didn't have a seat or boarding number on it. This was extremely stressful due to the fact that there are only 2 flights a day that fly into Bangor. 3 people had to stay behind that day. How they get away with one booking. People pay money for these tickets and expect to get to and from their destination in a safe and timely manner.",-1
2019-04-24,0.1,Family Leisure,Economy Class,Beaumont to Billings via Dallas,3.0,2.0,3.0,,,2.0,1,cancelled the connecting flight,True,"  Beaumont to Billings via Dallas. The tickets were ridiculously expensive. The same day I booked, I had to change our flights to the next day. Even though the tickets were still same price for the next day as the ones I purchased, I was charged 150 dollars for the change. Then American Airlines pressured me into buying trip insurance, telling me that it would cover any airline changes and cancellations. As I boarded the plane going home, AA cancelled the connecting flight. When I landed in Dallas, I received text that AA re-booked connecting flight for the next day. Now they don't want to pay for the cancelled and re-booked flight (that I was unable to take & I had to rent a car to drive 6 hours home which cost me over 300 dollars). When they were pressuring me to buy the insurance, they NEVER told me the insurance only kicks in after a 12 hr delay. This delay was overnight. Meaning I originally had an evening connecting flight that was cancelled. So, my children & I were supposed to spend the night in DFW airport Isn't that why I bought trip insurance To cover the costs when this happens I know they cannot control the weather, but they could honor the insurance they pressure their customers to buy and not make ridiculous parameters that hinder customers from receiving relief from the insurance. Furthermore, ridiculous fees AA charges for changing flights (after booking the same day within a few hours) is even more reason why I love Southwest. American Airlines need to take lessons from SWA. I was very disappointed that Southwest Airlines do not fly to Billings, MT or I would have definitely flown SWA - No hidden fees, no baggage fees, no fees for changing flights, and amazing customer service!",-1
2019-03-17,0.1,Solo Leisure,Economy Class,Los Angeles to San Jose,1.0,,3.0,,,1.0,1,the worst customer service,True," Absolutely the worst customer service. Nobody is accountable for anything and has no clue of what is happening. I flew from San Jose to Los Angeles on February 11. I accidentally left my wallet on the aircraft. I got a call saying I left it and should collect it from Lost and Found the next day. When I went to LAX nobody had any clue about where it was. The lady at Lost and Found was not helpful and rude. I spent 4 hours at the airport going from counter to counter. I have a voicemail recording saying they found my wallet and then asking me to pick it up. I even spoke to someone over the phone and confirmed the same. However, in less than 12 hours they lost my wallet while getting it from the gate to lost and found. I made several attempts to reach them but nobody answered the phone. When I called the customer service number, they had no clue of how to handle this issue. I filed a report online, but they didn't even respond to that. It shows how careless the employees are with customers' property. They lost something which they themselves found! In less than 12 hours they couldn't even transport it from the gate to the lost and found department. Pathetic.",-1
2019-02-21,1.0,Family Leisure,Economy Class,Charlotte to Washington,5.0,5.0,5.0,5.0,5.0,3.0,5,one of the most enjoyable flights,True, My brother and I had flown from Charlotte to Dulles and originally had seats towards the back of the plane. I am 6'6 and my brother is 6'4 with a prosthetic leg. Our flight attendant watched us struggle to get to our seats and cram ourselves in for the flight. He walked back and invited us to come sit in first class in 2 open seats and proceeded to make it one of the most enjoyable flights we had been on with outstanding service. We will be back to American in the future!,1
2019-02-19,0.2,Family Leisure,First Class,Louisville to Los Angeles via Dallas Fort-Worth,4.0,1.0,3.0,1.0,1.0,4.0,2,not first class attention at all,False,  Flew Louisville to Los Angeles via Dallas Fort-Worth with American Eagle. I was in first class and didn't see any difference. It was an early morning flight and it was cold. They didn't have any blankets. The same food was offered as in the other sections. It was not first class attention at all.,-1
2019-01-30,0.1,Couple Leisure,Economy Class,Knoxville to North Eleuthera via Miami,3.0,3.0,3.0,,,2.0,1,caused a 24 hour delay,False,"  Knoxville to North Eleuthera via Miami. One mechanical problem followed by another, compounded by a breakdown in ground equipment caused a 5 hour delay at our origin. As a result, we missed our connection in Miami despite scheduling a 3 hour layover. This caused a 24 hour delay. As a result we miss at least one day of vacation, a day we have to pay for. The information provided while waiting on the tarmac for almost 3 hours was infrequent and unhelpful. ""Customer service"" was provided only grudgingly with every attempt made to provide minimum assistance.",-1
2018-12-30,0.8,Family Leisure,First Class,Salt Lake City to Los Angeles,4.0,3.0,5.0,,,4.0,5,Service was friendly,True,"  Salt Lake City to Los Angeles. The flight got delayed because of a lengthy De-icing process. Service was friendly for a very short flight, just drinks and snacks. Landing in LAX was very smooth and luggage delivered on time but the American Eagle terminal is uncomfortably distant from the main terminal in LAX.",1
2018-12-21,0.1,Family Leisure,Economy Class,Charlotte to Toronto,2.0,1.0,1.0,1.0,2.0,1.0,1,staff is very bad,True," Charlotte to Toronto. Never travel by this airline. The staff is very bad, rude and not at all friendly. We pay for our flight and in return we at least want a smile or a courtesy but do not expect it from this airline.",-1
2018-12-20,1.0,Business,Premium Economy,Kansas City via Dallas Ft Worth,1.0,1.0,1.0,,,1.0,1,the ghetto of airplanes,True,"  Kansas City via Dallas Ft Worth operated by Mesa Airlines. If you're going to make your passengers slum their ride home, don't upcharge for premium seating. They wont provide even their first names for complaints and when I tried to show my receipt and what my upgrade included, the female flight attendant stormed off. I sat in 4F from MCI to DFW arrived 12/19/18 at 9:04 pm. This is the ghetto of airplanes and service. Bad form, American. I'm seriously thinking of switching to United for my weekly flights.",-1
2018-11-10,0.4,Solo Leisure,Economy Class,Nashville to Chicago,3.0,,4.0,,,1.0,2,not be using this airline again,True,"  
Nashville to Chicago. My initial flight was an hour and a half late. No reason for the delay was given. I ran through the airport to catch my connecting flight and they refused to let me board with 10 minutes to spare. The plane was still stationary and attached to the gate 25 minutes later. I asked them the soonest they could get me a flight to my destination and they replied curtly. ""4 PM, tomorrow. That's all we can do"". They had me in tears - will not be using this airline again.",-1
2018-10-08,0.2,Business,Economy Class,Charlotte to Knoxville,1.0,3.0,2.0,2.0,3.0,2.0,1,never fly American Airlines again,True,  Charlotte to Knoxville. First the flight was delayed by one hour. After we finished boarding we had to wait additional 20 for a crew to arrive from another flight. Then we arrive in Knoxville and we had to wait on tarmac for 30 mins to be taken closer to the airport. I will never fly American Airlines again.,-1
2018-09-18,0.9,Family Leisure,Economy Class,Detroit to Chicago,5.0,4.0,3.0,,5.0,4.0,4,seats were super comfortable,True,"  Detroit to Chicago. The seats were super comfortable for an airplane in this size. Even this small airplane has wifi onboard. We arrived so early so we had to wait for ground service which took too long and we exited the aircraft at the exact estimated time, so we didn't loose anytime.",1
2018-09-16,0.1,Solo Leisure,Economy Class,Birmingham to Fort Smith via Dallas,1.0,1.0,1.0,,,1.0,1,Worst experience I’ve had,True,"  Birmingham to Fort Smith via Dallas. Worst experience I’ve ever had. Flights cancelled due to maintenance not weather - agents aren’t being told truth to tell us -  either that or they are told to lie to us. Just tell me the truth and I can accept it. But to lie to us is unacceptable. Then no hotel - after we were told we would have a hotel at the location we were laying over in once we get there. 12:30am and we all have to fight to get them to give us a hotel like we were promised since it was a maintenance issue. Today get to airport early, flight cancelled due to maintenance, now setting on a plane waiting for fuel and a restroom that we were told doesn’t work! Now we are told another maintenance issue exists and we are delayed again!  Will never fly American again after my points are used!",-1
2018-08-27,1.0,Family Leisure,Economy Class,Toronto to New York La Guardia,4.0,5.0,5.0,,,4.0,5,had a great experience,True,"  Toronto to New York La Guardia. Quick 1 hour flight. I found the seat on the E145 to be more comfortable than that on the Air Canada Rouge 767, which is good. Staff were very helpful, overall had a great experience.",1
