datePublished,ratingValue,travellerType,seatType,route,seatComfort,foodBeverage,cabinService,inflightEntertainment,wifiConnectivity,groundService,valueForMoney,commentHeader,tripVerified,reviewContent,sentiment
2024-05-25,0.1,Solo Leisure,Economy Class,Bellingham to Minneapolis via Seattle,4.0,,2.0,,,4.0,1,no refund of anything,True,"  I put a sign on one of my carry-on bags, warning about a (fictitious) anti-theft device with an alarm inside of it, just to discourage bag-snatchers. TSA didn’t have any problem with the sign being on my bag, nor with what it said. Airport security at both BLI and SEATAC didn’t have any problem with it. No one at all on the first flight from Bellingham to Seattle (also Alaska Airlines) had any problem with it. And no one at the boarding gate in SEATAC had any problem with it. Then, when I got on the plane, as I was getting to my seat (at the back of the plane), a flight attendant asked me about it. I told them, then took the sign off of my bag and put it away - just in case - stored said bag in the overhead compartment, and took my seat. Two other attendants then came and asked me about the now removed sign, one at a time, and I repeated my explanation to each of them. A fourth attendant then came, and asked me to bring my bags “up front to discuss them” . This was a lie, as, when I reached the front, they walked me off of the plane, and told me that several passengers were “uncomfortable” with the sign. They then re-booked me, without my input, to a much later flight, which would cause me to miss the wedding I was supposed to give the toast at. After talking with Guest Services, I decided to head back home to Bellingham so that I could at least give the toast over FaceTime. However, doing so required the approval of two different supervisors in Guest Services at SEATAC to make happen, because the Customer Service rep (in Phoenix) said that they could neither change anything about the bookings nor refund anyof the round-trip ticket because of the first re-booking - despite the fact that said re-booking was done without my input. Regarding the two supervisors, the first confirmed that no noise-making capable devices are allowed on the plane, and the second said that signs such as mine that “might make some people uncomfortable” are not allowed either. Not that you’ll find either of those statements on the airline’s website, of course - I checked. And given that nobody on the first flight even mentioned it to me, I have my doubts about whether or not this was “official” Alaska Airlines policy. Long story short, don’t fly Alaska. They (apparently) reserve the right to selectively impose new rules based solely on people’s feelings, even if it disenfranchises their paying customers - and some of them will even lie to do so. Just to be clear, at NO point did anyone say anything about any Federal or State laws, nor was security ever involved, so I’m pretty sure what happened was all on Alaska. Including the fact that I’m getting nothing back from them - no refund of anything, nor even a voucher, not that I’d use the latter - in exchange for having my flight yanked out from under me.",-1
2024-05-23,0.1,Family Leisure,Economy Class,Orange County to San Francisco,1.0,1.0,1.0,1.0,1.0,1.0,1,a very upsetting experience,True,"  My family and I recently had a very upsetting experience with Alaska Airlines. Our Alaska Airlines flight was cancelled (no reason for the cancelation was given; it certainly was not weather-related) which caused us to miss our connecting international flight. No other flights were available that day, so we would reach our final destination 24 hours late. Consequently, we not only missed one full day of vacation, but we also incurred significant costs as we had to book a hotel room at the airport as well as another hotel room at the airport of our destination since we missed the ferry to get to our vacation rental. Not to mention that we lost out on our car and room reservations we already had and which we could now not utilize. Even though we, and especially our little son, were very sad and disappointed to miss one full day of our vacation, we stayed very patient. I am a frequent traveler and understand that these things can happen. When however, on the way back our Alaska Airlines flight was cancelled again, our patience ran thin. No other Alaska Airlines flight for the same day was available, so they had to reroute us to another airport which meant the additional expense for a long Uber ride plus a longer way home from the airport. When this flight was then delayed for more than three hours – we would now be home at three in the morning – I decided to go to the Alaska Airlines Lounge to ask for support. My son was exhausted and I wanted to see if we could sit down in the lounge for the long wait time, since it was freezing cold in the terminal. We didn’t even ask for food or beverages, just a place to sit more comfortably and warm, until our flight would leave. When the lady at the front desk of the Alaska Airlines Lounge refused any help and informed me that I would still have to pay a $30 fee per person, I was literally in tears – she showed no compassion at all! I asked if we could at least borrow a couple of blankets to get warm in the terminal, this was denied as well. Due to these two cancelled flights, we incurred additional costs close to $1,000 (for several hotel rooms, transfer costs, supplies, etc.), we lost one day of vacation on the way out and arrived home much, much later than planned. During this whole experience, Alaska Airlines did not provide any sort of support or compensation. I will never use their so-called “services” again and I advise strongly against flying with this airline, they do not show any consideration for their customers, not even children.",-1
2024-05-19,1.0,Solo Leisure,Economy Class,Seattle to Columbus,5.0,5.0,5.0,5.0,5.0,5.0,5,blown away by the service,False, Absolutely blown away by the service that I received - if you're looking to possibly fly with him or have options I would highly suggest booking them. I've flown many airlines and this is the first one that actually treated you like a customer down to earth employees and their flight attendants are actually extremely warm and welcoming,1
2024-05-16,0.3,Business,Economy Class,Seattle to Austin,3.0,2.0,2.0,3.0,3.0,3.0,3,lackluster at best,True,"  The flight attendants on my flight were lackluster at best. I was skipped over not once, but both times they passed by to provide snacks and drinks. Both times they blamed not being able to hear. This was my first time on Alaska Airlines and I'll have to be hard pressed to give them another try. Less than impressive experience for an already bad circumstance. I do not recommend them. Be ready to speak up and have the aisle seat folks ready to advocate for you. The attendants will ignore you.",-1
2024-04-10,0.3,Business,First Class,Juneau to Anchorage,3.0,1.0,1.0,1.0,1.0,3.0,1,Just really going downhill,False,"   First class services are stopping. No water, no glass, coffee cups, no snack basket, 1 drink if there is time in the 1.5 hour flight. Just really going downhill. They will lose customers with this cheap tactic.",-1
2024-03-05,0.2,Couple Leisure,Premium Economy,Fort Lauderdale to Portland,3.0,3.0,3.0,2.0,1.0,1.0,1,“I use this airline sparingly”,True,"  I had a bad experience on my return trip from Ft Lauderdale to Portland. The weather at FLL was rainy, but not terrible. Planes were departing and arriving. After pulling back from the gate we sat motionless for 15 minutes or so. The pilot came on to tell us we had a shortage of fuel, and this was due to the weather and it's impact to availability of fuel. We sat for another 30-45 minutes. During this time the pilot said due to the fuel shortage we would stop in Kansas City on our way to Seattle. After about an hour on the ground in FLL he came on again to apologize for the paperwork being very slow, some corrections that needed to be made to the new flight plans. The delays caused us to be 4 hours late in arriving in Seattle. Here's the problem with Alaska - 1. They lied to us. They don't prioritize honesty with their customers. The fuel shortage scenario he tried to explain was weak at best. It was raining = not enough fuel? Alaska sent me an email apologizing for the stop in KC, but said it was unavoidable due to stronger than expected headwinds. What really happened? Lot of us lost time and $ due to this. The official determination was wind, so no reimbursements for hotels or added costs to rebook. 2. they had a service failure followed by inability to make a service recovery. They were not prepared to handle the onslaught of people who needed help. A desk was there, we were not told where, we had to find it. 4 agents were there; they needed 10 to quickly deal with the problems. Seattle is their headquarters! They had 6 hours to prepare! I use this airline sparingly and will continue to do so. I have 1.8MM miles on Delta. I'm with them because they don't let stuff like this happen. They are professional, honest with their customers, and I've never been lied to.",-1
2024-02-09,0.2,Solo Leisure,Business Class,Seattle to Albuquerque,2.0,2.0,4.0,1.0,1.0,3.0,1,I will be avoiding Alaska Airlines,True,  Literally the only airline that won't let you in their lounge if you have a business class ticket. Even if you have a first class ticket you have to pay extra. Ridiculous. I will be avoiding Alaska Airlines at all.,-1
2024-02-02,0.1,Business,Economy Class,Portland to Las Vegas,3.0,,3.0,,,1.0,2,flight was delayed both ways,True," I had round trip tickets from Portland to Vegas, my flight was delayed both ways. Flight to Vegas was delayed 4 hours. My flight to Portland was delayed an hour so the crew could sleep. I understand sleep but you would have thought they could have posted the delay the night prior so the passengers could sleep as well but nope. Ridiculous!",-1
2024-01-06,1.0,Business,Economy Class,Spokane to Boise,5.0,,5.0,,5.0,5.0,5,first class customer service,False," On a business trip to Spokane, Washington, my return trip to Boise, Idaho was scheduled to leave at 12:30 in the afternoon. I arrived at the airport quite early and noticed they had an early flight at 9:00am. I asked the gate agent if I could switch my flight to the earlier one. The flight was light so they let me switch, at no cost, and they upgraded my economy seat to a first class seat, at no cost. This is what I call first class customer service. Good show Alaska Airlines!",1
2023-12-29,0.1,Couple Leisure,Economy Class,Pasco to Las Vegas via Seattle,1.0,,1.0,,,1.0,1,deeply unsatisfactory,False," Poor customer service and deceiving practices I recently had an extremely disappointing experience with Alaska Airlines' phone customer service. The representatives seemed uninterested in assisting, frequently hanging up the call or leaving me on indefinite hold. This neglect is unacceptable, particularly when travelers are seeking crucial information. Furthermore, there were misleading communications about flight delays. I was informed that my flight couldn't depart due to weather issues, yet there were no apparent weather problems. It's troubling to suspect that this may be a tactic to mask the mechanical issues with their older aircraft fleet. The apparent strategy of avoiding compensation by falsely attributing delays to weather is deceptive and unacceptable. Customers deserve honesty and transparency, especially when it concerns their travel plans. I strongly advise travelers to reconsider flying with Alaska Airlines. Their lack of responsible customer service and questionable operational practices warrant scrutiny. In summary, my experience with Alaska Airlines was deeply unsatisfactory, marked by poor communication and suspect practices. I urge potential passengers to be cautious and consider other airlines for their travel needs.",-1
2023-11-26,1.0,Solo Leisure,Economy Class,Miami to Portland,5.0,5.0,5.0,5.0,5.0,5.0,5,Everything was just fabulous,False, First time flying Alaska such a excellent experience! Everything was just fabulous. Happy to visit Oregon for the first time to celebrate my birthday 11/26.,1
2023-11-18,0.1,Family Leisure,Economy Class,Seattle to Nashville,,,,,,1.0,1,Messed up airline,False,"  Attempted to send my dog to Nashville, Alaska has canceled the flight twice, now they say I will need to spend another $200 on vet because the health certificate is only valid for 10 days. I will unfortunately be required to dyebib small claims to recover all of these vet costs that were required for the flights that were canceled. Do not rely on these idiots. The lady behind the counter just sat there grinning at me and refusing to speak to me. Messed up staff. Messed up airline. Avoid.",-1
2023-11-07,1.0,Family Leisure,Economy Class,Portland to Anchorage,5.0,5.0,5.0,5.0,5.0,5.0,5,"agents who obviously care so much"" ",True,   Alaska Airlines has shown up for us in so many different ways on so many occasions that I felt I really just had to share how grateful I am to have such a quality airline up here. Thank you to the agents who obviously care so much.,1
2023-11-06,0.1,Couple Leisure,Economy Class,Seattle to San Francisco,2.0,1.0,1.0,,,1.0,1,“communication was sorely lacking”,True," I recently flew with Alaska Airlines from Seattle to San Francisco and was dismayed by a 3-hour delay. Not only did this disruption cause significant inconvenience, but the communication from the airline was also sorely lacking, leaving passengers confused and frustrated. As a result of this experience, I'll try avoiding my future flights bookings from Alaska Airlines. If you want to have a reliable flight then I would recommend avoiding Alaska Airlines.",-1
2023-10-30,0.3,Solo Leisure,Economy Class,Newark to Los Angeles,4.0,1.0,3.0,1.0,4.0,1.0,2,Never encountered ruder gate workers,False,"  Never encountered ruder gate workers. They spoke to every customer like they were annoying children. I asked a question regarding my seat, I was asked to come back in an hour. When I returned an hour later the lady started to help me and the guy next to her screamed that he had already told me once to come back later. Which I had done. Uncomfortable and unnecessary. It’s not hard to talk to people nicely and give clear instructions. Saving grace is in flight outlets, wifi and cabin crew. Food is terrible.",-1
2023-10-27,0.1,Family Leisure,Economy Class,Seattle to San Francisco,3.0,2.0,4.0,2.0,2.0,1.0,2,Our check-in bag was badly damaged,False,"  Our check-in bag was badly damaged. After documenting and filing a report, Alaska returned with an offer of $100. This is not enough to replace our current size bag let alone any hard case bag. I called them up and ask how am how suppose to replace my large hard luggage for $100, All they could say was that it was there policy that if you don't have a receipt of luggage purchase they only refund $100. Yet they couldn't show me where it says that on their policy. I was on another airline and they let me choose a replacement bag. I would really not recommend flying with them if you need to check your bag in!",-1
2023-10-23,0.4,Business,Business Class,Orlando to San Francisco,1.0,1.0,2.0,1.0,1.0,2.0,1,never book again with Alaska Airlines,True,"  No business lounge or pay for it. Seats are terrible, no leg room 6 hrs sitting in a glorified armchair. Terrible food will never book again with Alaska Airlines.",-1
2023-10-17,0.1,Solo Leisure,Economy Class,Seattle to Orlando via Eugene,1.0,1.0,1.0,1.0,1.0,1.0,1,I could not get on the plane,True,"   The initial flight from Orlando was 1 hour and 40 minutes late. While I understand the crew has a specific amount of sleep assigned, that policy is not passed down to their patrons. I missed my connecting flight to Eugene Oregon because of the crew’s right to sleep, causing a 13 hour delay because there was not another flight until midnight. The parties that were to pick me up had to make the 2 hour drive from Seal Rock 2x that day. Returning, I arrived at the Eugene airport at 6:30 pm on 10/10/23 because My son and his wife had to work and could not provide transportation on 10/11/23 when my flight was scheduled. I tried to sleep but was told to move to the lobby. This caused me to go through TSA 2x. The automated announcement railed every few minutes incessantly about unattended baggage. The floor was cleaned for what felt like hours. No sleep may have been to be expected. My ticket listed Gate F, which does not exist. The telemonitor said Gate A4. Loading started at 12:59. I got concerned about 1:00 because I heard nothing. The flight was at Gate B1. I got there by 1:06 and was told that I had to reschedule. I arrived in Seattle at approximately 6, tired and unrested. I went to one of the restaurants for dinner. From 6:30-10:30 while waiting on the flight to Orlando, I ate and drank 4 glasses of wine. I still have gotten any sleep. My flight did not leave until 10:20 pm. I arrived, was allowed on, and sat down glad to have an opportunity to sleep. That would not happen. The FA said to come with her. I complied. The staff at the desk told me that I stumbled therefore I could not get on the plane. I hadn't been belligerent, aggressive, or bothered anyone. I argued with him for a moment. He had already called the police. I left the vicinity. The staff said my ticket would be refunded in 5-7 business days. I had only $130 and other tickets were running at min $400. I sat in the Seattle Airport all night because nothing was open and I did not know what to do. Staff saw me again Thurs. am, again with no sleep, and again called the cops on me, assumingly because he decided that I was not to be on the premises. I answered to the police that I had had a ticket, that I had a right to be there, and I would appreciate them not bothering me. I called Customer Service. No assistance. I went to the Alaskan CS Desk and spoke with Anthony. He was very helpful. Derrick, his Supervisor, very professional, said that he could not override the decision to allow me to fly with Alaska Airlines due to what that staff wrote in his report - I had harassed staff & become aggressive with the police, which is clearly not true if you review the camera footage I asked where I should stay and Derrick told me anywhere it did not interfere with their employment. Of which I agreed, stating that I had not done that previously. I told Derrick that he needed to tell his employee to stop calling the police on me. Due only to borrowing money from my 82 year old mother, I finally arrived at MCO airport at 10:30 am Fri am . I went to get my baggage CS They were locked. I called Alaska Airline CS again and was told that I would have to wait until 2:30 pm. At 2:45 pm there was still no employee there.",-1
2023-10-08,1.0,Solo Leisure,Economy Class,Victoria to Seattle,5.0,,5.0,,3.0,5.0,5,"Best airline I have flown"" ",True,"   Best airline I have flown with. The staff were very friendly and the seating was perfect, sitting only two to a row was much more enjoyable for me than sitting three to a row. Captain and flight attendants were very communicative about the delay experienced on the flight home, and did a good job at making sure the passengers felt comfortable. Will be flying with Alaska Air again in the future.",1
2023-09-19,0.7,Couple Leisure,Economy Class,Los Angeles to Zihuatanejo,4.0,4.0,5.0,,,5.0,4,This was a huge disappointment,False,"  Flight was delayed several hours, I believe due to staffing issues. We were issued a 12.00 food voucher and 75.00 travel voucher. Our friends who took the LAX to ZIH received 125.00 travel voucher. While I appreciate the gesture, Alaska agent's reasoning was not informative. I fly Alaska minimum of 4 round trips annually and have been happy with the service. This was a huge disappointment.",1
2023-09-18,0.1,Business,Economy Class,Seattle to Reno,,,,,,1.0,1,most rude customer service agent,True,"  A lead member running the Seattle to Reno flight on Sunday evening at 8:55 out of Aeatac airport was the most rude customer service agent I have ever endured. I got to the gate 20 min before takeoff and asked to switch my flight, he said no, I offered to purchase a whole new ticket, he said no. I went online and showed him i was buying a ticket and they were available, he said i will refuse to allow you to board “don’t waste your money you’re not getting on” and then let 3 more people board after. It was a horrible experience and i will never fly Alaska out of Seattle again. That was a nightmare, they kept moving the goalposts as to why i couldn't get on.",-1
2023-09-18,0.9,Solo Leisure,First Class,Kona to San Diego,5.0,4.0,5.0,4.0,5.0,4.0,5,was pleasantly surprised,True,"  I was expecting very little and was pleasantly surprised. Boarding was orderly, greeting was welcoming and seat was standard but perfectly comfortable for a 5 hour trip. Great inexpensive Wi Fi was available which is rare out of Kona these days. Sole flight attendant up front worked her tail off in a gracious, efficient manner which is also rare these days. The meal was as good as it gets and the option to pre order online was appreciated. Honestly, I’ve avoided the Max until now and still wonder about its safety but the experience was comfortable and above par. Compared to similar recent flights on Delta, United, and American, this was, by far the best.",1
2023-09-10,0.1,Solo Leisure,Economy Class,,1.0,1.0,3.0,1.0,1.0,1.0,1,worst airline I have ever flown,False,"  Delayed in DC 4 hours for the weather, ok no problem, but by the time they rebooked me my total flight time went from 29 hours to 59 hours. A total of 30 extra hours than my original booking. Plus I lost all the seats I paid for in original booking and had random seats. Alaska airlines cost me time on vacation time with my family and 30 extra hours. Alaska airlines is the worst airline I have ever flown and I've flown spirit and southwest.",-1
2023-09-05,0.1,Family Leisure,Economy Class,Vancouver to Cancun via seattle,1.0,,1.0,,,1.0,1,Very very stressful,True,"  Alaska cancelled our flight from Vancouver and Cancun when doing an online check in on August 27. Next day early morning flight. No email received. We called back a few hours later and were put on a connecting flight via AA (Dallas). Same thing on return flight on September 1st. Just cancelled, no alternatives given. After a few phone calls (and a cut short vacation trip), they put us on a connecting flight via Austin TX and had to pay for baggage again- even though the agent told us it was otherwise. In short, we were left on our own to sort things out, we were on the edge of cancelling our entire trip because no one one offered us any alternatives. I'll give them a zero rating for what they did to us - for a trip we had planned with our kids. Very very stressful and will probably never use this airline anymore.",-1
2023-09-04,0.5,Solo Leisure,Premium Economy,Burbank to Seattle,2.0,,4.0,3.0,,2.0,3,I am very confused and disappointed,False,"  The flight was fine. I choose Alaska because I find them reliable. My issue is regarding their lost and found. I left my phone onboard the plane. My fault I know. Maybe 20 - 30min after I leave the plane, I was in seat 9D so I was one of the first to offload. I immediately seek assistance. The baggage claim agent on 9/02, did a lot to try and help me. He tried calling the crew/gate agent or the cleaning service to see if they could look for my phone. We told me that everyone was gone because it was a late flight. Early in the morning is when the plane will be searched and cleaned for its next flight. I return on 9/03 to baggage claim to see if anything was turned in. These were of no help. They told me to file a claim (I did that the night before). They asked me to call the customer service number, I said with what phone? I stayed at the desk for 40 min on hold. Tried asking the baggage claim manager for assistance, she laughed and walked away. According to my find your phone, my phone was in Reno then California and now Mexico. I kept trying to have an agent contact the crew or gate agents so that my seat could be thoroughly checked. I was told there is no way to connect this people. Which I find strange. If the pilot's parents died, no one can contact them to give the news? I think not. Currently, I was told that my phone was not on the San Fran Return flight and may still be in Mexico. The issue is the lack of efficiency and protocol for lost items. If the plane was thoroughly checked on 9/02, my phone would be in Seattle (where I am). If it was thoroughly check in Reno or Bakersfield my phone would be closer to being returned to me. Now its in Mexico? I have asked multiple agents what happens when my phone is not returned? What is my compensation? No one has answered my questions. I am very confused and disappointed with this process. Its also very clear the planes are not cleaned or inspected between flights. Attached are photos of my phones journey. Seattle Pic is where my phone was when we landed to our destination in Seattle. The Mexico Pic: Is where my phone is/was, again after they ""clean"" and thoroughly check the planes.",1
2023-08-30,0.1,Couple Leisure,Economy Class,Charleston to Fairbanks via Seattle,2.0,,5.0,,5.0,1.0,1,Customer service is useless,True," I would give them zero stars if I could. They let us board the plane departing to a very time sensitive trip, then told us (ON the plane) they wouldn't check our luggage. Our options at that point were either get off the plane (completely miss the trip departing in AK) and reschedule for a later date or hope that in 30 seconds we could find someone to come get our things because they refused to hold it. I've flown over 100 times in my life and never have experienced such backwards treatment. After 6 weeks of absurd emailing and calling customer service nonstop, they finally sent an email that basically told us to get lost. Customer service is useless and the whole process from the moment we walked into the airport to the moment we got home was laughable. RUDE CLUELESS employees and a careless company to back it. We wasted THOUSANDS of dollars trying to fix their mistake and salvage our trip because they couldn't do their job. I will never fly Alaskan again and I hope no one else does either. Airlines are bad enough crooks as it is but this was just plain wrong.",-1
2023-08-28,0.1,Solo Leisure,First Class,Anchorage AK to Atlanta GA,1.0,3.0,4.0,,,1.0,1,didn't even cover the extra cost of premium,True,"  Bought ""premium"" seats so I could recline and be more comfortable for 12 hours of flying. The guy behind me kept hitting my seat so hard it was lurching me forward. Alaska Air said all they would do was issue a measly $100.00 credit towards my next flight. That didn't even cover the extra cost of ""premium"". On top of all of that, they destroyed all 3 of our fish box coolers and our fish was all unthawed. Needless to say they can take their $100.00 credit and shove it! Especially if you have fresh seafood or anything that needs to be kept cool!",-1
2023-08-22,0.2,Family Leisure,Economy Class,Seattle to San Jose,2.0,1.0,2.0,,,1.0,2,worst possible wheelchair service,True," I had requested wheelchair assist for my mom and we arrived well ahead of time to the airport. I just received the worst ever possible wheelchair service at Seattle Tacoma airport, with the lady at the front desk, not even lending us a wheelchair for me to push. After wasting our time at the wheelchair desk for 10-15 mins of no service, we decided to walk. While in queue we unfortunately asked one of the least knowledgeable person about where we could find a wheelchair and he dragged us with him for yet another 20 some minutes while he didn't he even know, where to find the answers or solution to our situation. Thus, we were delayed and missed one flight. At the gate the lady didn't even offer to book on the next available but booked us on the last flight for the day. We had to call Alaska customer care center to have our flights to the next closet available flight. It's been an hour since I requested a wheelchair for gate transfer and we are still waiting. I would never ever use Alaska airlines wheelchair service ever in my life. Terrible!!",-1
2023-08-22,0.2,Solo Leisure,Economy Class,Newark to Los Angeles,3.0,2.0,5.0,4.0,,1.0,3,Be very careful before booking,True,"  Be very careful before booking with Alaska. On my recent trip the flight was canceled and I received no notice (no text, email or call) about the cancellation. I found out about it when I arrived at the airport just like everyone else who was on that flight. The employees at the gate were very friendly and did their best to accommodate everyone and book new flights. My flight was rebooked (for two days later) and I ended up missing out on two nights at a hotel I booked in LA. After a few calls and emails with Alaska, they informed me I would not be reimbursed for the nights I missed at the hotel because of their cancellation. Do not assume things will go according to plan when you book with Alaska, make sure you have insurance and a plan B because you probably don't want to lose $263 because of their mistake, like I did. Money down the drain.",-1
