datePublished,ratingValue,bestRating,header,author,reviewBody,recommended,stats
2023-08-07,2,10,"""packed in like sardines""",G Smith,"✅ Trip Verified | We arrived after a long flight from Germany as we were stuck on the tarmac for about an hour before we could even leave. Upon arrival in Logan, we were told that the gate we had taxied to was “broken”. We did leave the plane for an hour while the staff at Logan figured out what to do. After getting through homeland security, the baggage for our huge flight of passengers together with the baggage of another huge flight of passengers was put on the same baggage claim. It took over an hour for people to get their bags, and everyone was packed in like sardines. It was a terrible experience.",,"{'Experience At Airport': 'Arrival Only', 'Date Visit': 'August 2023', 'Type Of Traveller': 'Couple Leisure', 'Queuing Times': 1, 'Terminal Cleanliness': 4, 'Terminal Seating': 2, 'Terminal Signs': 3, 'Food Beverages': 0, 'Airport Staff': 2, 'Recommended': 'no'}"
2023-07-16,1,10,"""seats were very dirty""",Fay Mehrvarz,Not Verified | I like Boston and surrounding cities but very disappointed of the airport. Going thru terminal B - the seats were very dirty and covered with stains/food etc. Trash cans full and bathroom’s dirty. Not well maintained. I hope someone will look into of the cleaning schedule and improve the process.,,"{'Experience At Airport': 'Departure Only', 'Date Visit': 'July 2023', 'Type Of Traveller': 'Couple Leisure', 'Queuing Times': 3, 'Terminal Cleanliness': 1, 'Terminal Seating': 1, 'Terminal Signs': 3, 'Food Beverages': 0, 'Wifi Connectivity': 3, 'Recommended': 'no'}"
2023-07-16,1,10,"""security is a long process""",C Allen,"✅ Trip Verified | I arrived at Logan from Paris and transferred to a new flight in US. The border and customs were ok; however, taking the luggage, dropped the luggage, and getting to my next flight was frustrating. Talking my luggage was a long process. I think I waited for 30 min to get my luggage. Dropping the luggage was another line where I spent some time. The persons that took the luggage was slow and checked her phone instead of doing her job. Going from this terminal to terminal A was a very long and confusing walk. I think the airport can do a better job directing people. I think the airport should find a shorter way for people that transfer from different flights. Getting through TSA security is a long process and TSA officers are rude and very slow. Some of them were chatting instead of helping people in line. I address this to a supervisor and he ignored me.",,"{'Experience At Airport': 'Arrival and Departure', 'Date Visit': 'July 2023', 'Type Of Traveller': 'Family Leisure', 'Queuing Times': 1, 'Terminal Cleanliness': 1, 'Terminal Seating': 3, 'Terminal Signs': 1, 'Food Beverages': 0, 'Airport Staff': 1, 'Recommended': 'no'}"
2023-07-08,1,10,"""Security are the rudest""",W Thomson,✅ Trip Verified | I hate this airport. Worst one I’ve ever experienced. Hard to get to. Security are the rudest group of people ever assembled. I have flown out of here four times and three of the flights were delayed.,,"{'Experience At Airport': 'Departure Only', 'Date Visit': 'July 2023', 'Type Of Traveller': 'Business', 'Queuing Times': 1, 'Terminal Cleanliness': 3, 'Terminal Seating': 3, 'Terminal Signs': 1, 'Food Beverages': 1, 'Airport Shopping': 1, 'Wifi Connectivity': 2, 'Airport Staff': 1, 'Recommended': 'no'}"
2023-06-14,8,10,"""world class modern airport terminal""",Mahmud Noormohamed,"✅ Trip Verified | The refurbished Terminal B is a world class modern airport terminal. It is spacious, brightly lit with plenty of seating and dining options aplenty. There are oodles of power ports and USB ports in the dining area. Bathrooms have occupancy lights and were very clean. The concourses are wide and directions easy to follow to baggage claim. As I was exiting the terminal, I can't rate WiFi as I did not connect to it.",yes,"{'Experience At Airport': 'Arrival Only', 'Date Visit': 'May 2023', 'Type Of Traveller': 'Solo Leisure', 'Queuing Times': 4, 'Terminal Cleanliness': 4, 'Terminal Signs': 4, 'Food Beverages': 0, 'Recommended': 'yes'}"
2023-06-03,3,10,"""Only 4 counters open""",L J Grobler,Not Verified |  Standing in Queue at passport control. Move one line forward in 75 minutes. At this rate it will take us mote than 3 hours to get through. Only 4 counters open. Arriving hall full of people.,,"{'Experience At Airport': 'Arrival Only', 'Date Visit': 'June 2023', 'Type Of Traveller': 'Couple Leisure', 'Queuing Times': 1, 'Terminal Cleanliness': 3, 'Terminal Signs': 3, 'Food Beverages': 0, 'Wifi Connectivity': 3, 'Airport Staff': 1, 'Recommended': 'no'}"
2023-06-03,1,10,"""no signage to figure out where to go""",N Sterl,Not Verified |  One of the worst flight departure and arrivals at an airport for any trip we have taken in a long time. Insane traffic and no signage to figure out where to go. Had to Illegally park and get towed just to make it to our flight on time. And upon our arrival back this is the 4th time we’ve had to wait on a plane for an extra 2 hours after landing awaiting another plane to load passengers for a departing plane. Logan should look into adopting some of the European methods and utilizing buses for transport instead of waiting for availability of Ramp tarmacs potentially hire more people to get the job done correctly. Not likely to fly out of or into Boston again.,,"{'Experience At Airport': 'Arrival and Departure', 'Date Visit': 'June 2023', 'Type Of Traveller': 'Couple Leisure', 'Queuing Times': 1, 'Terminal Cleanliness': 2, 'Terminal Seating': 2, 'Terminal Signs': 1, 'Food Beverages': 2, 'Airport Shopping': 2, 'Wifi Connectivity': 2, 'Airport Staff': 1, 'Recommended': 'no'}"
2023-01-31,1,10,"""Completely awful arriving""",J Jay,"Not Verified | Completely awful arriving from overseas. We had to manually change our bags from the international flight to the connecting flight. Honestly not the biggest problem though. When we arrived, the airline did not give us new boarding passes and told us to go to the ticketing counter at another terminal which also inconveniently meant we had to wait for a bus. Bus driver decided to drive as slow as possible. Finally arrived at terminal B. Only to find more misinformation on how to acquire the illusive boarding pass. Obtained boarding pass from United kiosk, finally. Also one note. We had to go through security again just to get to a connecting flight. We get in security line and by now our flight is already boarding. TSA here is extremely unaccommodating. One of them even decided to get sarcastic with us and try and tell us it’s not his problem that we are missing our flight. We simply asked if there was a way we could get through quicker. I know his job is “super hard” and all but god forbid he actually does his job. Dude couldn’t have been less compassionate. Finally arrived on plane just as they were about to close the doors. Never flying through here again if I can help it. Awful place.",,"{'Experience At Airport': 'Arrival Only', 'Date Visit': 'January 2023', 'Type Of Traveller': 'Family Leisure', 'Queuing Times': 1, 'Terminal Cleanliness': 1, 'Terminal Signs': 1, 'Food Beverages': 0, 'Airport Staff': 1, 'Recommended': 'no'}"
2023-01-18,9,10,"""such a smooth experiencing""",M Gartures,"✅ Trip Verified |  Arriving into terminal E was so smooth, basically 2 minutes between the jetbridge and immigration, no queuing and 5 minutes with the immigration officer where I was just asked about the reason for coming to the United States and the address I was staying. I was out of the airport in less than 10 minutes after exiting the plane (I had no luggage other than hand luggage). The ground transportation options are comprehensive at Logan, and I loved the Silver Line bus to South Station, and it's incredible that it's free, which makes it more efficient as no time is lost purchasing a ticket. I was surprised I was not asked to fill in a customs form (I had not travelled to the US since 2019) nor was it handed out during the flight by staff. I don't know if it was the pandemic but I never had such a smooth experiencing travelling into a US airport from abroad, and I can't wait to return again to Logan airport!",yes,"{'Experience At Airport': 'Arrival Only', 'Date Visit': 'January 2023', 'Type Of Traveller': 'Solo Leisure', 'Queuing Times': 5, 'Terminal Cleanliness': 5, 'Terminal Signs': 5, 'Food Beverages': 0, 'Wifi Connectivity': 5, 'Airport Staff': 4, 'Recommended': 'yes'}"
2023-01-18,8,10,"""It's a world class airport""",C Silva,"✅ Trip Verified | It's a world class airport. Very smooth security control from terminal C. Excellent shopping and restaurant areas (Legal Sea Foods is a must), and very clean toilets. Plenty of seating and relaxation areas. Duty free shop was a bit disappointing, though. The only downside is the boarding areas which are cramped. But can't complain, Logan has over 90 jetbridges, so you never have to board a plane through a bus like in my hometown of Lisbon, Portugal.",yes,"{'Experience At Airport': 'Departure Only', 'Date Visit': 'January 2023', 'Type Of Traveller': 'Family Leisure', 'Queuing Times': 5, 'Terminal Cleanliness': 5, 'Terminal Seating': 4, 'Terminal Signs': 5, 'Food Beverages': 4, 'Airport Shopping': 4, 'Wifi Connectivity': 4, 'Airport Staff': 4, 'Recommended': 'yes'}"
2023-01-03,8,10,"""world class modern airport terminal""",Mahmud Noormohamed,"✅ Trip Verified | First time traveling through Terminal B since its refurbishment. Once you clear security, one enters a new Great Hall with 75,000 sq feet of new space and 70,000 sq feet of existing space. All gates connect post security. The refurbished space is a world class modern airport terminal. It is spacious, brightly lit with plenty of seating and dining options aplenty. There are oodles of power ports and USB ports in the dining area. Bathrooms have occupancy lights and were generally clean for the most part. WiFi connectivity was okay. The concourses are wide however the gate area from where my flight was leaving was rather small (hemmed into a corner) and very crowded.",yes,"{'Experience At Airport': 'Arrival and Departure', 'Date Visit': 'December 2022', 'Type Of Traveller': 'Couple Leisure', 'Queuing Times': 5, 'Terminal Cleanliness': 4, 'Terminal Seating': 5, 'Terminal Signs': 5, 'Food Beverages': 4, 'Wifi Connectivity': 4, 'Recommended': 'yes'}"
2022-11-11,5,10,"""It is hot as all heck""",Aaron Mailhot,"Not Verified |  It is hot as all heck in terminal A of Logan on 11/11/22 at 2pm local. I am in shorts and t-shirt and still way uncomfortable due to the temperature. I realize it is supposed to be Fall season but it is abnormally warm outside today (as tends to happen in New England), and a (theoretically) world-class airport like Logan should be able to adapt their internal temp accordingly. You can always put more clothes on if it is too cold, but alas the reverse only works to a point..",,"{'Experience At Airport': 'Arrival and Departure', 'Date Visit': 'November 2022', 'Type Of Traveller': 'Couple Leisure', 'Queuing Times': 4, 'Terminal Cleanliness': 4, 'Terminal Seating': 4, 'Terminal Signs': 5, 'Food Beverages': 4, 'Wifi Connectivity': 4, 'Recommended': 'no'}"
2022-10-31,3,10,"""too bad the airport is so terrible""",S Smith,"Not Verified |  Boston is one of my favourite cities in the world. It's too bad the airport is so terrible! Signage is laughable in how bad it is. I was with my elderly mother, with no idea that it was at least a 20 minute walk to the next terminal, and no signs to indicate if there was a shuttle available. Our walk took us outside, then through what was almost like a garage and some construction. Very few places along the way for her to sit. And you are forced to go out and back through security for a connecting flight? Maybe this is a US thing? Duty free was a small kiosk and with the exchange rate factored in, was more expensive than just buying liquor at home. I hope I never have to fly through here again. Thankfully my usual visits to Boston are by car or train!",,"{'Experience At Airport': 'Transit', 'Date Visit': 'October 2022', 'Type Of Traveller': 'Solo Leisure', 'Queuing Times': 2, 'Terminal Cleanliness': 3, 'Terminal Seating': 1, 'Terminal Signs': 1, 'Food Beverages': 2, 'Airport Shopping': 1, 'Airport Staff': 1, 'Recommended': 'no'}"
2022-10-25,1,10,"""This is the most poorly marked airport I have ever been in""",T King,"Not Verified |  October 22nd and 23rd Southwest Airlines. This is the most poorly marked airport I have ever been in. Terrible lack of clear signage. The fact that it is so huge and the terminals are so spread out, makes it imperative to have clearer signage. I am 63 and wondered if it was just me, but then I saw lots of people of all ages, stopping and calling friends to try and get help. Also, many people asking each other if they understood how to get to the ride app area or to their terminal. It was very chaotic. I have never walked so much in an airport: Up escalators, down escalators, then to this elevator and across another crosswalk. What a terrible mess. I was already frazzled when I got to security, and the employees only made it worse. They were surly and disorganized. One employee said, ""Stand over here and wait for a space to come available."" While I was standing there, another employee said ""don't stand there, move,"" The man supervising the luggage scan was rude. No one understood the process, and when I put my luggage on the roller, he yelled, ""everything goes in a white bin!"" People where coming in to the line from two directions. I stopped and helped two other ladies who were having trouble figuring out what to do. After I got through security, several folks were discussing how confusing the airport was and how rude the employees were. My son and I got to the airport early to take our time and have dinner. However, we were departing from two different terminals, so our only option was Dunkin Donuts. We walked another 20 minutes over to the Hilton and had a BAD dinner there, then sat in their lobby instead of returning to the airport, since there was no where to sit with each other outside of the terminals. I would like to come back to Boston, but between the airport conditions and the nasty UBER drivers, I am not sure it is worth it.",,"{'Experience At Airport': 'Arrival and Departure', 'Date Visit': 'October 2022', 'Type Of Traveller': 'Solo Leisure', 'Queuing Times': 3, 'Terminal Cleanliness': 3, 'Terminal Seating': 2, 'Terminal Signs': 1, 'Food Beverages': 2, 'Airport Shopping': 3, 'Wifi Connectivity': 3, 'Airport Staff': 1, 'Recommended': 'no'}"
2022-10-01,3,10,"""Amazingly poor experience""",S Thompson,"Not Verified |  Amazingly poor experience with transfer from International Terminal E to our domestic flight. Zero signage. After clearing customs there is simply no signage to tell you which airlines fly out of which terminals, much less how to get to those terminals. Confusing series of hallways that involve long walks and sent us outdoors twice. Goes without saying that we had to endure baggage re-check. If there was a bus or tram you would have no way to know it, unclear transit options to domestic terminals. I can't imagine how people with mobility issues would navigate it. Exhausting process. The fact that other reviewers have noted these problems and yet problems persist is commentary on the ineptitude of staff running the airport. Improving the signage would involve minor effort and expense and would go a long way to improving the situation. Ideally there should be one central security checkpoint after the departure counters and then a train to take you back and forth between terminals. As it stands now, this airport is a disaster for international travel.",,"{'Experience At Airport': 'Transit', 'Date Visit': 'September 2022', 'Type Of Traveller': 'Couple Leisure', 'Queuing Times': 4, 'Terminal Cleanliness': 3, 'Terminal Seating': 3, 'Terminal Signs': 1, 'Food Beverages': 3, 'Airport Staff': 3, 'Recommended': 'no'}"
2022-09-28,2,10,"""Boston is now on my never-go-again list""",M Spinelli,"Not Verified |  I travel between Italy and US often and have transferred through many airports. Boston is now on my never-go-again list along with Charlotte. I had originally booked via Boston thinking it would be more streamlined and modern. It was anything but. Confusing, contradictory instructions at customs, long walks, zero signage, long line for baggage re-check, unclear transit options to domestic terminals, nothing is walkable, very few charging ports, almost no eating options in terminal A. Altogether archaic airport, an embarrassment. Never ever again. Why Delta flies there I have no idea. JFK and Atlanta are far better.",,"{'Experience At Airport': 'Transit', 'Date Visit': 'September 2022', 'Type Of Traveller': 'Solo Leisure', 'Queuing Times': 2, 'Terminal Cleanliness': 2, 'Terminal Seating': 2, 'Terminal Signs': 1, 'Food Beverages': 1, 'Airport Shopping': 1, 'Wifi Connectivity': 1, 'Airport Staff': 2, 'Recommended': 'no'}"
2022-08-29,4,10,"""car rental and return process is so atrocious""",S Bartere,"✅ Trip Verified |  The plane part of the airport is fine - the A Terminal is perhaps a little cramped, but there was enough seating and a number of options available for eating. Where Logan fails, however, is with rental cars. The cars are all in a common garage, and getting there for me was a 20 minute ordeal on a standing room only bus. The rental counters seem to always be poorly staffed, so you end up in a long line to get your keys. Also, when you're trying to leave the airport you'll most likely end up going through one of the tunnels, which have tolls that can only be paid electronically. I bring my own EZ-Pass, but if you can't or don't do that you'll be forced to pay the rental car company's outrageous prices for toll transponders, and the same coming back to the airport. Finally, while there is now a gas station near car rental return, it is 65 cents a gallon higher than other stations in the neighborhood. Logan is the main airport for New England; I often pass through it en route to Vermont, and it is the only part of Boston that I get to see on my trip. The airport's car rental and return process is so atrocious that it doesn't encourage me to come back and visit Boston itself.",,"{'Experience At Airport': 'Arrival and Departure', 'Date Visit': 'August 2022', 'Type Of Traveller': 'Solo Leisure', 'Queuing Times': 1, 'Terminal Cleanliness': 3, 'Terminal Seating': 5, 'Terminal Signs': 5, 'Food Beverages': 3, 'Airport Staff': 2, 'Recommended': 'no'}"
2022-08-25,1,10,"""a lack of help and accommodations""",J Artinger,Not Verified |  For an international airport with international flights arriving and going on with connecting flights there is a lack of help and accommodations. Unable to recheck bags in order to go to gate area. Unable to go through security. Terminal c had only about 60 seats available while waiting several hours to have luggage rechecked from international flight. Even though there were (4) people at the jet blue counter they were unable to accept our bags. WHY were they there? Supervisor could sure use lessons on helping instead of citing “due to 911” the 4 of us standing here cannot help you. On a side note this is a very very dirty airport. Floors bathrooms etc. Will try to avoid this airport in the future.,,"{'Experience At Airport': 'Arrival and Departure', 'Date Visit': 'August 2022', 'Type Of Traveller': 'Family Leisure', 'Queuing Times': 1, 'Terminal Cleanliness': 1, 'Terminal Seating': 1, 'Terminal Signs': 1, 'Food Beverages': 1, 'Airport Shopping': 1, 'Wifi Connectivity': 3, 'Airport Staff': 1, 'Recommended': 'no'}"
2022-08-15,2,10,"""In the future, we will avoid Logan!"" ",Merrilee Reynolds,"✅ Trip Verified |  It was so bad. My family of 4 traveled in and out of Logan to drive up to Maine. The incoming flight on Delta was ok, but the transit on the Blue Line to the car rental facility was awful. p.s. good luck trying to find signage that says where and what to do! The bendy bus (Blue Line) was crowded and it took so much time loading luggage on and off. We eventually got to the car rental facility and rented our car. Drove to Maine. Had a great time. THEN, we returned to Boston to drop off the car and catch a flight on Jet Blue. This time, the Blue Line going from car rental to airport was even more of a disaster. Overcrowded (some guy brought a bike on board and was blocking the luggage rack), no announcements - is this Terminal A? B? Oh, it's still B? No, its C! Where are we? When we finally got through that morass, we got into the JetBlue check in area. We tagged our own bags. Then, we proceeded to wait in a very long cue to just drop our bags off. The conveyor belt was not working. The was a Sunday morning in August when everyone and their brother is traveling. I cannot recall the last time we experienced such an inefficient system to get people from one point to another. I'm giving an overall rating of 2 - only because the people we spoke to were somewhat friendly despite their own circumstances. In the future, we will avoid Logan!",,"{'Experience At Airport': 'Arrival and Departure', 'Date Visit': 'August 2022', 'Type Of Traveller': 'Family Leisure', 'Queuing Times': 2, 'Terminal Cleanliness': 2, 'Terminal Seating': 2, 'Terminal Signs': 1, 'Food Beverages': 2, 'Airport Staff': 2, 'Recommended': 'no'}"
2022-08-08,8,10,"""such a rude staff member""",Sherri Antonuccio,"✅ Trip Verified |  I have never encountered such a rude staff member. We were checking in our bags to get home to Medford Oregon. We had a layover in Salt Lake. The woman at the Delta counter let my daughter's suitcase go through even though it was a few pounds over. My suitcase was over by 4 pounds and she told me I could transfer the 4 pounds to my carry on and she would not charge us extra. She told us to come right back to her and she would fix it. We did that, but she must have gone on a break. We had to wait in line again and when we got to the counter, the man there was so  rude. We told him what had happened he stood there stone faced and charged my daughter for the extra weight, weighed mine and I distinctly saw 49 pounds, but he put a ""HEAVY"" tag on it and wrote in 51 pounds, which I later discovered when I got home after missing a flight due to a delay and having to stay overnight in Salt Lake.",yes,"{'Experience At Airport': 'Departure Only', 'Date Visit': 'August 2022', 'Type Of Traveller': 'Family Leisure', 'Queuing Times': 5, 'Terminal Cleanliness': 5, 'Terminal Seating': 5, 'Terminal Signs': 5, 'Food Beverages': 5, 'Airport Shopping': 5, 'Wifi Connectivity': 5, 'Airport Staff': 1, 'Recommended': 'yes'}"
