datePublished,ratingValue,bestRating,header,author,reviewBody,recommended,stats
2023-03-25,1,10,"""Security lines were a nightmare""",J Meares,"✅ Trip Verified |  Looks like I am not the only one who had a terrible experience. Security lines were a nightmare then a forever walk to the gate. I just barely mad my flight with my normal time allowance, this arriving at the airline check-in at 4 am. I would allow 2 hours when flying out of here.",,"{'Experience At Airport': 'Departure Only', 'Date Visit': 'March 2023', 'Type Of Traveller': 'Solo Leisure', 'Queuing Times': 1, 'Terminal Cleanliness': 3, 'Terminal Signs': 1, 'Food Beverages': 0, 'Recommended': 'no'}"
2023-03-22,1,10,"""depressing, terrible airport""",L Hire,"Not Verified | What a sorry excuse for airport! The fact that Delta uses this airport as an international hub is ridiculous. There are only a few gates that can handle wide body planes, so when there was a problems because of weather, our flight to AMS was hours late because the gate ready for this wide body was being occupied by two smaller planes. Both had to leave before our plane could move to the gate. I can't believe that this airport was upgraded recently. It is a good example of how behind the US is in terms of transportation. This is a terribly designed airport which degrades the whole system. Of course, the entire Utah Congressional delegation voted against the Biden infrastructure bill. It is also ugly. There is no art or color anywhere. It is a depressing, terrible airport.",,"{'Experience At Airport': 'Transit', 'Date Visit': 'March 2023', 'Type Of Traveller': 'Solo Leisure', 'Queuing Times': 1, 'Terminal Cleanliness': 1, 'Terminal Seating': 1, 'Terminal Signs': 1, 'Food Beverages': 1, 'Airport Shopping': 1, 'Airport Staff': 1, 'Recommended': 'no'}"
2023-03-09,1,10,"""The new SLC airport almost killed me""",Carol Map,"Not Verified |  The new SLC airport almost killed me. I'm 55 and fit, yet entered the airport and had the very last gate for SWA. I couldn't breathe at all with the SLC altitude and the 4 mile walk! It was unbelievable! My heart was pounding loudly, sweating because it's totally over heated! Why was this TORTURE airport allowed to be designed this way? Is this a joke? The architect hates his job?, and this appalling airport was his huge ""F you!!!"" to skiers and tourists? Grossly understaffed. The people responsible for approving this catastrophic disaster need to all be fired! Worst airport in USA!",,"{'Experience At Airport': 'Departure Only', 'Date Visit': 'February 2023', 'Type Of Traveller': 'Solo Leisure', 'Queuing Times': 1, 'Terminal Cleanliness': 4, 'Terminal Seating': 2, 'Terminal Signs': 1, 'Food Beverages': 3, 'Airport Shopping': 2, 'Wifi Connectivity': 2, 'Airport Staff': 1, 'Recommended': 'no'}"
2023-02-06,1,10,"""Worst luggage screening system""",C Manwaring,"Not Verified | Worst carry on luggage screening system I’ve ever seen - seems designed to separate luggage from passengers and create long line on both pre-screening and post-screening sides. Long lines for tsa pre. Only airport where I must always take off shoes or belt at tsa pre. Ridiculous walk to gates from screening point. Snarky posters about how it’s “for my own good because doctors recommend 10,000 steps a day”",,"{'Experience At Airport': 'Departure Only', 'Date Visit': 'February 2023', 'Type Of Traveller': 'Business', 'Queuing Times': 1, 'Terminal Cleanliness': 3, 'Terminal Seating': 3, 'Terminal Signs': 3, 'Food Beverages': 2, 'Airport Staff': 1, 'Recommended': 'no'}"
2023-01-30,2,10,"""Why pay extra money for a longer line""",Mike Fallentine,"✅ Trip Verified |  The line at the Clear TSA checkpoint was longer than the TSA checkpoint line. This alone was unusual. Then I went over to the regular TSA line guided by a TSA agent which was clearly confused by the process too, explaining that the lady directing the lines did not work for TSA, but for the Salt Lake City Airport. Then that line became congested. Curiously the other line was now going quicker? I had no less than 15 people sent in front of me. When I commented to the line director she held me back in line. That is when I finally realized what the problem was. She stated she hoped I was joking because she was handling three gates or lines. There were only two lines, the woman could not manage two lines. I think people can take turns in line without help from a power hungry, incompetent, and rude person I have come across for a long time. I hope I don’t get put on a no fly list because of my comments. I fly out of and into the airport every week. Why pay extra money for a longer line.",,"{'Experience At Airport': 'Departure Only', 'Date Visit': 'January 2023', 'Type Of Traveller': 'Business', 'Queuing Times': 1, 'Terminal Cleanliness': 5, 'Terminal Seating': 5, 'Terminal Signs': 5, 'Food Beverages': 5, 'Airport Shopping': 5, 'Wifi Connectivity': 5, 'Airport Staff': 1, 'Recommended': 'no'}"
2023-01-29,1,10,"""One of the worst airports""",D Debbie,Not Verified |  One of the worst airports. Tunnel shuttle never arrived and the long walk was awful because I'm on chemo and tire easily. No seating With chair backs before going in the tunnel.,,"{'Experience At Airport': 'Arrival and Departure', 'Date Visit': 'January 2023', 'Type Of Traveller': 'Solo Leisure', 'Queuing Times': 1, 'Terminal Cleanliness': 3, 'Terminal Seating': 1, 'Terminal Signs': 1, 'Food Beverages': 1, 'Airport Shopping': 1, 'Wifi Connectivity': 1, 'Airport Staff': 1, 'Recommended': 'no'}"
2023-01-14,1,10,"""Worst airport ever""",J Lilya,"✅ Trip Verified |  Worst airport ever. If you have to catch a connecting flight make sure you have lots of time. The moving sidewalks are slow, gates are way far apart and forget it if you have to go from A to B concourse. The designers should have put more thought into moving people and less into making it a shopping mall.",,"{'Experience At Airport': 'Arrival and Departure', 'Date Visit': 'January 2023', 'Type Of Traveller': 'Business', 'Queuing Times': 3, 'Terminal Cleanliness': 4, 'Terminal Seating': 2, 'Terminal Signs': 2, 'Food Beverages': 2, 'Airport Staff': 2, 'Recommended': 'no'}"
2023-01-04,2,10,"""new terminal forces passengers to walk long distances""",M Shaw,"✅ Trip Verified | The new terminal forces passengers to walk long distances. As construction continues there are not enough conveyors or ways to shorten the distances. For example, to make a connecting flight on Delta to a smaller airport, they require passengers to walk through long and steeply ramped tunnels (like hamster habitrails) to span between the actual terminal and a bus stop system. Passengers must be transported to a shuttle and then let out onto the tarmac to walk up another ramp to the plane. None of these spaces are heated. People with disabilities have to find assistance, and if you can locate help, the situation is still very difficult to manage. I walked more than a mile to go from my arriving gate in the far end of Terminal A to reach the plane gated at B30. I'm a senior citizen, in very good shape, but not everyone my age can walk that far in a hurry to depart on another flight. I live in a small city 200 miles to the north and will seriously consider driving instead of taking the Habitrail route next trip. In the old days the concourse for connecting flights was E and I thought it was like a Pit of Despair as it was noisy, not nearly enough seating, and forced passengers to walk long distances. This new terminal is worse on so many levels...still not enough seating, noisy, longer distances in unheated spaces, and just because they can... Delta had us walk to the very end of the bus Habitrail, past many closer gates that were not being used. Obviously they do not care about the customers and have no respect for them.",,"{'Experience At Airport': 'Arrival and Departure', 'Date Visit': 'January 2023', 'Type Of Traveller': 'Solo Leisure', 'Queuing Times': 5, 'Terminal Cleanliness': 5, 'Terminal Seating': 2, 'Terminal Signs': 3, 'Food Beverages': 4, 'Airport Shopping': 4, 'Airport Staff': 5, 'Recommended': 'no'}"
2022-12-18,1,10,"""The design of SLC is a joke""",M Mark ,"Not Verified |  SLC airport is the worst airports I've ever travelled through, and my home airports are JFK, EWR and LGA. This airport is so horrible it makes me long for La Guardia. The design of SLC is a joke. The B gates are a LONG walk from ticketing and baggage claim. Not at all friendly to the elderly or people with disabilities. They keep saying ""oh wait, the central tunnel is coming!"". That's not going to help. There is no shuttle in the current master plan so people will still have to walk a half mile between the terminal and many of the gates. SLC airport is a travelers nightmare. If you can transfer in Denver or Las Vegas instead of using this abomination, do it!",,"{'Experience At Airport': 'Arrival and Departure', 'Date Visit': 'September 2022', 'Type Of Traveller': 'Business', 'Queuing Times': 2, 'Terminal Cleanliness': 3, 'Terminal Seating': 1, 'Terminal Signs': 2, 'Food Beverages': 1, 'Airport Shopping': 1, 'Wifi Connectivity': 2, 'Airport Staff': 1, 'Recommended': 'no'}"
2022-11-29,3,10,"""never experienced anything like this""",Michael Morris,Not Verified |  While the new airport was beautiful it was sheer hell for an 85 year old traveler. Over two miles of walking. I’ve been in dozens of airports worldwide and never experienced anything like this. A train will come at some point. The terminal should never have opened with no internal transport system. Like most airlines nobody cares about the paying passengers. Shame on you.,,"{'Experience At Airport': 'Arrival and Departure', 'Date Visit': 'November 2022', 'Type Of Traveller': 'Couple Leisure', 'Queuing Times': 3, 'Terminal Cleanliness': 5, 'Terminal Seating': 5, 'Terminal Signs': 2, 'Food Beverages': 1, 'Airport Shopping': 3, 'Wifi Connectivity': 2, 'Airport Staff': 4, 'Recommended': 'no'}"
2022-11-19,1,10,"""disaster of an airport""",V Method,"Not Verified |  So sad to go from an old airport that had character and was functional to this disaster of an airport. The design, the artwork, the entire thing a waste of $4B. Sad.",,"{'Experience At Airport': 'Transit', 'Date Visit': 'November 2022', 'Type Of Traveller': 'Business', 'Queuing Times': 1, 'Terminal Cleanliness': 1, 'Terminal Seating': 1, 'Terminal Signs': 1, 'Food Beverages': 2, 'Airport Shopping': 1, 'Wifi Connectivity': 4, 'Airport Staff': 1, 'Recommended': 'no'}"
2022-11-13,1,10,"""falling apart in numerous places""",K. Mathews,"Not Verified |  The people who designed, approved, built and completed thus airport all need to be fired. This relatively new structure is already cracking and falling apart in numerous places. There are no trams, little to slow moving walkways and forced to do a death walk or run to you flights. Yes, the aisles are much wider but starting to be cluttered with bs to distract people from death walk and is now a bunch of hazards. All this space, no seating at gates still, just like slc before. Food is over priced, unlike advertising as faur market value. Nothing but lies, deception and a complete waste of tax payers money here. Too much area to clean, so they appear not to even care about all children feeding giant dust bunnies.",,"{'Experience At Airport': 'Departure Only', 'Date Visit': 'November 2022', 'Type Of Traveller': 'Family Leisure', 'Queuing Times': 1, 'Terminal Cleanliness': 1, 'Terminal Seating': 1, 'Terminal Signs': 1, 'Food Beverages': 1, 'Airport Shopping': 1, 'Wifi Connectivity': 1, 'Airport Staff': 1, 'Recommended': 'no'}"
2022-11-10,1,10,"""Pure stupidity""",Joe Mason,"Not Verified |  Pure stupidity. The layout is horrible and makes no sense. How can a layout be so poorly designed? As soon as you walk in, you need to go down escalators and elevators to get to the gate.",,"{'Experience At Airport': 'Arrival and Departure', 'Date Visit': 'November 2022', 'Type Of Traveller': 'Family Leisure', 'Queuing Times': 3, 'Terminal Cleanliness': 5, 'Terminal Seating': 1, 'Terminal Signs': 1, 'Food Beverages': 3, 'Airport Shopping': 3, 'Wifi Connectivity': 3, 'Airport Staff': 1, 'Recommended': 'no'}"
2022-11-10,1,10,"""Absolutely worst airport ever""",T Hoyle,"✅ Trip Verified |  Absolutely worst airport ever. I am a million mile and diamond medallion so have experience many airports. Whomever designed this airport should be fired. Do not design another. It is the most unused friendly airport I have been to. I try to avoid this airport at all costs. I would rather fly out of LAX. The walk is atrocious, then if you land in B terminal and want to visit the sky club you may need to be an Olympian to visit it and get back to the B terminal. I know they are still under construction but there has to be a better way to move people.",,"{'Experience At Airport': 'Arrival and Departure', 'Date Visit': 'November 2022', 'Type Of Traveller': 'Business', 'Queuing Times': 3, 'Terminal Cleanliness': 4, 'Terminal Seating': 3, 'Terminal Signs': 3, 'Food Beverages': 1, 'Airport Shopping': 2, 'Airport Staff': 1, 'Recommended': 'no'}"
2022-10-26,1,10,"""the most ridiculous airport to fly into""",Colby Weight,"Not Verified |  This is the most ridiculous airport to fly into. You have to walk a mile to even get to baggage claim. The passenger pick up is even worse. Once you are outside, there is no where to cross to the pick up lane unless you are taking ride share or uber. You have to walk back inside and go up the escalator and across the bridge for regular pick up.",,"{'Experience At Airport': 'Arrival Only', 'Date Visit': 'October 2022', 'Type Of Traveller': 'Solo Leisure', 'Queuing Times': 1, 'Terminal Cleanliness': 1, 'Terminal Signs': 1, 'Food Beverages': 0, 'Recommended': 'no'}"
2022-10-14,2,10,"""Who in the world designed this airport?""",L Deane,"✅ Trip Verified |  Who in the world designed this airport? And what were they thinking? I departed and landed at the far end of the B terminal and was shocked at how far away the airport exit and or entry was. Oh and did I mention that once you get through the departure gate you will go down ramps, ride a bus and then walk on more ramps before you even get to your plane! I know it's under construction but there must be a way that is a little more convenient for the passengers! I requested wheelchair assistance but no one was around, so I started to walk and walk and walk and walk. On arrival, I finally got to the end of the B terminal and figured baggage claim would be between B and A. Oh no, now you have to walk the entire length of the A terminal to get to baggage claim. If they are going to stick with this inadequate design during construction there really needs to be a better way to move people. All the nice shops and restaurants are irrelevant when most people are rushing to make the walk from hell in order to catch a flight. Driving looks much more appealing to me these days.",,"{'Experience At Airport': 'Arrival and Departure', 'Date Visit': 'October 2022', 'Type Of Traveller': 'Solo Leisure', 'Queuing Times': 2, 'Terminal Cleanliness': 4, 'Terminal Signs': 3, 'Food Beverages': 0, 'Recommended': 'no'}"
2022-10-06,1,10,"""employees are rude and impatient""",MaJerry Harrison,"Not Verified | The employees are rude and impatient. This was my first time flying on a plane by myself, my second time flying a plane in general. And of course, I was terrified. At the Baggage Check, the employee was not professional at all and made everyone feel very unsafe and scared by yelling ""OKAY EVERYONE, THERE'S A LINE, NOW GET INTO THE LINE."" there were only a few people in line. Of course, there were more people, but there were many more ways he could have responded in that situation. When my baggage was checked and cleared, I had to go pick up my baggage and put on my shoes. These employees also weren't great. All they were doing was making you feel slow and stupid. They all were yelling to go fast, there are people behind you, go faster, etc. At the airport that I departed to get into SLC airport, they were so kind, understanding, and sweet people. I never want to go to SLC airport again.",,"{'Experience At Airport': 'Arrival and Departure', 'Date Visit': 'April 2022', 'Type Of Traveller': 'Solo Leisure', 'Queuing Times': 2, 'Terminal Cleanliness': 2, 'Terminal Seating': 4, 'Terminal Signs': 4, 'Food Beverages': 1, 'Airport Shopping': 1, 'Wifi Connectivity': 1, 'Airport Staff': 1, 'Recommended': 'no'}"
2022-10-03,1,10,"""Be prepared to WALK and WALK and WALK""",F Brown,"✅ Trip Verified | 30 years experience as a flight attendant, I’ve been to airports all over the world! Without hesitation, I’ll share - this is a BAD design! Be prepared to WALK and WALK and WALK! Then, when you think you’re making progress, there’s more walking. I don’t know of any airport I’ve visited that has signs declaring, “7 minute walk” ahead. Washington Dulles, is an old design, built many years ago… known in the airline industry as an “avoid” airport. SLC airport is new and by far, worse! A new candidate for “AVOID” this airport!",,"{'Experience At Airport': 'Arrival and Departure', 'Date Visit': 'October 2022', 'Type Of Traveller': 'Business', 'Queuing Times': 1, 'Terminal Cleanliness': 5, 'Terminal Seating': 5, 'Terminal Signs': 1, 'Food Beverages': 1, 'Airport Shopping': 1, 'Airport Staff': 1, 'Recommended': 'no'}"
2022-10-02,1,10,"""worst designed airport in America""",James Reynolds,"Not Verified | This airport is easily the worst designed airport in America. The amount of walking required to reach the B gates is absolutely ridiculous. There are a few moving sidewalks, but not nearly enough. For a person with any type of disability, it is nearly impossible to reach your gate without being utterly exhausted or without missing your flight. We prearranged for wheelchair assistance for my 80 year old mother, but they left her sitting at the arrival terminal for an hour before they showed up, and only after a complaint was lodged. Very frustrating. 10,000 times worse than the old design",,"{'Experience At Airport': 'Arrival Only', 'Date Visit': 'October 2022', 'Type Of Traveller': 'Family Leisure', 'Queuing Times': 1, 'Terminal Cleanliness': 4, 'Terminal Seating': 1, 'Terminal Signs': 1, 'Food Beverages': 4, 'Airport Shopping': 3, 'Wifi Connectivity': 1, 'Airport Staff': 1, 'Recommended': 'no'}"
2022-09-30,3,10,"""ridiculous interior wall sculptors""",J Folkman,"Not Verified | Much has already been said about the poor planning and layout of this airport, so I won't overstate the obvious. What baffles me is that they actually spent taxpayer dollars on the ridiculous interior wall sculptors and seating things that are supposed to be the focal point of this facility. The artist claims that these represent Utah's landscape. Nothing could be further from the truth. They look like something George Jetson may have liked. I guess if you just stare at the salt on the salt flats you might see something similar. They should have just painted the walls and set up some folding chairs. It would look better and saved the taxpayers a ton of money.",,"{'Experience At Airport': 'Arrival and Departure', 'Date Visit': 'September 2022', 'Type Of Traveller': 'Solo Leisure', 'Queuing Times': 3, 'Terminal Cleanliness': 4, 'Terminal Seating': 2, 'Terminal Signs': 2, 'Food Beverages': 3, 'Recommended': 'no'}"
2022-09-25,2,10,"""Long walks, not enough gates""",D Mike,"Not Verified |  Pretty poor execution on this “first phase” of the new SLC airport. Long walks, not enough gates for the planes, bus rides between plane and gates goes in circles, long gate walk in hot and covered walkways, ride bus driver, and on and on. I think you get the point that the distances are great and it makes traveling through a bit of a hassle. Will probably look for a different transfer location next time.",,"{'Experience At Airport': 'Transit', 'Date Visit': 'September 2022', 'Type Of Traveller': 'Business', 'Queuing Times': 1, 'Terminal Cleanliness': 5, 'Terminal Seating': 3, 'Terminal Signs': 2, 'Food Beverages': 4, 'Airport Shopping': 2, 'Wifi Connectivity': 4, 'Airport Staff': 2, 'Recommended': 'no'}"
2022-09-25,2,10,"""Understaffed, poor system design, very frustrating""",Rebecca Johnson,"Not Verified |  I have never waited longer in a security line with so few people in line! There were approximately a dozen people in the TSA pre-check and CLEAR line combined. Only one official was on duty checking our IDs. There was only one of two aisles open for security screening of bags (for the TSA pre-check and CLEAR folks). It took so long to get my two bags, each in a bin, onto the conveyor belt, because, unfortunately, I was directed to the front spot, which requires a TSA attendant to stop others' bins before mine can even be put on the conveyor belt. I've been stuck in this position before at this airport, and it was impossible to get my bins on the conveyor belt without the aid of a non-existent-at-the-time attendant. This time, the attendant did stop the forward motion of the bins headed my way which allowed me to put my two bins on the conveyor belt. Next, you stand and wait for your bags to travel through, and there is this place, after screening, where each bag stops. You stare at your stopped bag, hoping it will continue forward instead of sliding to the side to go down the other conveyor which indicates that your bag has to be investigated. While standing in line, several people's bags met that fate, and you could hear a groan each time from the passenger whose bag it was. This also happened to me. It was determined that my bag ""wasn't screened properly"" and had to be sent through again! Understaffed, poor system design, very frustrating.",,"{'Experience At Airport': 'Departure Only', 'Date Visit': 'September 2022', 'Type Of Traveller': 'Solo Leisure', 'Queuing Times': 1, 'Terminal Cleanliness': 4, 'Terminal Seating': 1, 'Terminal Signs': 2, 'Food Beverages': 0, 'Recommended': 'no'}"
2022-09-23,1,10,"""Whom ever designed this huge mistake succeeded""",S Weekes,"Not Verified | Whom ever designed this huge mistake succeeded! This is the worst airport ever! Ample wasted space, waste of tax payers money with all the artsy nonsense that nobody cares to look at because they are worried they may not make their gate on time as they travel thru the gates of a supposed ""7 minutes walk"" of HELL to the B concourse, which of course is closer to Denver - poor planning! All in the name of trying to be something we are not - New York, Chicago, Atlanta etc. Make sure you pack a lunch and your bags, good shoes, lots of liquor and some tolerance when flying in and out of the not so Great Salt Lake - soon to be the Great DRY Lake.",,"{'Experience At Airport': 'Arrival and Departure', 'Date Visit': 'September 2022', 'Type Of Traveller': 'Business', 'Queuing Times': 1, 'Terminal Cleanliness': 4, 'Terminal Signs': 1, 'Food Beverages': 0, 'Wifi Connectivity': 1, 'Recommended': 'no'}"
2022-09-14,1,10,"""Worst airport I’ve ever been to""",C Brown,✅ Trip Verified |  Worst airport I’ve ever been to. You have to walk longer than any other airport in the world. Ridiculous wait times and bad signage of where to go. A lot of confusion. Planning and designing of this infrastructure was the worst I’ve ever seen.,,"{'Experience At Airport': 'Arrival and Departure', 'Date Visit': 'August 2022', 'Type Of Traveller': 'Solo Leisure', 'Queuing Times': 1, 'Terminal Cleanliness': 3, 'Terminal Seating': 1, 'Terminal Signs': 1, 'Food Beverages': 2, 'Airport Shopping': 2, 'Wifi Connectivity': 3, 'Airport Staff': 4, 'Recommended': 'no'}"
2022-09-11,6,10,"""make sure your layover is long""",Amy Wolf,"✅ Trip Verified | I travel internationally for work and pleasure constantly, not impressed. If you want to get ahead of the line for a transfer flight...forget it. Unlike most of the international airports I've been too, they make you wait and pick up your checked baggage first, if your bag isn't the first one out, you get to wait in a long line for passport control. No separate line for MPC, same as Global Entry, but you are not rewarded for being ready and having it filled out beforehand on the MPC app, they just made me stand aside while the federal officer let every Global Entry person pass by me that had to fill out paperwork once they got to the terminal. So make sure your layover is long, Salt Lake Customs has no intention of making it easy or efficient from what I've seen.",,"{'Experience At Airport': 'Transit', 'Date Visit': 'September 2022', 'Type Of Traveller': 'Business', 'Queuing Times': 2, 'Terminal Cleanliness': 3, 'Terminal Seating': 3, 'Terminal Signs': 3, 'Food Beverages': 3, 'Airport Shopping': 3, 'Wifi Connectivity': 3, 'Airport Staff': 3, 'Recommended': 'no'}"
2022-09-09,2,10,"""extremely long walk""",Steve Shaffer,"Not Verified | First time traveling into and out of SLC since the new airport opened. What a horrible experience. Arrived and departed out of Terminal B. The walk to get to and from is an absolute joke. I saw lots of older folks really struggling with the extremely long walk. Horrible design. They really need a tram or other means of transport to get to the B Terminal. Aesthetically, everything was shiny and new but who cares when you don't have time to eat or shop because you have a 20 - 30 minute haul to get to your gate?",,"{'Experience At Airport': 'Arrival and Departure', 'Date Visit': 'September 2022', 'Type Of Traveller': 'Business', 'Queuing Times': 2, 'Terminal Cleanliness': 5, 'Terminal Seating': 2, 'Terminal Signs': 2, 'Food Beverages': 0, 'Airport Staff': 2, 'Recommended': 'no'}"
