datePublished,ratingValue,bestRating,header,author,reviewBody,recommended,stats
2024-05-25,1,10,"""never fly through JFK again""",Alexander Ewert,"Not Verified |   Every time I go through JFK, there are always delays. I flew JetBlue from Paris to JFK, and ended up getting delayed more than five hours after already having a four hour layover for my connection to Boston, as well as having had a long flight. Airport was not clean and staff were very rude. TSA confiscated a bottle of rum my dad bought in France that had already been cleared by customs. There also were limited food and shopping options. The only positive experience was spending part of the layover at the TWA hotel. I will never fly through JFK again, and I highly advise anyone flying to this airport as well.",,"{'Experience At Airport': 'Transit', 'Date Visit': 'May 2024', 'Type Of Traveller': 'Family Leisure', 'Queuing Times': 1, 'Terminal Cleanliness': 2, 'Terminal Seating': 2, 'Terminal Signs': 2, 'Food Beverages': 1, 'Airport Shopping': 1, 'Wifi Connectivity': 2, 'Airport Staff': 1, 'Recommended': 'no'}"
2024-05-20,10,10,"""impressed by the service and facilities""",Kevin Tunnicliffe,"✅ Trip Verified |  This is specific to Terminal 7, used by Aer Lingus. On arrival, we were escorted from the plane to the immigration hall and being first in there was somewhat taken aback by the fact that it was devoid of passengers! We were through the line snake and out to collect baggage in under five minutes from entering. Our bags were on the line within a few minutes too and we were through the whole immigration process and out to the taxis very quickly and smoothly. Our departure experience was equally smooth. We had arrived very early due to transfer arrangements from our cruise and had to hang around for a couple of hours for the check-in desks to open. The area around the desks is quite sterile and functional and only one shop, on the lower arrivals level was available. Luckily it did sell snacks, and drinks as the one food outlet down there was closed. Once open the check-in and security process was very straightforward. T7 now has scanners where there is no requirement to take items out of your bag so that was very smooth, delayed only by the usual one or two who left items in their pockets, forgot to take jackets off and so forth. T7 is not overly big so nowhere is a long way, which is great. The usual shops for Duty Free and food and drink outlets were present and done well. This is our third time using this terminal with Aer Lingus and we continue to be impressed by the service and facilities.",yes,"{'Experience At Airport': 'Arrival and Departure', 'Date Visit': 'May 2024', 'Type Of Traveller': 'Couple Leisure', 'Queuing Times': 5, 'Terminal Cleanliness': 5, 'Terminal Seating': 4, 'Terminal Signs': 5, 'Food Beverages': 5, 'Airport Shopping': 4, 'Wifi Connectivity': 5, 'Airport Staff': 4, 'Recommended': 'yes'}"
2024-05-15,3,10,“Appallingly rude staff throughout”,Robert Leitch,"Not Verified | Appallingly rude staff throughout, from TSA to Duty Free staff to Aer Lingus check-in staff. Horrible people employed to deal with customers who pay their wages. Have to say TSA at Terminal 5 O'Hare in Chicago a few years ago was much the same...don't do the job if you don't like doing the job. TSA was a total shambles (Term 7) on a busy Saturday afternoon - nobody gave a toss. And don't start me on the price of stuff in ""Duty Free"".",,"{'Experience At Airport': 'Departure Only', 'Date Visit': 'May 2024', 'Type Of Traveller': 'Family Leisure', 'Queuing Times': 1, 'Terminal Cleanliness': 3, 'Terminal Seating': 3, 'Terminal Signs': 3, 'Food Beverages': 1, 'Airport Shopping': 1, 'Wifi Connectivity': 3, 'Airport Staff': 1, 'Recommended': 'no'}"
2024-05-13,3,10,"""pure rudeness and power tripping"" ",S Samantha ,"Not Verified |   I flew back from France on a flight that returned and unloaded a bit late (close to midnight). I had six hours between the time I got off and to terminal 8 before my next flight, which would take me home (final destination). I had tried to go through security but the man at security rudely denied me by stating I was too early. I didn’t know there was a maximum amount of hours you could not check in. I did take the time to look this up in advance and couldn’t find anything. Six hours seemed common. Many people have layovers too short to check in to a hotel. I even looked into the sleep pods and mentioned this as a question. The peach of a worker replied “this isn’t a lodge.” Sorry, but my costly flights help pay for him to have a job. A little courtesy and kind explanation would go a long way. Then when I could finally go through security I noticed pure rudeness and power tripping. Workers snapping at people telling them to get moving through security and hurry up. It was 3:30AM. Chill. Have a coffee first. Something. So blown away. I will avoid this airport at all costs in the future.",,"{'Experience At Airport': 'Arrival and Departure', 'Date Visit': 'May 2024', 'Type Of Traveller': 'Solo Leisure', 'Queuing Times': 3, 'Terminal Cleanliness': 3, 'Terminal Seating': 3, 'Terminal Signs': 3, 'Food Beverages': 2, 'Airport Shopping': 2, 'Wifi Connectivity': 1, 'Airport Staff': 1, 'Recommended': 'no'}"
2024-05-08,1,10,"""worst airport I have ever been to""",A Hayle,✅ Trip Verified |  The worst airport I have ever been to. You spend hours at arrivals with absolutely no information given about how long you are going to be there. They said the wait was 60 minutes but hours later still queuing. No staff around to ask either.,,"{'Experience At Airport': 'Arrival Only', 'Date Visit': 'May 2024', 'Type Of Traveller': 'Solo Leisure', 'Queuing Times': 1, 'Terminal Cleanliness': 1, 'Terminal Seating': 1, 'Terminal Signs': 1, 'Food Beverages': 1, 'Airport Shopping': 1, 'Wifi Connectivity': 1, 'Airport Staff': 1, 'Recommended': 'no'}"
2024-04-21,1,10,"""he was outright condescending"" ",J Smith,"Not Verified |   My feedback will be redundant, for the prior reviews are spot-on. After an eight-hour flight from the UK to the US, my daughter and I were exhausted when we went through security a second time to make our connecting flight home. As others have indicated, the staff was completely rude, but what was more disturbing was an interaction between one TSA worker and my daughter. Because she misinterpreted his directions to get into the cattle stall queue, he was outright condescending. Such demeaning comments/interactions should be illegal.",,"{'Experience At Airport': 'Arrival and Departure', 'Date Visit': 'April 2024', 'Type Of Traveller': 'Couple Leisure', 'Queuing Times': 1, 'Terminal Cleanliness': 2, 'Terminal Seating': 2, 'Terminal Signs': 3, 'Food Beverages': 0, 'Airport Staff': 1, 'Recommended': 'no'}"
2024-04-06,2,10,"""Horrendous experience"" ",S Carez,"✅ Trip Verified |   What a lack of respect with travellers! Hours and hours at passport control. Just a bunch of officers to check hundreds of people. Connection flights missing, people feeling sick because of the ridiculous waiting time, rude/grumpy staff everywhere, and so on. I don't know what they think they are, there is definitely nothing attractive about coming to America! Horrendous experience again, avoid it if you can.",,"{'Experience At Airport': 'Transit', 'Date Visit': 'April 2024', 'Type Of Traveller': 'Couple Leisure', 'Queuing Times': 1, 'Terminal Cleanliness': 2, 'Terminal Seating': 1, 'Terminal Signs': 3, 'Food Beverages': 1, 'Airport Shopping': 2, 'Wifi Connectivity': 3, 'Airport Staff': 1, 'Recommended': 'no'}"
2024-04-06,1,10,"""unbelievably rude and disrespectful""",D Carls,"Not Verified |   Horrendous TSA! I could write a few pages but all I can say is they are unbelievably rude and disrespectful. If I could never fly there again, I wouldn’t. The girls were just awful. They should never have been hired to work with the human population.",,"{'Experience At Airport': 'Arrival and Departure', 'Date Visit': 'March 2024', 'Type Of Traveller': 'Family Leisure', 'Queuing Times': 2, 'Terminal Cleanliness': 3, 'Terminal Seating': 2, 'Terminal Signs': 2, 'Food Beverages': 2, 'Airport Shopping': 2, 'Wifi Connectivity': 3, 'Airport Staff': 1, 'Recommended': 'no'}"
2024-03-09,1,10,"""The absolute worst TSA experience""",W Voltz,"Not Verified |  The absolute worst TSA experience I’ve had in my life. Had a 3 hour layover from Paris and ended up having to run to re-check our baggage and catch our connecting flight because we spent over two hours in this particular layer of hell. The staff act like they’re having one long temper tantrum after another. Sure I get that they probably deal with a lot of difficult people, but the goal should be to deescalate and not escalate situations. Especially routine ones, like traveler confusion and slow lines. The lady “helping” people get their stuff onto the belt was yelling, snapping at people and barking out orders that made no sense. She was holding onto bins as if she were trying to actually make it more difficult for people. Kept barking for people to “move it along”. I have reduced mobility and I told her it’s very hard for me to move fast without my proper footwear (which they made me remove). She actually bellowed at me that she wasn’t taking to me, she was talking to the person behind me. Zero empathy, complete nastiness. You could tell she was burnt out and over it. TSA should seriously have some sort of plan to rotate out employees who hit the wall and can no longer function on any given day. The lady who ended up physically checking my bag could barely articulate in English and I’m pretty sure it was her native language, as it is mine. She confiscated some of my food and when I asked she said it was because it was a “sprayyyyyyeee”. Took me three tries to realize she was trying to say “a spread”. The whole experience was so nasty my daughter actually burst into tears. Ironically, my partner got through with his own “spraee”/spread—they only confiscated mine. Making me wonder if this is all really just theater. Either way, this experience does not need to be made so horrid. The agents are awful but it makes me wonder what kind of support (if any) they’re getting from on high. To those people I say this—like it or not, TSA are ambassadors of the cities they work in. I’ve had better experiences with TSA around the world and have returned to those cities again and again. I have absolutely zero interest in ever connecting through JFK again. Newark is no picnic but if I had to pick, I’d chose it over this layer of hell.",,"{'Experience At Airport': 'Arrival Only', 'Date Visit': 'March 2024', 'Type Of Traveller': 'Family Leisure', 'Queuing Times': 1, 'Terminal Cleanliness': 3, 'Terminal Signs': 2, 'Wifi Connectivity': 4, 'Airport Staff': 1, 'Recommended': 'no'}"
2024-02-13,1,10,"""JFK is the worst experience"" ",T Christie,"Not Verified |   Others have already said it but I’m genuinely considering flying into LaGuardia or Newark next time, despite the fact it would take me longer to get to my destination after landing. I travel a lot for work and barring none, JFK is the worst experience. Incredibly rude staff at TSA, horrible people making aside comments and barking orders at people. They don’t have enough staff so the queues are always horrendous - we made it to the airport with plenty of time and still were the last ones almost to board because the queues were so astronomical. No air conditioning so just stuck with no seating in a hot corridor for over an hour waiting to go through security. And we didn’t even check bags! I’m disgusted. Ruined the whole experience of flying. This airport has serious problems - puts me off coming here ever again.",,"{'Experience At Airport': 'Departure Only', 'Date Visit': 'February 2024', 'Type Of Traveller': 'Couple Leisure', 'Queuing Times': 1, 'Terminal Cleanliness': 2, 'Terminal Signs': 2, 'Food Beverages': 0, 'Airport Staff': 1, 'Recommended': 'no'}"
2024-01-26,3,10,"""the rudest and most abusive""",Clayton Partridge,"✅ Trip Verified |  A lot of your security people are unnecessarily abrupt in America. TSA at JFK take the award for being the rudest and most abusive, throwing tubs around, bullying everyone. I get it that you are over the many stupid people that you have to deal with daily but just get a new job please don’t take it out on everybody else.",,"{'Experience At Airport': 'Departure Only', 'Date Visit': 'January 2024', 'Type Of Traveller': 'Family Leisure', 'Queuing Times': 3, 'Terminal Cleanliness': 3, 'Terminal Seating': 3, 'Terminal Signs': 3, 'Food Beverages': 3, 'Airport Shopping': 3, 'Wifi Connectivity': 2, 'Airport Staff': 1, 'Recommended': 'no'}"
2024-01-20,2,10,"""TSA at JFK are horrible people""",Elizabeth Thomas,Not Verified | The TSA at JFK are horrible people. Everyone is trying to comply with their demands but they shout and are verbally abusive and throw things around. I am American and used to the appalling behavior of a lot of the agents. I am ashamed that this is the impression visitors receive of America. We are so strictly told how and where to move in passport lines to enter from a foreign trip then the TSA bullies yell if you don’t do the opposite and move to form new lines quickly. It’s just appalling. Why do customers of airlines deserve to be treated like criminals?,,"{'Experience At Airport': 'Departure Only', 'Date Visit': 'January 2024', 'Type Of Traveller': 'Couple Leisure', 'Queuing Times': 1, 'Terminal Cleanliness': 2, 'Terminal Signs': 3, 'Food Beverages': 1, 'Airport Shopping': 1, 'Airport Staff': 1, 'Recommended': 'no'}"
2024-01-10,3,10,"""airport are doing daylight robbery""",S Carter,"\✅ Trip Verified |  I know all airports are expensive but $5.49 for water and $14.99 for jack links jerky! $40 for a charger - all in all this airport has cost me with 2 children $140 for a charger, food and beverages! It’s really not ok, we pay extortionate prices for the flights, plus baggage now and then the airport are doing daylight robbery! It’s not fair And really shows the level of greed for these multi million dollar business’. Oh and please do not call your Duty free ‘Duty Free’ when the alcohol is the same price in a U.K. Tesco and we’re supposed to be the expensive country! I really hope to not have to use this airport in the future.",,"{'Experience At Airport': 'Arrival and Departure', 'Date Visit': 'January 2024', 'Type Of Traveller': 'Family Leisure', 'Queuing Times': 3, 'Terminal Cleanliness': 3, 'Terminal Seating': 3, 'Terminal Signs': 5, 'Food Beverages': 1, 'Airport Shopping': 1, 'Wifi Connectivity': 4, 'Airport Staff': 2, 'Recommended': 'no'}"
2024-01-09,1,10,"""Female agent barking orders""",Melissa Phelps,"Not Verified |  Female agent barking orders to put items in trays and place on belt. As there were only a stack of white ones everyone started grabbing and using them. Once several people had placed trays on belt she then stated yelling at them to put the white trays back and wait for more grey ones to arrive. She them singled out an older Indian gent and yelled at him non stop for little things until he passed all the way through and even rolled her eyes at him and started bad mouthing him to another agent, really sad and disgusting.  I know this job is thankless but there has to be other ways to get your kicks and feel self important.",,"{'Experience At Airport': 'Transit', 'Date Visit': 'January 2024', 'Type Of Traveller': 'Solo Leisure', 'Queuing Times': 3, 'Terminal Cleanliness': 3, 'Terminal Seating': 5, 'Terminal Signs': 3, 'Food Beverages': 0, 'Airport Staff': 1, 'Recommended': 'no'}"
2024-01-03,2,10,"""unnecessarily rude and assumptive""",S Hailes,✅ Trip Verified |  Airport staff waiting at the line for Global Entry - woman working 1pm on 12/3/2024 needs to be trained. There were no back ups in the queue and when my Face ID didn’t work she proceeded to yell at me saying I didn’t have it (when I know full well that I do and have used it 7 + times in the past 2 years). She proceeded to scream over and over that I didn’t have it and the border patrol gentleman was nice enough to signal to me that there was a line I could go to to see what the issue was with it not picking up my Face ID. Technology is not prone from error and this woman was not trained and unnecessarily rude and assumptive for no reason. There was no one even waiting on me with 5-6 machines wide open. Please train your staff.,,"{'Experience At Airport': 'Arrival Only', 'Date Visit': 'January 2024', 'Type Of Traveller': 'Solo Leisure', 'Queuing Times': 5, 'Terminal Cleanliness': 3, 'Terminal Signs': 1, 'Food Beverages': 0, 'Airport Staff': 1, 'Recommended': 'no'}"
2023-12-17,2,10,"""ESTA line is not moving""",J Lortal,"✅ Trip Verified |  Terrible! The ESTA line is not moving, there are 1-2 customs officers here in total, who are as slow as a snail. Some are taken out of line, so the others do not progress. 2 meters in an hour. Ridiculous and requires serious remedial action. Air is not moving.",,"{'Experience At Airport': 'Arrival Only', 'Date Visit': 'December 2023', 'Type Of Traveller': 'Family Leisure', 'Queuing Times': 1, 'Terminal Cleanliness': 2, 'Terminal Signs': 2, 'Wifi Connectivity': 4, 'Airport Staff': 1, 'Recommended': 'no'}"
2023-12-09,1,10,"""TSA staff was extremely rude""",Latifa Eddekkaki,"Not Verified |  You need to train TSA agents at this location on true American hospitality and common human decency. TSA staff was extremely rude. They yelled at travelers, waived at them to move through lines with insulting hand gestures that showed impatience, abrasiveness, and disrespect. One agent dropped the buckets on the floor in front of everyone to show them she was unhappy about how the buckets were supposed to be lined up. The TSA agent verifying passports at the entrance was rude taking pictures answering questions with sarcastic and condescending comments to travelers who asked for clarification. It is not like there was a huge line or there were lot of travelers. Most of the end rows were empty. So the excuse that this is a busty airport and that TSA agents have to deal with lot of travelers will not fly in this case. I have gone through this airport many times in the past and I think the service at the international level is getting worse. Yes most travelers are immigrants and their level of English language knowledge could be limited but that is an excuse to bark at people and treat them like dirt. Not in America anyway.",,"{'Experience At Airport': 'Departure Only', 'Date Visit': 'December 2023', 'Type Of Traveller': 'Family Leisure', 'Queuing Times': 1, 'Terminal Cleanliness': 2, 'Terminal Seating': 1, 'Terminal Signs': 2, 'Food Beverages': 1, 'Airport Shopping': 1, 'Wifi Connectivity': 2, 'Airport Staff': 1, 'Recommended': 'no'}"
2023-11-19,1,10,"""the worst airport ever""",Mark van Lingen,Not Verified |  JFK is the worst airport ever. The staff is unfriendly and the waiting times are unbearable. How can such a big airport have such garbage service and border control. It’s ridiculous. Think twice before flying JFK.,,"{'Experience At Airport': 'Arrival and Departure', 'Date Visit': 'November 2023', 'Type Of Traveller': 'Couple Leisure', 'Queuing Times': 1, 'Terminal Cleanliness': 1, 'Terminal Seating': 1, 'Terminal Signs': 1, 'Food Beverages': 1, 'Airport Shopping': 1, 'Wifi Connectivity': 1, 'Airport Staff': 1, 'Recommended': 'no'}"
2023-10-31,2,10,"""security scanning was a complete shambles""",Andy Willett,"✅ Trip Verified |  After a disappointing immigration experience, on departure to UK, the security queue was long but did move reasonably, however the security scanning was a complete shambles. We got through but what a fiasco.",,"{'Experience At Airport': 'Departure Only', 'Date Visit': 'October 2023', 'Type Of Traveller': 'Family Leisure', 'Queuing Times': 2, 'Terminal Cleanliness': 4, 'Terminal Seating': 2, 'Terminal Signs': 2, 'Food Beverages': 1, 'Airport Shopping': 1, 'Airport Staff': 2, 'Recommended': 'no'}"
2023-10-27,1,10,"""1.5 hrs in line waiting for immigration""",Andy Willett,"Not Verified |  Spent 1.5 hrs in line waiting for immigration, 5 officers to process 100's of passengers. Immigration officer was so miserable. Terrible experience.",,"{'Experience At Airport': 'Arrival Only', 'Date Visit': 'October 2023', 'Type Of Traveller': 'Family Leisure', 'Queuing Times': 1, 'Terminal Cleanliness': 4, 'Terminal Signs': 3, 'Food Beverages': 0, 'Recommended': 'no'}"
2023-10-21,1,10,"""Extremely rude TSA agent""",A Sew,"Not Verified |  Extremely rude TSA agent at Arrivals, Terminal 7 Mobile Passport Control Line on October 20, 2023. This guy must have felt he was on some power trip and made a point to be as rude and condescending as possible because I didn't hear his question. It didn't matter that he was talking very low, the area was busy with arriving passengers. I have never encountered anyone this unprofessional at JFK (and the bar is already low there). He even had a nerve to suggest I was talking over him. What a poor representation of TSA for arriving US Citizens.",,"{'Experience At Airport': 'Arrival Only', 'Date Visit': 'October 2023', 'Type Of Traveller': 'Solo Leisure', 'Queuing Times': 1, 'Terminal Cleanliness': 1, 'Terminal Seating': 1, 'Terminal Signs': 3, 'Food Beverages': 1, 'Airport Shopping': 1, 'Wifi Connectivity': 1, 'Airport Staff': 1, 'Recommended': 'no'}"
2023-10-07,1,10,"""Very bad experience""",Cindy Rohde,"✅ Trip Verified |   Horrible experience. I landed on a flight from London, heading to a connecting flight to Minneapolis. We cleared customs but signs for connecting flights departures were not apparent/user friendly. Staff guided us to an area that eventually mixed with an area where new arrivals could merge. This meant that we had to go through security/x-ray screening all over again. If they had guided through an area of the airport that was still contained within the airport we would not have had to repeat screening, as we had already been screened at our last airport. The line for screening moved extremely slowly, perhaps due to being understaffed? Several of us were concerned about missing connecting flights, I almost missed mine despite having a 2 hour layover. I had to race to the gate and made it just in time to be one of the last people on the flight. I didn't even have enough time to grab a cup of coffee or use the bathroom. Very bad experience.",,"{'Experience At Airport': 'Arrival and Departure', 'Date Visit': 'September 2023', 'Type Of Traveller': 'Couple Leisure', 'Queuing Times': 1, 'Terminal Cleanliness': 2, 'Terminal Signs': 1, 'Food Beverages': 0, 'Recommended': 'no'}"
2023-10-07,1,10,"""treated very inequitably""",A Beard,"Not Verified |  TSA rude and careless, barking orders and unhelpful. My items were dumped and scattered in various trays and people honestly don’t care. I will avoid this airport in future. With your reviews awful, you really need to have some care training. I am a senior citizen and treated very inequitably.",,"{'Experience At Airport': 'Departure Only', 'Date Visit': 'October 2023', 'Type Of Traveller': 'Family Leisure', 'Queuing Times': 1, 'Terminal Cleanliness': 1, 'Terminal Seating': 1, 'Terminal Signs': 1, 'Food Beverages': 1, 'Airport Shopping': 1, 'Wifi Connectivity': 1, 'Airport Staff': 1, 'Recommended': 'no'}"
2023-09-17,1,10,"""goes from disgraceful to utterly disgusting""",D Vale,✅ Trip Verified |  This airport goes from disgraceful to utterly disgusting. Not only is the staffing for immigration clearance so poor - this is the second time in 2 months I’ve waited over 2 hours but the staff did not stop the cheats from going round via US Citizen queue then walking across and cutting the line. Complaints fell on uninterested staff who shrugged their shoulders. I will try avoid this airport as much as possible. What a horrible advert for a country when’s its main airport is such a shambles.,,"{'Experience At Airport': 'Arrival Only', 'Date Visit': 'September 2023', 'Type Of Traveller': 'Couple Leisure', 'Queuing Times': 1, 'Terminal Cleanliness': 3, 'Terminal Signs': 3, 'Food Beverages': 0, 'Airport Staff': 1, 'Recommended': 'no'}"
2023-09-12,5,10,"""really leaves a sour taste in your mouth""",P Carter,"Not Verified |  I never have much of an issue departing from this airport, but the line attendants for passport control on arrival are always rude. It really leaves a sour taste in your mouth. The passenger in front of me was an older Hispanic woman - she was walking a little slowly, getting her papers and passport together, but there was nobody behind us and I could tell she was older, so I didn’t mind. The line attendant rudely said “let’s go!” To her and then immediately asked her if she was a green card or visa holder - I’m assuming because of her race? It turned out she was an American citizen (duh - we were in the US Citizen line). The attendant just kept barking commands at her and giving her no time to answer any questions. Then she starts barking at me and just being really patronizing. I’ve seen similar behavior multiple times from passport control line attendants when arriving from an international flight.",,"{'Experience At Airport': 'Arrival and Departure', 'Date Visit': 'September 2023', 'Type Of Traveller': 'Solo Leisure', 'Queuing Times': 5, 'Terminal Cleanliness': 3, 'Terminal Seating': 3, 'Terminal Signs': 5, 'Food Beverages': 0, 'Wifi Connectivity': 3, 'Airport Staff': 2, 'Recommended': 'no'}"
