datePublished,ratingValue,bestRating,header,author,reviewBody,recommended,stats
2024-08-21,1,10,"""Choose any other airline""",Sarah Dillard,"✅ Trip Verified |   I haven’t even gone in my trip and I have had numerous issues, starting with a cancelled flight due to “inclement weather” when multiple other airlines were able to fly to my destination on the same day. Delta did nothing to get me on one of those flights. In addition, I have had to call the airline FIVE separate times to correct issues or make changes because their website wasn’t working. This has put me on hold for up to 2 hours trying to do something as simple as change a seat or ensure my pre-check number was added (an issues they never resolved). Choose any other airline and you will have a better experience.",,"{'Type Of Traveller': 'Solo Leisure', 'Seat Type': 'Economy Class', 'Route': 'New York to Phoenix', 'Date Flown': 'January 2024', 'Ground Service': 2, 'Value For Money': 1, 'Recommended': 'no'}"
2024-08-20,1,10,"""wont be flying with Delta ever again""",D Cassin,"✅ Trip Verified |   Hurricane/tropical storm Debby was in the projected flight path of our upcoming flight, so i went up to the desk to see what to expect; if our flight was still a go, take longer because they’re going to fly around, ext. Crew member sees me, rolls his eyes, and after i ask him for a flight update due to storm he says “do i look like a weather station?” Then at check in, i have my hands full, watching my child, and we have 3 tickets. He took & scanned the tickets of people before me, but tells me “lets be self sufficient” and makes me scan the tickets myself, then turns to spouse behind me and says “you got a problem?” I cannot express how purposively this crew member was trying to make us start an altercation. He also did that fake “i appreciate you” statement with the most condescending tone, i did an audible mmmmmm back, and he started saying things behind my back, not loud enough that i could hear it, but loud enough to know he was being rude. It was awful to have a person use their job authority to be maliciously hostile knowing they will have no repercussions. we wont be flying with Delta ever again.",,"{'Aircraft': 'Boeing 757', 'Type Of Traveller': 'Family Leisure', 'Seat Type': 'Economy Class', 'Route': 'Atlanta to Norfolk', 'Date Flown': 'August 2024', 'Seat Comfort': 1, 'Cabin Staff Service': 4, 'Food & Beverages': 2, 'Inflight Entertainment': 2, 'Ground Service': 1, 'Wifi & Connectivity': 1, 'Value For Money': 1, 'Recommended': 'no'}"
2024-08-20,5,10,"""The good and the bad""",James Rowley,Not Verified |  The good and the bad. First my customer representative at the Airport did everything they could to ensure my bag made it to my destination over the course of my 48 hour flight delay. This delay was so long that I missed an important meeting at my destination. The most disappointing part is you have very highly paid executives and a CEO making 32million in one year. All of this is on the backs of customers like us trying to get ahead with what opportunities we have once we get to where we are going. Which I didn't.,yes,"{'Type Of Traveller': 'Business', 'Seat Type': 'Economy Class', 'Route': 'Rochester to Fort Wayne', 'Date Flown': 'August 2024', 'Seat Comfort': 3, 'Cabin Staff Service': 5, 'Food & Beverages': 2, 'Inflight Entertainment': 2, 'Ground Service': 4, 'Value For Money': 3, 'Recommended': 'yes'}"
2024-08-19,9,10,"""just rude, inconsiderate, cold""",Dorothy Varney,"Not Verified |  I have flown Delta many times and never had anyone as rude as the woman at the check in desk when we had a layover on August 17,2024. She was just rude, inconsiderate, cold and unhelpful. We had a party of 6 travelers and when I pushed my sisters wheelchair to the desk to see her if we could possibly be seated together or near each other, she very rudely said there’s was nothing she could do. She just finished assigning all of the seats and did the best she could. When we boarded the plane 2 hours later, there were several completely empty rows. Clearly Iris didn’t want to be bothered with helping us. She should not be in customer service.",yes,"{'Type Of Traveller': 'Family Leisure', 'Seat Type': 'Economy Class', 'Route': 'Atlanta to Detroit', 'Date Flown': 'August 2024', 'Seat Comfort': 4, 'Cabin Staff Service': 5, 'Inflight Entertainment': 5, 'Ground Service': 1, 'Wifi & Connectivity': 5, 'Value For Money': 5, 'Recommended': 'yes'}"
2024-08-17,1,10,"""left us stranded""",Doug Ellis,✅ Trip Verified | Delta left us stranded in the Jacksonville Airport for 52 hours and still couldn't get a flight out. We booked with American Airlines and got out of there. We submitted a refund to Delta for the flight they cancelled and could not get us rebooked and they DENIED the claim! Delta Airlines is the Worst Airline in America! Don't Fly Delta!,,"{'Type Of Traveller': 'Couple Leisure', 'Seat Type': 'Premium Economy', 'Route': 'Jacksonville to Phoenix', 'Date Flown': 'July 2024', 'Seat Comfort': 1, 'Cabin Staff Service': 1, 'Food & Beverages': 1, 'Inflight Entertainment': 1, 'Ground Service': 1, 'Wifi & Connectivity': 1, 'Value For Money': 1, 'Recommended': 'no'}"
2024-08-17,1,10,"""no accountability for my luggage """,Tahirah Sumbry,"Not Verified |  Delta is the worst airline. They cancelled my flight which caused a major financial burden while stuck in expensive gloomy Seattle. I was told that my luggage was flown back to Atlanta. I get to Atlanta by way of a reputable airline and was referred to a small holding room where my luggage was told to be. The luggage holding room did not have my luggage and the employees are rude and unprofessional. No one can account for my luggage even though the airport is heavily surveillance?  I’ve written about 10 complaints dispersing them to Delta, DOT, Federal Aviation and Federal Department of Transportation. I am extremely angry, no follow-up or compensation along with no accountability for my luggage and valuables. I completed a claim and several complaints, with no follow-up.",,"{'Type Of Traveller': 'Business', 'Seat Type': 'Economy Class', 'Route': 'Seattle to Atlanta', 'Date Flown': 'July 2024', 'Seat Comfort': 2, 'Ground Service': 1, 'Value For Money': 1, 'Recommended': 'no'}"
2024-08-11,5,10,"""stewardess were the worst ever today""",Angela Gresham,Not Verified |  The stewardess were the worst ever today. One in particular kept making smart comments over the intercom repeatedly will on delta 1147 flight. From Chicago to Atlanta Ga. Repeatedly telling me to move my bags when they were out of the way 3 -4 times. I was already nervous & she made the worse of my life.,yes,"{'Type Of Traveller': 'Family Leisure', 'Seat Type': 'Economy Class', 'Route': 'Chicago O’Hare to Atlanta', 'Date Flown': 'August 2024', 'Seat Comfort': 1, 'Cabin Staff Service': 1, 'Food & Beverages': 5, 'Inflight Entertainment': 2, 'Ground Service': 1, 'Wifi & Connectivity': 5, 'Value For Money': 2, 'Recommended': 'yes'}"
2024-08-07,2,10,“Terrible customer service”,W Mark ,"Not Verified | I am a long time Delta Sky Miles customer but very disappointed in their lack of customer service. First flying from Rochester NY why did Delta have me flying backwards to JFK when I was traveling to the West Coast? My flight was booked, then canceled, then rebooked then canceled, then rebooked, only to cancel again, thus making me three days late for my vacation. I spoke with one of the flight crews regarding traveling into JFK and they said what ever you do, don't get stuck in JFK. I was really looking forward to getting away on vacation and Delta acted like they just don't care. Terrible customer service and not sure I want to fly anywhere for a while.",,"{'Type Of Traveller': 'Solo Leisure', 'Seat Type': 'Premium Economy', 'Route': 'Rochester NY to Portland Oregon', 'Date Flown': 'August 2024', 'Seat Comfort': 2, 'Cabin Staff Service': 3, 'Food & Beverages': 1, 'Inflight Entertainment': 3, 'Ground Service': 1, 'Wifi & Connectivity': 3, 'Value For Money': 1, 'Recommended': 'no'}"
2024-08-05,1,10,"""forever stick with the bus""",E Lorssi,"✅ Trip Verified |   I had a departure from Syracuse NY to Laguardia 8/2/24. Approx 5 hours before take off, a text of cancellation due to weather. Although was to be my 1st flight, I'm not stupid. I did notice I was one of maybe 15 seats taken. They claim weather related. Ok. Fine. Weather was iffy at best. I booked a bus for as much money being last minute. Fast forward to Saturday eve ..... another text, we regret to inform you your flight from Lag-Syr is canceled. Definitely not worth their time to fly just a couple of people because the weather was fine. I was near Lag Saturday night and even during the rain, planes were taking off constantly. Another hit in the pocket for a last minute bus to Syr. I will stay grounded and forever stick with the bus (Flixbus) or Amtrak, both of whom got me to my destinations.",,"{'Type Of Traveller': 'Family Leisure', 'Seat Type': 'Economy Class', 'Route': 'Chicago to San Diego', 'Date Flown': 'August 2024', 'Value For Money': 1, 'Recommended': 'no'}"
2024-08-04,1,10,"""Staff is absolutely no help"" ",M Vanessa,"Not Verified |   Disgusting. Cancelled our connecting flight while we are on the plane. Staff is absolutely no help and the compensation is not even good. Not only us, several flights cancelled with people sleeping outside their help desk for two days. An absolute disgusting and rude and unorganized airline don’t ever fly with them. Line for the help desk took 2 hours+.",,"{'Type Of Traveller': 'Family Leisure', 'Seat Type': 'Economy Class', 'Route': 'Los Angeles to Punta Cana', 'Date Flown': 'August 2024', 'Seat Comfort': 1, 'Cabin Staff Service': 1, 'Food & Beverages': 1, 'Inflight Entertainment': 1, 'Ground Service': 1, 'Wifi & Connectivity': 3, 'Value For Money': 1, 'Recommended': 'no'}"
2024-08-03,3,10,“Just disappointed overall”,H Cooper,"✅ Trip Verified | Starting with check in at PBI, poor customer service provided by Anselm - no greeting, smile, thank you and no way was he making the smallest effort to accommodate my special requests. I felt like an inconvenience and bother to him, rather than a valued customer. No beverage service on the flight because “not enough time.” On the positive side, they didn’t charge for head phones or carry on. Just disappointed overall, nonetheless.",,"{'Type Of Traveller': 'Family Leisure', 'Seat Type': 'Economy Class', 'Route': 'West Palm Beach to Atlanta', 'Date Flown': 'August 2024', 'Seat Comfort': 4, 'Cabin Staff Service': 2, 'Inflight Entertainment': 4, 'Ground Service': 1, 'Wifi & Connectivity': 4, 'Value For Money': 3, 'Recommended': 'no'}"
2024-08-03,4,10,"""a lot less stress and anxiety""",O Jones,"✅ Trip Verified | I've flown on Delta many times and most flights are without too many issues and generally a good experience. The last time I flew on Delta was probably in May 2020, but this review thing would not let me choose that far back. I have an upcoming flight next week and need to change my return ticket to a different airport as there was a death in our family this week. I've been trying to get a hold of someone at Delta's customer service for many hours. I keep getting a wait time of over 2 1/2 hours to speak to a representative by phone. I can't remember my Delta.com password and attempted to change my password. It wasn't sending me the email to change the password and by the time it did, I was locked out of my account requiring me to provide verification of identity to get back in; however, it was suggested that I wait 24 hours to try again. That is absolutely ludicrous. Thankfully the funeral isn't for another two weeks; however, it is super frustrating that I have to wait that long to get back into my account and even then, it is not a guarantee. I'm super frustrated that I can't talk to a person on the phone for help. I tried via a chat and part way into the conversation with a real person, they weren't responding very quickly, even though I provided all the information they needed (confirmation number, flight information for what I want to change to, my name that is on the itinerary, etc.). I asked if they could call me instead, but then they told me to call them. I had been trying to do just that for a long time and it was getting me nowhere. I'm super overwhelmed and stressed out right now because of this situation and explained that it is due to a death in the family. They could have been way more helpful and caused a lot less stress and anxiety on my end in this delicate situation. This is the third family death for us this year. Why couldn't the CS representative just call me back? They have my number. Eventually that person set up the chat on a bot. At the time, I had no idea what that meant. The bot was not helpful at all as it kept saying it didn't understand what I was telling it, even though I gave it the same information as the live person on the chat. I generally don't have many issues with Delta, and it is my preferred airline to fly on. This is by far the worst experience with Delta that I've ever had. I'm now tempted to drive to the airport myself before my upcoming flight and talk to someone there in person. Why do airlines have to make their websites and logging into your account and/or password reset, etc. so difficult?",yes,"{'Type Of Traveller': 'Solo Leisure', 'Seat Type': 'Economy Class', 'Route': 'Salt Lake City to Detroit', 'Date Flown': 'September 2023', 'Seat Comfort': 3, 'Cabin Staff Service': 4, 'Food & Beverages': 3, 'Inflight Entertainment': 4, 'Ground Service': 3, 'Wifi & Connectivity': 3, 'Value For Money': 2, 'Recommended': 'yes'}"
2024-08-03,9,10,"""Very good trip""",Asimina Miserli,"Not Verified |   Very good trip, especially the one from Athens to Atlanta, the trip from Atlanta to Athens as it was night had no meals/beverages etc for many hours.",yes,"{'Type Of Traveller': 'Family Leisure', 'Seat Type': 'Economy Class', 'Route': 'Atlanta to Athens', 'Date Flown': 'January 2024', 'Seat Comfort': 4, 'Cabin Staff Service': 5, 'Food & Beverages': 4, 'Inflight Entertainment': 4, 'Ground Service': 4, 'Wifi & Connectivity': 4, 'Value For Money': 4, 'Recommended': 'yes'}"
2024-08-02,1,10,"""express my disgust with Delta"" ",Sarah Chamieh,"Not Verified |   I cannot begin to express my disgust with Delta, Microsoft & CrowdStrike. Who launches a faulty update at the peak of the summer travel season & then states that they bear no responsibility for the catastrophic repercussions of such? I spent a year & $40K planning the one & only large gesture birthday I will ever have the opportunity of giving my 85-year-old mother. Her dream was to experience an Alaskan Cruise with friends & family. I managed to put together a group of 11 people but could not have possibly anticipated that Delta would become not only the touchstone upon which this event depended but also the destroyer. This was my first & last cruise experience, and the entire travel experience was so deplorable I don’t ever want to leave my house again. I booked my mother and her 2 equally elderly sisters on a direct flight from Orlando to Seattle the evening before the cruise, just in case there were any delays, they should have had enough time to make the ship. On the morning of the 19th of July at 9am PST while walking my dog I learned of the issues with the “Global IT outage”. I ran home, checked the Delta flights & found them cancelled. There was NO notification of this change. I immediately tried calling, messaging & accessing Delta’s website. I sat at my kitchen table for 11 hours that day with 2 computers & 3 phones unable to reach anyone. I was on hold for 7 hours until the call dropped. Delta’s chat bot kept asking if I “was still there” and every time I responded “yes” it gave me a longer wait time for a representative than the previous estimate. I called my mother & her sisters and told them to get to the airport as quickly as possible, this was something they would have to solve in person at a Delta Counter. Technology was the problem; I could not help them from California via computer or phone. It was already afternoon in Florida. They arrived at the Orlando airport with their luggage at 3pm and stood in line for hours only to have the Delta agent turn them away with a flyer of useless information redirecting them to use Delta’s app or website. Neither functional, nor is it appropriate to expect 80 year old ladies to navigate a digital world. They returned to the Delta Counter but were told repeatedly that Delta could not rebook them on another flight and that they had to go to other counters and sort it themselves only to be told at both Southwest & Alaska that Delta had the responsibility of rebooking them. These ladies dragged their bags across the airport until 11pm that evening. In total they were turned away from the Delta counter 3 times & ultimately unable to arrive in Seattle in time to make the sailing. This is the most egregious failure to meet a Contract of Carriage I have ever experienced. When Frontier can go old school and pull out paper tickets in order to meet their contract of carriage but Delta chooses to strand & abandon ALL clients it is clear who is the better carrier. We arrived at the Seattle port Saturday morning to spend 2 hours waiting for Princess Cruise lines to agree to allow our ladies to board in Juneau as apparently this is a violation of some maritime law creating more fines & distress. If I haven’t been clear the entire point of this Holiday was to celebrate the person left stranded in Orlando, whom I disgracefully booked on Delta. My financial losses are such: Last minute one way flight to Juneau $ 2547.99 Unused Seattle Hotel $ 347.23 Last minute Juneau Hotel $",,"{'Type Of Traveller': 'Family Leisure', 'Seat Type': 'Economy Class', 'Route': 'Orlando to Seattle', 'Date Flown': 'July 2024', 'Ground Service': 1, 'Value For Money': 1, 'Recommended': 'no'}"
2024-07-29,2,10,"""intrusive check of my person and luggage""",Donald Meyer,"Not Verified |   The flight took off almost two hours late. The entertainment system was not working the whole flight. But the flight attendant Michael was very personable. Before the flight I was subjected to a very intrusive check of my person and luggage. I have flown hundreds of times on many airlines to and from many destinations and only on this route with this airline have I been treated like a suspect. This time I was asked strange questions at check in, like what are my hobbies? Where did I stay? Who did I see? , etc. The time a few years ago they took me in a room and went though all my luggage with a fine-tooth comb then went through it again at the gate! Almost missed my flight. This time, they didn't go though my checked bags but I was subjected to a thorough inspection of my carry on and had to remove my shoes (none of the other passengers had to do this). I became quite irate but the attendant there at the gate  remained calm and did tell me that they had detected a suspicious substance on my hand when they did that swab thing. Later, researching the substance I found it frequently is mistakenly confused with a component in hand lotion (glycerin). But I wonder why this has not happened to me on any other airline and, frankly, on any other Delta flight, though most of my flights on Delta have been domestic.",,"{'Type Of Traveller': 'Solo Leisure', 'Seat Type': 'Economy Class', 'Route': 'Prague to New York JFK', 'Date Flown': 'July 2024', 'Seat Comfort': 2, 'Cabin Staff Service': 4, 'Food & Beverages': 2, 'Inflight Entertainment': 1, 'Ground Service': 1, 'Wifi & Connectivity': 1, 'Value For Money': 1, 'Recommended': 'no'}"
2024-07-29,2,10,"""a terrible experience""",R McCanne,"Not Verified |   Caught in the meltdown due to computer crashes, the delay wasn't the problem. The problem is the complete lack of support during and afterwards. Under EU rules, the delay means they owe me 1200 euros under EU261. There is literally no way to get a human to handle this request, and the computer system is a black hole that keeps throwing my complaint away. The flight was fine, but the organization, and dependence on a computer system black box, makes for a terrible experience.",,"{'Type Of Traveller': 'Couple Leisure', 'Seat Type': 'Economy Class', 'Route': 'Amsterdam to Boston', 'Date Flown': 'July 2024', 'Seat Comfort': 2, 'Cabin Staff Service': 3, 'Food & Beverages': 3, 'Inflight Entertainment': 1, 'Ground Service': 1, 'Wifi & Connectivity': 1, 'Value For Money': 1, 'Recommended': 'no'}"
