datePublished,ratingValue,bestRating,header,author,reviewBody,recommended,stats
2024-06-15,1,10,"""first complaint I've ever had""",E Doyle,"✅ Trip Verified |  I paid in advance for a window seat, but it was going to be on the side of the plane in the sun. I wanted to sit on the shaded side so I went into the app and changed it about 2 1/2 hours before my flight. I changed to the very last row on the opposite side. I also paid for priority boarding so I could board quicker, and once I got back to my seat I noticed there was no window at all. There were 2 flight attendants in the back and I told them I wanted a window seat and asked if they could keep me posted as to whether one came available. I was originally going to be in seat 30A and changed to 32F. The seating chart showed one person in that row in the middle seat. All 3 of the seats in row 30 were empty until one young man came and sat in the original window seat I had until 2 1/2 hours earlier (30A). I would have been happy with any window seat at that time and I knew he was sitting in the wrong seat because he saw there was no one in the window so he moved over. I asked one of the flight attendants if she could just check with him to see if he was in the right seat. She said very rudely, that if they could accommodate they would, but she wasn't going to check everyone's tickets to be sure they were in the right seat. I told her that's not what I said or what I was asking. I told her I'm a bit claustrophobic and really wanted a window. She asked if someone had sat in my original seat, or how it was that I managed to get the one I was in. I tried to explain all of the above to her, but she just repeated she wasn't going to check everyone's ticket and they would let me know if there was another window available. I was just going to stay where I was at, but the other attendant found an empty window for me. I just got moved and then we had to de-plane for some issue, but that's unrelated. So, yes, I changed seats at the last minute. No, I didn't know there was no window in the very back. I simply asked if she could verify the seat if the gentleman in 30A, to be sure that's his correct seat. She said that if it wasn't, the person assigned to that seat would come and he'd have to move anyways. I have flown Allegiant for years and I've been their biggest advocate. Anytime someone turns to up their nose when I mention flying Allegiant, I have always said that I've never had any problems. This is the first complaint I've ever had. I've worked in customer service my entire life, and I know what good customer service is and this isn't it. This may sound very trivial, but it means something to me. I don't need this sarcasm when I've paid money to fly this airline. Asking to verify one person's seat is not asking too much. Just a note: all of the other crew members and airport staff were wonderful.",yes,"{'Type Of Traveller': 'Solo Leisure', 'Seat Type': 'Economy Class', 'Route': 'Rockford to Mesa', 'Date Flown': 'June 2024', 'Seat Comfort': 2, 'Cabin Staff Service': 1, 'Ground Service': 5, 'Value For Money': 2, 'Recommended': 'yes'}"
2024-06-15,2,10,"""staff is always kind and helpful""",Jeremiah Parker,"✅ Trip Verified |  Allegiant is convenient when you like to avoid the larger, busy airports. The staff is always kind and helpful. That’s about the best I can say about Allegiant. The planes are so crowded due to the cheap fares that you are shoe horned into the seats. If you are sitting next to an average size American you probably won’t rest at all due to bumping into your fellow passengers in the adjacent seats. The seats are hard and uncomfortable, and leg room is minimal at best. There is no in flight entertainment other than people watching and the sounds of unhappy young children crying or screaming. My flight today was delayed. I was notified of the delay via email and text 2:15 hours beforehand, just as I arrived at the airport and had checked in my rental car. I had my family of 5 in tow and we ended up having to Uber back to our hotel who graciously allowed us to have our room back until 7 hours later when we had to head back to the airport. We were given meal vouchers which was a nice gesture, but I think transportation reimbursement would have been reasonable as I would not keep my family at the airport all day long.",,"{'Aircraft': 'A320', 'Type Of Traveller': 'Family Leisure', 'Seat Type': 'Economy Class', 'Route': 'Punta Gorda to Peoria', 'Date Flown': 'June 2024', 'Seat Comfort': 1, 'Cabin Staff Service': 5, 'Food & Beverages': 1, 'Ground Service': 2, 'Value For Money': 2, 'Recommended': 'no'}"
2024-06-03,1,10,“very disappointed and dissatisfied”,S Anderson,"✅ Trip Verified | When we first got to the IF airport, we were charged an extra 150 dollars to check our bags, and the man helping us said that our carry on is the right size and we wouldn’t have to pay for it. We then were boarding our flight, and the lady looked at us and said our bag was too big to be a carry on. She was very blunt and rude, and we asked about the other bags people were bringing in that were the same size. She said to put our bag on the measuring box to see, and when it went about an inch over she looked down on us. We then had to pay another 75 dollars for this carry on. She was not kind to us at all, not talking to us like real people. I’m very disappointed and dissatisfied with how she treated me and my 2 cousins, nobody should be talked down to that way.",,"{'Type Of Traveller': 'Family Leisure', 'Seat Type': 'Business Class', 'Route': 'Idaho Falls to Mesa Arizona', 'Date Flown': 'June 2024', 'Seat Comfort': 4, 'Cabin Staff Service': 4, 'Ground Service': 1, 'Value For Money': 1, 'Recommended': 'no'}"
2024-06-03,1,10,"""Nickel and dime you to death""",Erica Wilmot,✅ Trip Verified |  Wish I could give a zero. Do yourself a favor travel with anyone but them. It won’t save you money because they will charge you carry on prices for your personal items. Nickel and dime you to death. Then lose your luggage. Not just one persons luggage lost…our entire planes luggage was lost for almost two hours to the point the police had to be dispatched. I will walk to Florida before I fly this airline again.,,"{'Type Of Traveller': 'Family Leisure', 'Seat Type': 'Economy Class', 'Route': 'Destin to Cincinnati', 'Date Flown': 'June 2024', 'Seat Comfort': 1, 'Cabin Staff Service': 1, 'Food & Beverages': 1, 'Inflight Entertainment': 1, 'Ground Service': 1, 'Wifi & Connectivity': 1, 'Value For Money': 1, 'Recommended': 'no'}"
2024-06-03,1,10,"""Do not recommend this airline""",H Goss,"✅ Trip Verified |  There were over 20 infants on my flight and they screamed the entire flight, I didn’t pay for someone to bring their kids because it’s free to fly with a child under 2 so people inconvenience people with constant screaming. Do not recommend this airline.",,"{'Type Of Traveller': 'Couple Leisure', 'Seat Type': 'Economy Class', 'Route': 'Richmond to Nashville', 'Date Flown': 'June 2024', 'Seat Comfort': 1, 'Cabin Staff Service': 1, 'Ground Service': 1, 'Value For Money': 3, 'Recommended': 'no'}"
2024-05-31,3,10,"“claim to be pet friendly, but it was not”",V Allen,"Not Verified | Allegiant is very popular in my town as the only airline at our small airport. Direct flights into other small airports. It is well known that it's a no frills type of service. I have flown with them prior, and had no issues. But this time I traveled due to an ailing friend who died during my visit. I decided last minute that I couldn't let her cat go to a shelter. So we put her in an approved carrier and I paid to bring her home. She's a quiet gentle kitty, but was meowing as we boarded the loud plane. Though I hardly knew the cat, she had been quiet, only making noise when being moved around. So when the stewardess came to me and threatened to have me kicked off the plane if I didn't get her quieted immediately, I was shocked and dismayed. Already distraught over losing a friend, and now wondering and hoping I can make new kitty's presence work in my home, I sure didn't need someone making impossible demands. I had never flown with an animal like that. Some, more sympathetic passengers, offered advice of tranquilizers, etc. But I was in the pickle NOW. I really didn't want to miss this flight! They moved the passenger in front of me. But kitty quieted once we took off and hardly made a peep the rest of the flight. I was in tears off and on during the 2 hour flight, realizing this cat was all I had left of my friend. It made it difficult to communicate with passengers, or the crew. I realize that's a personal problem, but a real part of my experience, here. It is the next day, and I still feel traumatized by the whole ordeal. I wish they were more specific about pet travel in their policy explanation. I really had no clue that a generally quiet, but a temporarily meowing cat was reason to be removed from a plane! I have traveled with children and babies screaming, but never heard anyone suggest drugs to shut them up, and never a threat to kick them off! I will likely use Allegiant again because of the convenience. But I just want to forewarn others who might be considering taking a pet. They claim to be pet friendly, but it was not my experience.",yes,"{'Type Of Traveller': 'Solo Leisure', 'Seat Type': 'Economy Class', 'Route': 'Providence, RI to Punta Gorda, FL', 'Date Flown': 'May 2024', 'Seat Comfort': 3, 'Cabin Staff Service': 1, 'Ground Service': 3, 'Value For Money': 3, 'Recommended': 'yes'}"
2024-05-31,1,10,"""Nothing good about it""",Ryan Gruenholz,✅ Trip Verified | This is the first and last time flying this horrible airline. Nothing good about it. Prepare to pay as much for carry on bags as you do for the ticket.,,"{'Type Of Traveller': 'Family Leisure', 'Seat Type': 'Economy Class', 'Route': 'St Petersburg to Indianapolis', 'Date Flown': 'May 2024', 'Seat Comfort': 1, 'Cabin Staff Service': 1, 'Food & Beverages': 1, 'Inflight Entertainment': 1, 'Ground Service': 1, 'Wifi & Connectivity': 1, 'Value For Money': 1, 'Recommended': 'no'}"
2024-05-17,1,10,"""biggest mistake ever""",Anthony Lopez,"Not Verified |   I'm a 100% disabled vet. Before my flight I had a medical emergency which I was hospitalized, which caused me to miss my flight. 45 mins on hold the day before flight, was told they couldn't do anything for me. Then was told to call back and use different numbers to get someone else. Just to be told same thing, only this time was told to go to website and email customer care. Just to be told there was nothing they could do for me or my family. So 2k later and no flight. This was my first and last time ever flying with this company. Had a similar issues like this with southwest and they were more then helpful. Wish I read a lot of these reviews before choosing to fly with this airline .. biggest mistake ever.",,"{'Type Of Traveller': 'Family Leisure', 'Seat Type': 'Economy Class', 'Route': 'Las Vegas to Knoxville', 'Date Flown': 'May 2024', 'Value For Money': 1, 'Recommended': 'no'}"
2024-05-05,1,10,"""an absolute nightmare""",Adrian Martinez,"✅ Trip Verified |  I recently had the unfortunate experience of flying with Allegiant Airlines, and it was nothing short of a nightmare. From the moment we arrived at the airport, it was clear that this was going to be a disastrous journey. Despite arriving more than two hours early for our flight, there were no staff members at the ticketing counter, and the line was outrageously long, stretching out the door. In a panic, we tried calling Allegiant's customer care line for assistance, only to be met with rude and hostile customer service representatives who seemed more interested in blaming us for the situation rather than helping. It was abundantly clear that the fault lay squarely with the airline for not having enough staff to handle the volume of passengers. After what felt like an eternity of waiting, we were finally able to speak with a supervisor, who was perhaps the most rude and dismissive person we encountered throughout this ordeal. Despite our pleas for assistance, he callously informed us that the next available flight wouldn't be for another five days, leaving us stranded at the airport with our 5-month-old baby and all of our belongings, including our car seat and stroller, which were already on the plane. To add insult to injury, Allegiant initially claimed that they had loaner car seats and strollers available to help alleviate our situation. However, when we asked for them, suddenly they had nothing of the sort, leaving us completely helpless and at their mercy. In summary, our experience with Allegiant Airlines was an absolute nightmare. From the lack of staff at the ticketing counter to the abysmal customer service and the complete disregard for our well-being as passengers, it was by far the worst travel experience we have ever endured. I would strongly advise anyone considering flying with Allegiant to think twice and explore other options, unless they enjoy being treated with disrespect and left stranded at the airport",,"{'Type Of Traveller': 'Family Leisure', 'Seat Type': 'Economy Class', 'Route': 'Phoenix to Portland', 'Date Flown': 'May 2024', 'Seat Comfort': 1, 'Cabin Staff Service': 1, 'Food & Beverages': 1, 'Inflight Entertainment': 1, 'Ground Service': 1, 'Wifi & Connectivity': 1, 'Value For Money': 1, 'Recommended': 'no'}"
2024-05-05,1,10,"""never been treated so badly""",C Parsins,✅ Trip Verified |  When i arrived at the airport they were not yet checking in my flight. I was about the 7th person in line. They said it would be at least 45 min before they started my flights check in. I couldn't stand that long so i went to the restroom and then outside to find a place to sit. By the time they opened check in the line was horribly long. There was only one person at the desk checking in an entire plane full of people and the line stretched past security for well over an hour. As a disabled person that marked on her reservation that i was in need of a wheelchair i attempted to use the priority check in lane because i am unable to stand for long periods of time without extreme pain. Even though there is a handicap sign on the priority check in lane i was told that because i don't have your credit card i would have to wait in the excessive line. I explained that i needed a wheel chair and was told that i could grab one myself and someone would come around to help me. I pointed out the handicap symbol on the priority sign and was told that i couldn't just skip the line (but apparently that's OK if i have your credit card? ). I sat in a wheelchair and moved myself through the long check in line as no one came to help me. I finally made it to the desk to check the bag i prepaid for and asked if someone was finally coming to help me get to the gate and was told to wheel myself to the side and just wait. They finished checking everyone in before taking me to the gate. The flight was delayed and i was the last person on the plane. I fly often and have never been treated so badly. No disabled passenger should be forced to stand in pain because they don't have your credit card. This is my first time flying your airline because it was the best option to get down to Destin but if i hadn't booked a round trip ticket it would have been the only flight i ever took with you.,,"{'Type Of Traveller': 'Solo Leisure', 'Seat Type': 'Economy Class', 'Route': 'Rickenbacker to Destin', 'Date Flown': 'May 2024', 'Seat Comfort': 2, 'Cabin Staff Service': 2, 'Ground Service': 1, 'Value For Money': 1, 'Recommended': 'no'}"
2024-05-05,10,10,"""Great experience""",Don Turner,"Not Verified |   Great experience, no delays, great service, flight team member performed magic acts for passengers. I saw no issues with free carry on pieces with other passengers. Friendly service.",yes,"{'Type Of Traveller': 'Solo Leisure', 'Seat Type': 'Economy Class', 'Route': 'Los Angeles to Tulsa', 'Date Flown': 'May 2024', 'Seat Comfort': 5, 'Cabin Staff Service': 5, 'Food & Beverages': 5, 'Ground Service': 5, 'Value For Money': 5, 'Recommended': 'yes'}"
2024-04-22,1,10,“was told I had to move”,R Robertson,✅ Trip Verified | Paid for a seat and was told I had to move to accommodate a mother/daughter who did not pay for their seats. I was told loudly that I would have to move or continue to be petty and leave the plane. I’ve read reviews here that have reported the same senerio. Evidently this is an accepted practice within this airline and goes against their written advertisement where they encourage you to pay for your seat to “ guarantee your comfort and location onboard your flight”.,yes,"{'Type Of Traveller': 'Couple Leisure', 'Seat Type': 'Premium Economy', 'Route': 'Providence to Punta Gorda', 'Date Flown': 'April 2024', 'Seat Comfort': 3, 'Cabin Staff Service': 1, 'Ground Service': 1, 'Value For Money': 1, 'Recommended': 'yes'}"
2024-04-20,2,10,"""reps were rude to me and overreaching""",Angelita Crawford,"Not Verified |   I was very excited about the flight to Jacksonville to meet my first grandchild who was born on Tuesday, April 16. When I came up to the counter, probably to read the signs, A lady asked me if I was flying Allegiant, and where I was going. I told her that I was going to Jacksonville, and she said she was going there too. She said that she was from Afghanistan, and her English wasn't the best. She asked me if I would help her. I was happy to help since we were going to the same place, even though my plan was to hang out at the USO eating chips and drinking soda as I am a veteran's spouse. We both sat down until the counter reps came out and the line began to form. I checked in online before getting to the airport, so I checked my bag first. Then I stepped over to help the passenger from Afghanistan. While we were in line, I asked her if she had her boarding pass, and she only showed me her reservation, and I saw that she hadn't checked in yet. So, I tried to walk her through the steps to checkin online on her phone like I did. This took a while because I tried to explain step by step, and there were a lot of steps involved to check in. The check-in was interrupted when it was my turn at the counter. So we had to start over. The check-in was interrupted again when she got a phone call. So we had to start over again. It was very important for her to check in online to avoid the $75 charge for the 2nd bag she wanted to check. She preferred to pay the lower charge, $30, offered online. I tried explaining this to the Allegiant counter reps hoping that they would somehow make an exception, save her the trouble, and just let her pay the $30 at the counter. Instead of making an exception, they began questioning me and asking the passenger from Afghanistan about me. She told them several times that I was there to help. The counter reps were rude to me and overreaching. They reported me to security! The reps lied, reporting to security that I wouldn't allow her to talk to them. The passenger I helped spoke to the counter reps the whole time. I was just standing there to help and repeatedly trying to walk her through the check-in process on her phone. One of the reps tried to force me to render my boarding pass and ID unnecessarily. The passenger I helped explained several times that I was helping her. She apologized to me, the security officer who questioned me also apologized to me, however, the counter reps continued their weird behavior, taking pictures of me, and writing notes about me when I boarded the plane. It was unbelievable! I asked the passenger a couple of times if she still needed my help, and she said yes, so I stayed, since I said I would help. I was relieved when the counter reps finally checked her bags even though they did so by taking her phone and forcing her to download the app and on top of that also forced her to pay $5 for the boarding pass... I would think that she could access the boarding pass through the app. Anyways, I felt very uncomfortable and undervalued as a customer. I felt falsely accused of something I didn't do. It's still hard to believe, and it hurts a bit to be treated like a criminal when you're only trying to help someone. Allegiant Response, I am really sorry to hear about your experience, but thank you for letting us know. All of our team members are expected to be professional, respectful, and assist however they can. We truly regret that your experience contrasted with this. While I cannot",,"{'Type Of Traveller': 'Solo Leisure', 'Seat Type': 'Economy Class', 'Route': 'Washington to Jacksonville', 'Date Flown': 'April 2024', 'Seat Comfort': 1, 'Cabin Staff Service': 1, 'Food & Beverages': 1, 'Inflight Entertainment': 1, 'Ground Service': 1, 'Wifi & Connectivity': 1, 'Value For Money': 1, 'Recommended': 'no'}"
2024-04-15,1,10,"""cannot check your bags more than 2 hours early""",E Meares,"✅ Trip Verified |  No where is it posted that you cannot check your bags more than 2 hours early. We waited in line for 2 hours to check our bag only to be turned away and told we have to wait another 2 hours to check our bags. There is no where to sit or eat. We have 2 small children and had no where to go. The attendants taking the bags were incredibly rude and slow. Playing on their phones and talking with each other while the line was literally out the door. Once we came back to check our bags, again the attendant was rude. Our gate was changed without notice. The attendants working the gates didn’t even know it was changed. Again when asked they were rude giving the information.",,"{'Type Of Traveller': 'Family Leisure', 'Seat Type': 'Economy Class', 'Route': 'Ft Lauderdale to Cincinnatti', 'Date Flown': 'April 2024', 'Seat Comfort': 2, 'Cabin Staff Service': 3, 'Ground Service': 1, 'Value For Money': 1, 'Recommended': 'no'}"
2024-04-07,10,10,“have not had any bad flights”,Margaret Kolar,Not Verified | I have flown on Allegiant many times. I like this airline and up to April 4th have not had any bad flights. Thursday afternoon (this is not the airlines fault) a small child was seated behind me kicking my seat and playing with the fold up tray through a 2 hr. 30 min. flight. What is the proper procedure to attempt to encourage the parents to make their child stop.,yes,"{'Type Of Traveller': 'Couple Leisure', 'Seat Type': 'Economy Class', 'Route': 'Springfield MO to Phoenix Mesa Gateway', 'Date Flown': 'April 2024', 'Seat Comfort': 5, 'Cabin Staff Service': 5, 'Food & Beverages': 5, 'Inflight Entertainment': 5, 'Ground Service': 5, 'Wifi & Connectivity': 5, 'Value For Money': 5, 'Recommended': 'yes'}"
2024-04-01,1,10,"""horrible customer service""",J Jones,"✅ Trip Verified | Flight delayed from one day to the next an almost 17 hour delay. Horrible customer service. Had to book a flight with another carrier to get home due to work, kids, etc. Absolutely horrible customer service and ended up costing almost an additional $900 due to this.",,"{'Type Of Traveller': 'Family Leisure', 'Seat Type': 'Economy Class', 'Route': 'Orange County to Provo', 'Date Flown': 'April 2024', 'Seat Comfort': 1, 'Cabin Staff Service': 1, 'Ground Service': 1, 'Value For Money': 1, 'Recommended': 'no'}"
2024-03-30,1,10,"""charged $75 for a book bag"" ",Ted Costa,"Not Verified |   Allegiant charged $75 for a book bag that should be free. It is smaller than their guidelines call for and easily fits under a seat. In fact, I flew last month with this same bag and contents for free. Yesterday, some very rude employee decided to be miserable and make everyone else miserable and told me the bag was oversized. He charged me $75 and wouldn’t listen to reason. Customer Service was a joke. They tried telling me the bag was oversized without even seeing it. They told me the maximum dimensions allowed before being charged. The bag I had was under that size. When I offered to send a picture with the measurements, they declined and wouldn’t discuss it further. I have always flown Allegiant and have their MasterCard. I will no longer fly with them and will happily give up my card. In the long run, they are no cheaper than any other airline. Stay away from them.",,"{'Aircraft': 'A320', 'Type Of Traveller': 'Family Leisure', 'Seat Type': 'Economy Class', 'Route': 'Niagara Falls to Punta Gorda', 'Date Flown': 'March 2024', 'Seat Comfort': 1, 'Cabin Staff Service': 1, 'Food & Beverages': 1, 'Ground Service': 1, 'Value For Money': 1, 'Recommended': 'no'}"
2024-03-29,1,10,"""told her I paid for that seat"" ",N Wilson ,"✅ Trip Verified |   Flew round trip. First flight delayed several hours before boarding- no water in bathrooms. once the problem was fixed, we boarded. After boarding completed, we then waited another 45 minutes because two luggage compartments would not stay closed. It took two men with proper paperwork to arrive with duct tape to secure the bins. No joke; duct tape. Return flight again delayed several hours. I purchased and pre-paid for an aisle seat in the front of the plane. Once seated, the attendant told me I needed to move over into the middle seat. I refused, told her I paid for that seat. She did not care. there was a husband that needed to sit with his wife (across the aisle) and I would be removed from the plane if I refused to move. As infuriating as the demand to move was, it was ten times more infuriating due to the cold, callous way in which she commanded me with nothing close to an apology for the inconvenience.",,"{'Aircraft': 'Airbus', 'Type Of Traveller': 'Family Leisure', 'Seat Type': 'Economy Class', 'Route': 'Orlando, FL to Cincinnati, OH', 'Date Flown': 'March 2024', 'Seat Comfort': 1, 'Cabin Staff Service': 1, 'Ground Service': 1, 'Value For Money': 1, 'Recommended': 'no'}"
